total_trees_mean,total_trees_std,total_trees_min,total_trees_max,total_nodes_mean,total_nodes_std,total_nodes_min,total_nodes_max,internal_decision_nodes_mean,internal_decision_nodes_std,internal_decision_nodes_min,internal_decision_nodes_max,leaf_nodes_mean,leaf_nodes_std,leaf_nodes_min,leaf_nodes_max,max_depth_mean,max_depth_std,max_depth_min,max_depth_max,used_original_features_mean,used_original_features_std,used_original_features_min,used_original_features_max,comparisons_mean_per_window_mean,comparisons_mean_per_window_std,comparisons_mean_per_window_min,comparisons_mean_per_window_max,comparisons_max_per_window_mean,comparisons_max_per_window_std,comparisons_max_per_window_min,comparisons_max_per_window_max,seeds
60.0,0.0,60.0,60.0,897.4,1.2806248474865698,896.0,900.0,418.7,0.6403124237432849,418.0,420.0,478.7,0.6403124237432849,478.0,480.0,3.0,0.0,3.0,3.0,129.0,7.720103626247513,113.0,139.0,179.95010323645815,0.05148419651454144,179.84782608695653,180.0,180.0,0.0,180.0,180.0,10
