stage_index,class_index,class_label,node_id,is_leaf,left_child,right_child,model_feature_position,original_feature_index,subcarrier_position,subcarrier_id,feature_type_index,feature_name,threshold,node_value
0,0,empty,0,False,1,6,45,69,6,56,3,max,-0.8617492914199829,3.0670909457270513e-16
0,0,empty,1,False,2,3,186,24,2,25,2,min,-0.3975552022457123,0.5255635491606723
0,0,empty,2,True,-1,-1,,,,,,,,-0.9360269360269359
0,0,empty,3,False,4,5,176,163,14,95,9,std_diff,0.03641787730157375,0.6804841840813075
0,0,empty,4,True,-1,-1,,,,,,,,-0.936026936026936
0,0,empty,5,True,-1,-1,,,,,,,,2.316666666666668
0,0,empty,6,False,7,10,104,220,20,188,0,mean,0.3703221082687378,-0.11525516428961975
0,0,empty,7,False,8,9,210,60,5,49,5,energy,0.053644636645913124,-0.26117403949180956
0,0,empty,8,True,-1,-1,,,,,,,,2.316666666666667
0,0,empty,9,True,-1,-1,,,,,,,,-0.8835641359834907
0,0,empty,10,False,11,12,37,178,16,117,2,min,-0.10138889029622078,0.0628795664766888
0,0,empty,11,True,-1,-1,,,,,,,,-0.30202733550191174
0,0,empty,12,True,-1,-1,,,,,,,,1.8649036662925556
0,1,movement,0,False,1,8,4,224,20,188,4,peak_to_peak,0.37973959743976593,2.6411060921538495e-16
0,1,movement,1,False,2,5,1,202,18,145,4,peak_to_peak,0.3713037222623825,-0.10971223021582704
0,1,movement,2,False,3,4,120,172,15,105,7,max_abs_diff,0.4299607574939728,-0.2538921243957211
0,1,movement,3,True,-1,-1,,,,,,,,-0.8261761369716424
0,1,movement,4,True,-1,-1,,,,,,,,0.40606741573033706
0,1,movement,5,False,6,7,210,60,5,49,5,energy,3.563183069229126,0.08084721034361353
0,1,movement,6,True,-1,-1,,,,,,,,0.7678838951310861
0,1,movement,7,True,-1,-1,,,,,,,,-0.44391415492539077
0,1,movement,8,False,9,12,26,1,0,6,1,std,0.163459412753582,0.4285230639018201
0,1,movement,9,False,10,11,153,158,14,95,4,peak_to_peak,0.627975344657898,0.14028776978417284
0,1,movement,10,True,-1,-1,,,,,,,,1.6465810593900483
0,1,movement,11,True,-1,-1,,,,,,,,-0.8344462279293737
0,1,movement,12,False,13,14,132,185,16,117,9,std_diff,0.045609280467033386,0.5701123311876818
0,1,movement,13,True,-1,-1,,,,,,,,-1.041198501872659
0,1,movement,14,True,-1,-1,,,,,,,,1.7480776302349341
0,2,static_presence,0,False,1,8,18,38,3,34,5,energy,3.9310816526412964,3.1948864017990118e-18
0,2,static_presence,1,False,2,5,227,104,9,70,5,energy,0.452057808637619,-0.12203471423604585
0,2,static_presence,2,False,3,4,2,221,20,188,1,std,0.08403189480304718,0.2771116440181188
0,2,static_presence,3,True,-1,-1,,,,,,,,1.417515474658332
0,2,static_presence,4,True,-1,-1,,,,,,,,-0.514196789827042
0,2,static_presence,5,False,6,7,69,139,12,83,7,max_abs_diff,0.07634827867150307,-0.22228542747197655
0,2,static_presence,6,True,-1,-1,,,,,,,,1.8911564625850337
0,2,static_presence,7,True,-1,-1,,,,,,,,-0.6974075148753551
0,2,static_presence,8,False,9,12,2,221,20,188,1,std,0.17443928122520447,0.22180633871281447
0,2,static_presence,9,False,10,11,60,66,6,56,0,mean,-1.017579436302185,0.4023839751728027
0,2,static_presence,10,True,-1,-1,,,,,,,,-1.0296296296296297
0,2,static_presence,11,True,-1,-1,,,,,,,,1.3629291905887646
0,2,static_presence,12,False,13,14,30,15,1,15,4,peak_to_peak,0.4935157597064972,-0.17860494213324984
0,2,static_presence,13,True,-1,-1,,,,,,,,0.6393909944930352
0,2,static_presence,14,True,-1,-1,,,,,,,,-1.0296296296296297
1,0,empty,0,False,1,8,45,69,6,56,3,max,-0.8617492914199829,-0.0005127755485087835
1,0,empty,1,False,2,5,126,200,18,145,2,min,-0.09557968936860561,0.47721077391867167
1,0,empty,2,False,3,4,17,194,17,134,7,max_abs_diff,0.41530247032642365,-0.2640511113547305
1,0,empty,3,True,-1,-1,,,,,,,,-0.9181278520239199
1,0,empty,4,True,-1,-1,,,,,,,,-0.8999232427365886
1,0,empty,5,False,6,7,71,80,7,66,3,max,-2.808092474937439,0.6184035139707484
1,0,empty,6,True,-1,-1,,,,,,,,-0.9149393265629765
1,0,empty,7,True,-1,-1,,,,,,,,1.8917867499528036
1,0,empty,8,False,9,12,135,222,20,188,2,min,0.3053559511899948,-0.10527671183517122
1,0,empty,9,False,10,11,210,60,5,49,5,energy,0.053644636645913124,-0.230987524095864
1,0,empty,10,True,-1,-1,,,,,,,,1.879410143533404
1,0,empty,11,True,-1,-1,,,,,,,,-0.8211382744532953
1,0,empty,12,False,13,14,18,38,3,34,5,energy,2.7132153511047363,0.06757565502328071
1,0,empty,13,True,-1,-1,,,,,,,,0.9791890659613867
1,0,empty,14,True,-1,-1,,,,,,,,-0.8173088207870647
1,1,movement,0,False,1,8,4,224,20,188,4,peak_to_peak,0.37973959743976593,0.00035067364501644886
1,1,movement,1,False,2,5,1,202,18,145,4,peak_to_peak,0.3713037222623825,-0.0984018394468397
1,1,movement,2,False,3,4,136,96,8,67,8,diff_energy,0.038921136409044266,-0.2305769167350639
1,1,movement,3,True,-1,-1,,,,,,,,0.2659071918371203
1,1,movement,4,True,-1,-1,,,,,,,,-0.7924411139814356
1,1,movement,5,False,6,7,14,23,2,25,1,std,0.10403906181454659,0.07629109487116315
1,1,movement,6,True,-1,-1,,,,,,,,-0.4839800613474684
1,1,movement,7,True,-1,-1,,,,,,,,0.6827526392707522
1,1,movement,8,False,9,12,26,1,0,6,1,std,0.163459412753582,0.3860663718390895
1,1,movement,9,False,10,11,153,158,14,95,4,peak_to_peak,0.627975344657898,0.12152529577334688
1,1,movement,10,True,-1,-1,,,,,,,,1.4113872116312118
1,1,movement,11,True,-1,-1,,,,,,,,-0.8022209582559026
1,1,movement,12,False,13,14,132,185,16,117,9,std_diff,0.045609280467033386,0.5160163741169982
1,1,movement,13,True,-1,-1,,,,,,,,-1.013479715900169
1,1,movement,14,True,-1,-1,,,,,,,,1.5018588194714175
1,2,static_presence,0,False,1,8,18,38,3,34,5,energy,3.9310816526412964,0.00016210190349229167
1,2,static_presence,1,False,2,5,227,104,9,70,5,energy,0.452057808637619,-0.11144922752356848
1,2,static_presence,2,False,3,4,62,114,10,74,4,peak_to_peak,0.26650381088256836,0.24914828350088924
1,2,static_presence,3,True,-1,-1,,,,,,,,1.4781201845340965
1,2,static_presence,4,True,-1,-1,,,,,,,,-0.09015051016852627
1,2,static_presence,5,False,6,7,202,82,7,66,5,energy,0.4603050798177719,-0.20201790471110662
1,2,static_presence,6,True,-1,-1,,,,,,,,0.3913207696200839
1,2,static_presence,7,True,-1,-1,,,,,,,,-0.7180872018903401
1,2,static_presence,8,False,9,12,25,78,7,66,1,std,0.14165905117988586,0.20302323444321724
1,2,static_presence,9,False,10,11,120,172,15,105,7,max_abs_diff,0.4299607574939728,0.3939283563620841
1,2,static_presence,10,True,-1,-1,,,,,,,,1.431433335060101
1,2,static_presence,11,True,-1,-1,,,,,,,,-0.26161889198936206
1,2,static_presence,12,False,13,14,11,70,6,56,4,peak_to_peak,0.4595489799976349,-0.11060660870920648
1,2,static_presence,13,True,-1,-1,,,,,,,,1.0694189499679576
1,2,static_presence,14,True,-1,-1,,,,,,,,-0.7312359484355272
2,0,empty,0,False,1,8,45,69,6,56,3,max,-0.8617492914199829,-0.001011093293415634
2,0,empty,1,False,2,5,126,200,18,145,2,min,-0.09557968936860561,0.4341354526840294
2,0,empty,2,False,3,4,17,194,17,134,7,max_abs_diff,0.41530247032642365,-0.23938231770098606
2,0,empty,3,True,-1,-1,,,,,,,,-0.8906935994441257
2,0,empty,4,True,-1,-1,,,,,,,,-0.8696635576888484
2,0,empty,5,False,6,7,189,99,9,70,0,mean,-2.5287519693374634,0.562424551804985
2,0,empty,6,True,-1,-1,,,,,,,,-0.9109647141381622
2,0,empty,7,True,-1,-1,,,,,,,,1.6255418790366394
2,0,empty,8,False,9,12,104,220,20,188,0,mean,0.3703221082687378,-0.09643796741127626
2,0,empty,9,False,10,11,210,60,5,49,5,energy,0.053644636645913124,-0.21817731899125883
2,0,empty,10,True,-1,-1,,,,,,,,1.5985114610472881
2,0,empty,11,True,-1,-1,,,,,,,,-0.8232235876743064
2,0,empty,12,False,13,14,37,178,16,117,2,min,-0.13517504185438156,0.05217890334870212
2,0,empty,13,True,-1,-1,,,,,,,,-0.31551212289260044
2,0,empty,14,True,-1,-1,,,,,,,,1.3796057589926107
2,1,movement,0,False,1,8,4,224,20,188,4,peak_to_peak,0.37973959743976593,0.0008597740333382984
2,1,movement,1,False,2,5,10,204,18,145,6,mean_abs_diff,0.06547319516539574,-0.0883557103783553
2,1,movement,2,False,3,4,191,225,20,188,5,energy,0.06689419224858284,-0.27480668784557966
2,1,movement,3,True,-1,-1,,,,,,,,1.9343897957410563
2,1,movement,4,True,-1,-1,,,,,,,,-0.9378988735779501
2,1,movement,5,False,6,7,113,189,17,134,2,min,-0.7239405512809753,0.015811737126807522
2,1,movement,6,True,-1,-1,,,,,,,,0.813072820769052
2,1,movement,7,True,-1,-1,,,,,,,,-0.17790478946152524
2,1,movement,8,False,9,12,26,1,0,6,1,std,0.163459412753582,0.3493249602060714
2,1,movement,9,False,10,11,153,158,14,95,4,peak_to_peak,0.627975344657898,0.1097239623051611
2,1,movement,10,True,-1,-1,,,,,,,,1.2535876192727748
2,1,movement,11,True,-1,-1,,,,,,,,-0.7604380258791712
2,1,movement,12,False,13,14,132,185,16,117,9,std_diff,0.045609280467033386,0.46702369601704485
2,1,movement,13,True,-1,-1,,,,,,,,-0.9906695752034732
2,1,movement,14,True,-1,-1,,,,,,,,1.3295260794640464
2,2,static_presence,0,False,1,8,18,38,3,34,5,energy,3.9310816526412964,0.00015131926007728254
2,2,static_presence,1,False,2,5,227,104,9,70,5,energy,0.6687982976436615,-0.10113969062863647
2,2,static_presence,2,False,3,4,1,202,18,145,4,peak_to_peak,0.3819431811571121,0.15605189059289226
2,2,static_presence,3,True,-1,-1,,,,,,,,0.9339049388772007
2,2,static_presence,4,True,-1,-1,,,,,,,,-0.652540968869174
2,2,static_presence,5,False,6,7,202,82,7,66,5,energy,0.4603050798177719,-0.20617080756727119
2,2,static_presence,6,True,-1,-1,,,,,,,,0.4132247816115261
2,2,static_presence,7,True,-1,-1,,,,,,,,-0.7633740145963828
2,2,static_presence,8,False,9,12,25,78,7,66,1,std,0.14165905117988586,0.18425457371996937
2,2,static_presence,9,False,10,11,120,172,15,105,7,max_abs_diff,0.4299607574939728,0.35606473181165255
2,2,static_presence,10,True,-1,-1,,,,,,,,1.2602713279587858
2,2,static_presence,11,True,-1,-1,,,,,,,,-0.2620089137377818
2,2,static_presence,12,False,13,14,31,29,2,25,7,max_abs_diff,0.16129449009895325,-0.0980049717163672
2,2,static_presence,13,True,-1,-1,,,,,,,,1.3551358170239807
2,2,static_presence,14,True,-1,-1,,,,,,,,-0.6045861044123108
3,0,empty,0,False,1,8,45,69,6,56,3,max,-0.8617492914199829,-0.0015401330620164588
3,0,empty,1,False,2,5,126,200,18,145,2,min,-0.09557968936860561,0.39178202854822963
3,0,empty,2,False,3,4,17,194,17,134,7,max_abs_diff,0.33173298835754395,-0.21768601229178472
3,0,empty,3,True,-1,-1,,,,,,,,-0.8842342106814978
3,0,empty,4,True,-1,-1,,,,,,,,-0.8463236215123553
3,0,empty,5,False,6,7,211,3,0,6,3,max,2.0131574273109436,0.5078711791844228
3,0,empty,6,True,-1,-1,,,,,,,,1.430451104214053
3,0,empty,7,True,-1,-1,,,,,,,,-0.9093708800757165
3,0,empty,8,False,9,12,18,38,3,34,5,energy,2.718854546546936,-0.08779499306426346
3,0,empty,9,False,10,11,135,222,20,188,2,min,0.3053559511899948,0.03341627858900438
3,0,empty,10,True,-1,-1,,,,,,,,-0.6142976186370619
3,0,empty,11,True,-1,-1,,,,,,,,0.7923698364035608
3,0,empty,12,False,13,14,183,126,11,78,5,energy,0.08693056553602219,-0.21630814855206548
3,0,empty,13,True,-1,-1,,,,,,,,2.1696896583619534
3,0,empty,14,True,-1,-1,,,,,,,,-0.8440079785727886
3,1,movement,0,False,1,8,5,205,18,145,7,max_abs_diff,0.33485114574432373,0.0012841898092519652
3,1,movement,1,False,2,5,13,56,5,49,1,std,0.20823534578084946,-0.08333358348403574
3,1,movement,2,False,3,4,179,71,6,56,5,energy,0.8480923473834991,-0.13306698170009815
3,1,movement,3,True,-1,-1,,,,,,,,0.21608428265751234
3,1,movement,4,True,-1,-1,,,,,,,,-0.5806708003968386
3,1,movement,5,False,6,7,188,35,3,34,2,min,0.04424373060464859,0.262374184603227
3,1,movement,6,True,-1,-1,,,,,,,,1.1989606845928729
3,1,movement,7,True,-1,-1,,,,,,,,-0.5727594147296708
3,1,movement,8,False,9,12,181,124,11,78,3,max,0.20098327845335007,0.304420388640151
3,1,movement,9,False,10,11,25,78,7,66,1,std,0.16125990450382233,0.04096569523688168
3,1,movement,10,True,-1,-1,,,,,,,,-0.8510802644208237
3,1,movement,11,True,-1,-1,,,,,,,,1.0800671412163656
3,1,movement,12,False,13,14,158,47,4,42,3,max,-1.188279926776886,0.4768634606859273
3,1,movement,13,True,-1,-1,,,,,,,,-1.1085183287330116
3,1,movement,14,True,-1,-1,,,,,,,,1.3916058613918378
3,2,static_presence,0,False,1,8,18,38,3,34,5,energy,3.9310816526412964,0.00025594325276456537
3,2,static_presence,1,False,2,5,227,104,9,70,5,energy,0.452057808637619,-0.0930390077693902
3,2,static_presence,2,False,3,4,2,221,20,188,1,std,0.08403189480304718,0.20238047876187015
3,2,static_presence,3,True,-1,-1,,,,,,,,1.005743038486222
3,2,static_presence,4,True,-1,-1,,,,,,,,-0.49652987506267515
3,2,static_presence,5,False,6,7,69,139,12,83,7,max_abs_diff,0.07634827867150307,-0.16723739043305566
3,2,static_presence,6,True,-1,-1,,,,,,,,1.6150727918682461
3,2,static_presence,7,True,-1,-1,,,,,,,,-0.5868469427539481
3,2,static_presence,8,False,9,12,25,78,7,66,1,std,0.14165905117988586,0.16982582044843775
3,2,static_presence,9,False,10,11,60,66,6,56,0,mean,-1.017579436302185,0.3255217357042778
3,2,static_presence,10,True,-1,-1,,,,,,,,-1.0177354175246347
3,2,static_presence,11,True,-1,-1,,,,,,,,1.0486473985797609
3,2,static_presence,12,False,13,14,31,29,2,25,7,max_abs_diff,0.16129449009895325,-0.08596032604329977
3,2,static_presence,13,True,-1,-1,,,,,,,,1.223434111156562
3,2,static_presence,14,True,-1,-1,,,,,,,,-0.5652016452963277
4,0,empty,0,False,1,8,45,69,6,56,3,max,-0.8617492914199829,-0.00206589082674496
4,0,empty,1,False,2,5,186,24,2,25,2,min,-0.3975552022457123,0.35418828606386454
4,0,empty,2,False,3,4,90,195,17,134,8,diff_energy,0.25975562632083893,-0.19922033456761212
4,0,empty,3,True,-1,-1,,,,,,,,-0.8797816491414914
4,0,empty,4,True,-1,-1,,,,,,,,-0.8241597566918942
4,0,empty,5,False,6,7,202,82,7,66,5,energy,72.71985816955566,0.4595994518984317
4,0,empty,6,True,-1,-1,,,,,,,,1.2909170699885306
4,0,empty,7,True,-1,-1,,,,,,,,-0.8896910067733055
4,0,empty,8,False,9,12,18,38,3,34,5,energy,2.718854546546936,-0.08019180681152789
4,0,empty,9,False,10,11,135,222,20,188,2,min,0.3053559511899948,0.030155549805555917
4,0,empty,10,True,-1,-1,,,,,,,,-0.587396565870131
4,0,empty,11,True,-1,-1,,,,,,,,0.704529136174191
4,0,empty,12,False,13,14,183,126,11,78,5,energy,0.08693056553602219,-0.1971865945501226
4,0,empty,13,True,-1,-1,,,,,,,,1.8083721554245515
4,0,empty,14,True,-1,-1,,,,,,,,-0.8219902450368525
4,1,movement,0,False,1,8,4,224,20,188,4,peak_to_peak,0.37973959743976593,0.0018960881703685266
4,1,movement,1,False,2,5,1,202,18,145,4,peak_to_peak,0.3713037222623825,-0.0720278969774348
4,1,movement,2,False,3,4,69,139,12,83,7,max_abs_diff,0.606533408164978,-0.17769704406671044
4,1,movement,3,True,-1,-1,,,,,,,,-0.6726041972878165
4,1,movement,4,True,-1,-1,,,,,,,,0.5724537007965045
4,1,movement,5,False,6,7,14,23,2,25,1,std,0.10403906181454659,0.06763272400069884
4,1,movement,6,True,-1,-1,,,,,,,,-0.4343710387662372
4,1,movement,7,True,-1,-1,,,,,,,,0.5882608134783708
4,1,movement,8,False,9,12,26,1,0,6,1,std,0.163459412753582,0.2906344772182597
4,1,movement,9,False,10,11,153,158,14,95,4,peak_to_peak,0.627975344657898,0.0766653862392307
4,1,movement,10,True,-1,-1,,,,,,,,1.0408715431156181
4,1,movement,11,True,-1,-1,,,,,,,,-0.7386635631294128
4,1,movement,12,False,13,14,132,185,16,117,9,std_diff,0.045609280467033386,0.39574210085708084
4,1,movement,13,True,-1,-1,,,,,,,,-0.9353482556859485
4,1,movement,14,True,-1,-1,,,,,,,,1.138033791073427
4,2,static_presence,0,False,1,8,18,38,3,34,5,energy,3.9310816526412964,0.00016980265637642512
4,2,static_presence,1,False,2,5,227,104,9,70,5,energy,0.6687982976436615,-0.08317739388660066
4,2,static_presence,2,False,3,4,1,202,18,145,4,peak_to_peak,0.3819431811571121,0.130603334185126
4,2,static_presence,3,True,-1,-1,,,,,,,,0.7886488515714172
4,2,static_presence,4,True,-1,-1,,,,,,,,-0.6072772496329374
4,2,static_presence,5,False,6,7,202,82,7,66,5,energy,0.4603050798177719,-0.17048051843945233
4,2,static_presence,6,True,-1,-1,,,,,,,,0.3842767405063559
4,2,static_presence,7,True,-1,-1,,,,,,,,-0.6974476371721197
4,2,static_presence,8,False,9,12,2,221,20,188,1,std,0.17443928122520447,0.1516589639405715
4,2,static_presence,9,False,10,11,60,66,6,56,0,mean,-1.017579436302185,0.27268745145759454
4,2,static_presence,10,True,-1,-1,,,,,,,,-0.9908522932689046
4,2,static_presence,11,True,-1,-1,,,,,,,,0.8742502652746226
4,2,static_presence,12,False,13,14,26,1,0,6,1,std,0.16358011960983276,-0.11670855185804563
4,2,static_presence,13,True,-1,-1,,,,,,,,0.6889059397760745
4,2,static_presence,14,True,-1,-1,,,,,,,,-0.8063888113641055
5,0,empty,0,False,1,8,45,69,6,56,3,max,-0.8617492914199829,-0.002574189875055826
5,0,empty,1,False,2,5,186,24,2,25,2,min,-0.3975552022457123,0.3202255198988424
5,0,empty,2,False,3,4,97,55,5,49,0,mean,-1.1823475360870361,-0.17955627019306378
5,0,empty,3,True,-1,-1,,,,,,,,-0.8039403721804427
5,0,empty,4,True,-1,-1,,,,,,,,-0.8615980736207497
5,0,empty,5,False,6,7,177,187,17,134,0,mean,1.7397121787071228,0.4154220513449199
5,0,empty,6,True,-1,-1,,,,,,,,1.1872410055613574
5,0,empty,7,True,-1,-1,,,,,,,,-0.8852276266729769
5,0,empty,8,False,9,12,104,220,20,188,0,mean,0.3703221082687378,-0.0733635999131915
5,0,empty,9,False,10,11,107,6,0,6,6,mean_abs_diff,0.04485328681766987,-0.1665511879550873
5,0,empty,10,True,-1,-1,,,,,,,,1.7332441237110054
5,0,empty,11,True,-1,-1,,,,,,,,-0.7644734736152758
5,0,empty,12,False,13,14,37,178,16,117,2,min,-0.13517504185438156,0.04039787120288918
5,0,empty,13,True,-1,-1,,,,,,,,-0.2961229920752863
5,0,empty,14,True,-1,-1,,,,,,,,1.1066712263163483
5,1,movement,0,False,1,8,5,205,18,145,7,max_abs_diff,0.33485114574432373,0.002605203878433541
5,1,movement,1,False,2,5,13,56,5,49,1,std,0.21616018563508987,-0.06865990818318429
5,1,movement,2,False,3,4,198,230,20,188,10,slope,0.04613448493182659,-0.10645644318746436
5,1,movement,3,True,-1,-1,,,,,,,,-0.40378095142659176
5,1,movement,4,True,-1,-1,,,,,,,,1.2864129326011526
5,1,movement,5,False,6,7,204,33,3,34,0,mean,0.28285960853099823,0.2669275086729986
5,1,movement,6,True,-1,-1,,,,,,,,1.2705527235837952
5,1,movement,7,True,-1,-1,,,,,,,,-0.5238408712173589
5,1,movement,8,False,9,12,181,124,11,78,3,max,0.20098327845335007,0.2579065943409327
5,1,movement,9,False,10,11,34,81,7,66,4,peak_to_peak,0.7360000908374786,0.020690197858421015
5,1,movement,10,True,-1,-1,,,,,,,,-0.7145913883806652
5,1,movement,11,True,-1,-1,,,,,,,,1.002448736062591
5,1,movement,12,False,13,14,45,69,6,56,3,max,-0.8409673869609833,0.4131755084022132
5,1,movement,13,True,-1,-1,,,,,,,,-1.0554814743541039
5,1,movement,14,True,-1,-1,,,,,,,,1.2152842324112159
5,2,static_presence,0,False,1,8,18,38,3,34,5,energy,3.9310816526412964,-3.101400337772044e-05
5,2,static_presence,1,False,2,5,68,203,18,145,5,energy,0.16636060923337936,-0.07574277496624446
5,2,static_presence,2,False,3,4,218,76,6,56,10,slope,-0.021405155770480633,0.2742392258516415
5,2,static_presence,3,True,-1,-1,,,,,,,,-0.3734059065247852
5,2,static_presence,4,True,-1,-1,,,,,,,,1.2269271153794077
5,2,static_presence,5,False,6,7,196,93,8,67,5,energy,1.8652619123458862,-0.12299772866317411
5,2,static_presence,6,True,-1,-1,,,,,,,,0.01670458895247358
5,2,static_presence,7,True,-1,-1,,,,,,,,-0.7313059977854235
5,2,static_presence,8,False,9,12,120,172,15,105,7,max_abs_diff,0.42965325713157654,0.1375802272061571
5,2,static_presence,9,False,10,11,25,78,7,66,1,std,0.17533612251281738,0.24978591496433358
5,2,static_presence,10,True,-1,-1,,,,,,,,0.9295560083068144
5,2,static_presence,11,True,-1,-1,,,,,,,,-0.35987700499981623
5,2,static_presence,12,False,13,14,40,84,7,66,7,max_abs_diff,0.13174739480018616,-0.10354263372098828
5,2,static_presence,13,True,-1,-1,,,,,,,,1.469499759536175
5,2,static_presence,14,True,-1,-1,,,,,,,,-0.6100379875477043
6,0,empty,0,False,1,8,45,69,6,56,3,max,-0.8225630223751068,-0.0028112401445137543
6,0,empty,1,False,2,5,126,200,18,145,2,min,-0.06510433368384838,0.28238538931151513
6,0,empty,2,False,3,4,17,194,17,134,7,max_abs_diff,0.41530247032642365,-0.1672199397166199
6,0,empty,3,True,-1,-1,,,,,,,,-0.8283700093154006
6,0,empty,4,True,-1,-1,,,,,,,,-0.7826529695597002
6,0,empty,5,False,6,7,227,104,9,70,5,energy,51.39137840270996,0.3807365550364196
6,0,empty,6,True,-1,-1,,,,,,,,1.1240226733593106
6,0,empty,7,True,-1,-1,,,,,,,,-0.8787292018150467
6,0,empty,8,False,9,12,135,222,20,188,2,min,0.3053559511899948,-0.06843170355917527
6,0,empty,9,False,10,11,150,9,0,6,9,std_diff,0.05038226768374443,-0.15215452786611955
6,0,empty,10,True,-1,-1,,,,,,,,1.4794524340687547
6,0,empty,11,True,-1,-1,,,,,,,,-0.7339352433871912
6,0,empty,12,False,13,14,37,178,16,117,2,min,-0.10138889029622078,0.044942954356478444
6,0,empty,13,True,-1,-1,,,,,,,,-0.21692458042195487
6,0,empty,14,True,-1,-1,,,,,,,,1.1262600747941724
6,1,movement,0,False,1,8,5,205,18,145,7,max_abs_diff,0.33485114574432373,0.003045079063125366
6,1,movement,1,False,2,5,11,70,6,56,4,peak_to_peak,0.6208478510379791,-0.06204320217172817
6,1,movement,2,False,3,4,224,214,19,181,5,energy,0.06689061969518661,-0.1071188394453809
6,1,movement,3,True,-1,-1,,,,,,,,1.4497054854316285
6,1,movement,4,True,-1,-1,,,,,,,,-0.4391474505058617
6,1,movement,5,False,6,7,1,202,18,145,4,peak_to_peak,0.3015824407339096,0.175470732693289
6,1,movement,6,True,-1,-1,,,,,,,,-0.41580186238254696
6,1,movement,7,True,-1,-1,,,,,,,,1.062866487426844
6,1,movement,8,False,9,12,181,124,11,78,3,max,0.20098327845335007,0.23621848216820487
6,1,movement,9,False,10,11,25,78,7,66,1,std,0.16125990450382233,0.01807524394596813
6,1,movement,10,True,-1,-1,,,,,,,,-0.7798469677105203
6,1,movement,11,True,-1,-1,,,,,,,,0.840830506126361
6,1,movement,12,False,13,14,158,47,4,42,3,max,-1.188279926776886,0.379003147186396
6,1,movement,13,True,-1,-1,,,,,,,,-0.9873458113980512
6,1,movement,14,True,-1,-1,,,,,,,,1.1277471520669247
6,2,static_presence,0,False,1,8,18,38,3,34,5,energy,3.9310816526412964,-0.00023383891861163472
6,2,static_presence,1,False,2,5,68,203,18,145,5,energy,0.16636060923337936,-0.06937817315944612
6,2,static_presence,2,False,3,4,45,69,6,56,3,max,0.7821219563484192,0.24869318515522704
6,2,static_presence,3,True,-1,-1,,,,,,,,1.145037893323335
6,2,static_presence,4,True,-1,-1,,,,,,,,-0.29696339333414956
6,2,static_presence,5,False,6,7,227,104,9,70,5,energy,0.24623596668243408,-0.11232451689813618
6,2,static_presence,6,True,-1,-1,,,,,,,,0.5266407095006982
6,2,static_presence,7,True,-1,-1,,,,,,,,-0.512855551892358
6,2,static_presence,8,False,9,12,40,84,7,66,7,max_abs_diff,0.16013026237487793,0.1254406604785808
6,2,static_presence,9,False,10,11,45,69,6,56,3,max,-0.9397963285446167,0.3103461831035767
6,2,static_presence,10,True,-1,-1,,,,,,,,-0.8893385247973628
6,2,static_presence,11,True,-1,-1,,,,,,,,0.9705259735837053
6,2,static_presence,12,False,13,14,17,194,17,134,7,max_abs_diff,0.17222924530506134,0.0028628421092014495
6,2,static_presence,13,True,-1,-1,,,,,,,,0.7836860583753906
6,2,static_presence,14,True,-1,-1,,,,,,,,-0.3178073006131539
7,0,empty,0,False,1,8,41,27,2,25,5,energy,0.4923201948404312,-0.0030281942823807734
7,0,empty,1,False,2,5,196,93,8,67,5,energy,2.523590922355652,0.18269240914741472
7,0,empty,2,False,3,4,192,190,17,134,3,max,-0.17052043974399567,-0.102481093094989
7,0,empty,3,True,-1,-1,,,,,,,,1.2601952285846163
7,0,empty,4,True,-1,-1,,,,,,,,-0.6678568702707841
7,0,empty,5,False,6,7,87,49,4,42,5,energy,0.4746732711791992,0.37280807730901677
7,0,empty,6,True,-1,-1,,,,,,,,-0.9313761378329399
7,0,empty,7,True,-1,-1,,,,,,,,1.1712143338741634
7,0,empty,8,False,9,12,87,49,4,42,5,energy,0.3713434189558029,-0.08715250942479691
7,0,empty,9,False,10,11,34,81,7,66,4,peak_to_peak,0.2827901989221573,0.23184778543594886
7,0,empty,10,True,-1,-1,,,,,,,,1.2627336425975542
7,0,empty,11,True,-1,-1,,,,,,,,-0.1705555311514052
7,0,empty,12,False,13,14,45,69,6,56,3,max,-1.65635746717453,-0.1110476625978864
7,0,empty,13,True,-1,-1,,,,,,,,0.7781011158761064
7,0,empty,14,True,-1,-1,,,,,,,,-0.5910738717680715
7,1,movement,0,False,1,8,21,12,1,15,1,std,0.23353368788957596,0.003271585505840502
7,1,movement,1,False,2,5,198,230,20,188,10,slope,0.04613448493182659,-0.05086550146538773
7,1,movement,2,False,3,4,196,93,8,67,5,energy,3.7805906534194946,-0.06944852285738358
7,1,movement,3,True,-1,-1,,,,,,,,0.02933818730603991
7,1,movement,4,True,-1,-1,,,,,,,,-0.6023000049590501
7,1,movement,5,False,6,7,81,51,4,42,7,max_abs_diff,0.17498201876878738,0.4165689597025069
7,1,movement,6,True,-1,-1,,,,,,,,1.8700887138971647
7,1,movement,7,True,-1,-1,,,,,,,,1.0791447689920342
7,1,movement,8,False,9,12,1,202,18,145,4,peak_to_peak,0.33965612947940826,0.24231846304113375
7,1,movement,9,False,10,11,161,143,13,88,0,mean,0.3375547081232071,-0.14186729992526825
7,1,movement,10,True,-1,-1,,,,,,,,-0.839984676651217
7,1,movement,11,True,-1,-1,,,,,,,,1.2340280258666811
7,1,movement,12,False,13,14,157,102,9,70,3,max,-1.2559325695037842,0.3063494235355342
