stage_index,class_index,class_label,node_id,is_leaf,left_child,right_child,model_feature_position,original_feature_index,subcarrier_position,subcarrier_id,feature_type_index,feature_name,threshold,node_value
15,0,empty,10,True,-1,-1,,,,,,,,1.2001025853669838
15,0,empty,11,True,-1,-1,,,,,,,,-0.7506156415036026
15,0,empty,12,False,13,14,104,220,20,188,0,mean,0.3703221082687378,-0.0420146065249496
15,0,empty,13,True,-1,-1,,,,,,,,-0.6893712206716047
15,0,empty,14,True,-1,-1,,,,,,,,0.059795441273727136
15,1,movement,0,False,1,8,1,202,18,145,4,peak_to_peak,0.2673041820526123,0.0025401648843041483
15,1,movement,1,False,2,5,191,225,20,188,5,energy,0.06689419224858284,-0.09002281879963658
15,1,movement,2,False,3,4,69,139,12,83,7,max_abs_diff,0.13748741894960403,0.4241329132220675
15,1,movement,3,True,-1,-1,,,,,,,,1.2084059630046382
15,1,movement,4,True,-1,-1,,,,,,,,1.0687343946589838
15,1,movement,5,False,6,7,2,221,20,188,1,std,0.11473626643419266,-0.10188795107706057
15,1,movement,6,True,-1,-1,,,,,,,,-0.7207730140335118
15,1,movement,7,True,-1,-1,,,,,,,,0.3413548386297421
15,1,movement,8,False,9,12,106,19,1,15,8,diff_energy,0.13070570677518845,0.04588832273629046
15,1,movement,9,False,10,11,15,59,5,49,4,peak_to_peak,0.6629052758216858,-0.03324789551962315
15,1,movement,10,True,-1,-1,,,,,,,,-0.2620859043651954
15,1,movement,11,True,-1,-1,,,,,,,,1.0291772169198015
15,1,movement,12,False,13,14,26,1,0,6,1,std,0.14437730610370636,0.10810233079911563
15,1,movement,13,True,-1,-1,,,,,,,,-0.2516454543812915
15,1,movement,14,True,-1,-1,,,,,,,,0.5913712998726579
15,2,static_presence,0,False,1,8,202,82,7,66,5,energy,0.2671661823987961,0.0010474347849489189
15,2,static_presence,1,False,2,5,156,97,8,67,9,std_diff,0.09158819541335106,0.12834155803087016
15,2,static_presence,2,False,3,4,28,216,19,181,7,max_abs_diff,0.19886452704668045,-0.08711210804293895
15,2,static_presence,3,True,-1,-1,,,,,,,,0.8565518506941742
15,2,static_presence,4,True,-1,-1,,,,,,,,-0.8966760894024363
15,2,static_presence,5,False,6,7,162,181,16,117,5,energy,0.46554527431726456,0.20913668280854858
15,2,static_presence,6,True,-1,-1,,,,,,,,-0.9136957834373363
15,2,static_presence,7,True,-1,-1,,,,,,,,0.8914230297840946
15,2,static_presence,8,False,9,12,93,116,10,74,6,mean_abs_diff,0.037333663552999496,-0.018292832559044646
15,2,static_presence,9,False,10,11,9,191,17,134,4,peak_to_peak,0.3198153078556061,0.20119763544810626
15,2,static_presence,10,True,-1,-1,,,,,,,,0.9748535032340925
15,2,static_presence,11,True,-1,-1,,,,,,,,0.05035650678406551
15,2,static_presence,12,False,13,14,183,126,11,78,5,energy,2.9372217655181885,-0.031809840852740155
15,2,static_presence,13,True,-1,-1,,,,,,,,-0.3702003597136544
15,2,static_presence,14,True,-1,-1,,,,,,,,0.1469877815678183
16,0,empty,0,False,1,8,18,38,3,34,5,energy,2.718854546546936,-0.0035796127645949835
16,0,empty,1,False,2,5,191,225,20,188,5,energy,1.1941384077072144,0.049839644126319416
16,0,empty,2,False,3,4,98,8,0,6,8,diff_energy,0.7741724848747253,-0.0828733026220077
16,0,empty,3,True,-1,-1,,,,,,,,-0.6841077179254405
16,0,empty,4,True,-1,-1,,,,,,,,1.1485326117445878
16,0,empty,5,False,6,7,84,168,15,105,3,max,-0.0916215106844902,0.12150463537041611
16,0,empty,6,True,-1,-1,,,,,,,,-0.8822550862922686
16,0,empty,7,True,-1,-1,,,,,,,,0.5695646144799226
16,0,empty,8,False,9,12,45,69,6,56,3,max,-0.8797967731952667,-0.06992288341944028
16,0,empty,9,False,10,11,46,103,9,70,4,peak_to_peak,0.7751910090446472,0.07471401065637855
16,0,empty,10,True,-1,-1,,,,,,,,0.9020417582672032
16,0,empty,11,True,-1,-1,,,,,,,,-0.7279430892808346
16,0,empty,12,False,13,14,144,137,12,83,5,energy,0.49034610390663147,-0.0854196934989923
16,0,empty,13,True,-1,-1,,,,,,,,0.6498721587311046
16,0,empty,14,True,-1,-1,,,,,,,,-0.753648390195441
16,1,movement,0,False,1,8,2,221,20,188,1,std,0.08861083537340164,0.0023709210648458173
16,1,movement,1,False,2,5,207,142,12,83,10,slope,0.10485010966658592,-0.046097385349904214
16,1,movement,2,False,3,4,174,10,0,6,10,slope,-0.058037230744957924,-0.058765977129727955
16,1,movement,3,True,-1,-1,,,,,,,,0.25878514408936987
16,1,movement,4,True,-1,-1,,,,,,,,-0.41352402707713004
16,1,movement,5,False,6,7,65,167,15,105,2,min,0.3819933533668518,0.29454697139646735
16,1,movement,6,True,-1,-1,,,,,,,,1.1460054112784803
16,1,movement,7,True,-1,-1,,,,,,,,-0.779481964238989
16,1,movement,8,False,9,12,21,12,1,15,1,std,0.09601323306560516,0.07565733618594371
16,1,movement,9,False,10,11,116,148,13,88,5,energy,0.31937527656555176,-0.1304334679715612
16,1,movement,10,True,-1,-1,,,,,,,,1.219770490126291
16,1,movement,11,True,-1,-1,,,,,,,,-0.7122334403510477
16,1,movement,12,False,13,14,10,204,18,145,6,mean_abs_diff,0.05694912560284138,0.1038889531938211
16,1,movement,13,True,-1,-1,,,,,,,,-0.45304557913816607
16,1,movement,14,True,-1,-1,,,,,,,,0.5271608562165184
16,2,static_presence,0,False,1,8,95,171,15,105,6,mean_abs_diff,0.04363682493567467,0.0012086916997491517
16,2,static_presence,1,False,2,5,86,18,1,15,7,max_abs_diff,0.3683647960424423,0.09615348236210366
16,2,static_presence,2,False,3,4,125,147,13,88,4,peak_to_peak,0.20888657867908478,0.13265153411669192
16,2,static_presence,3,True,-1,-1,,,,,,,,0.9186065810699562
16,2,static_presence,4,True,-1,-1,,,,,,,,0.16903387351824997
16,2,static_presence,5,False,6,7,170,13,1,15,2,min,0.9978862851858139,-0.13278884228031343
16,2,static_presence,6,True,-1,-1,,,,,,,,-0.8211695631704666
16,2,static_presence,7,True,-1,-1,,,,,,,,0.7899399509837972
16,2,static_presence,8,False,9,12,202,82,7,66,5,energy,0.2671661823987961,-0.02133013100941512
16,2,static_presence,9,False,10,11,156,97,8,67,9,std_diff,0.09167592972517014,0.10862172671926842
16,2,static_presence,10,True,-1,-1,,,,,,,,-0.33312085442831796
16,2,static_presence,11,True,-1,-1,,,,,,,,0.7778358805544066
16,2,static_presence,12,False,13,14,177,187,17,134,0,mean,0.08193407207727432,-0.04135695839910951
16,2,static_presence,13,True,-1,-1,,,,,,,,0.0247169973862683
16,2,static_presence,14,True,-1,-1,,,,,,,,-0.5615854429916676
17,0,empty,0,False,1,8,18,38,3,34,5,energy,2.718854546546936,-0.003447142939054888
17,0,empty,1,False,2,5,87,49,4,42,5,energy,2.2980161905288696,0.04593390885812261
17,0,empty,2,False,3,4,212,101,9,70,2,min,0.19029685109853745,-0.017909810327308165
17,0,empty,3,True,-1,-1,,,,,,,,-0.5554521148654779
17,0,empty,4,True,-1,-1,,,,,,,,0.38497608807040273
17,0,empty,5,False,6,7,22,207,18,145,9,std_diff,0.11757407337427139,0.17362134722898429
17,0,empty,6,True,-1,-1,,,,,,,,0.6180624640997774
17,0,empty,7,True,-1,-1,,,,,,,,1.1088665072228572
17,0,empty,8,False,9,12,45,69,6,56,3,max,-0.8797967731952667,-0.0647752233968399
17,0,empty,9,False,10,11,170,13,1,15,2,min,-0.11361175775527954,0.06934958412956321
17,0,empty,10,True,-1,-1,,,,,,,,-0.7230407934719757
17,0,empty,11,True,-1,-1,,,,,,,,0.8840417592659567
17,0,empty,12,False,13,14,144,137,12,83,5,energy,0.49034610390663147,-0.07914573848895452
17,0,empty,13,True,-1,-1,,,,,,,,0.5897412072364695
17,0,empty,14,True,-1,-1,,,,,,,,-0.7481482971057674
17,1,movement,0,False,1,8,15,59,5,49,4,peak_to_peak,0.6483447253704071,0.0024817069686884226
17,1,movement,1,False,2,5,106,19,1,15,8,diff_energy,0.12449818104505539,-0.022008648479815297
17,1,movement,2,False,3,4,120,172,15,105,7,max_abs_diff,0.4299607574939728,-0.08501546270143223
17,1,movement,3,True,-1,-1,,,,,,,,-0.5262096899220565
17,1,movement,4,True,-1,-1,,,,,,,,0.37276385828656516
17,1,movement,5,False,6,7,208,110,10,74,0,mean,-0.05144120194017887,0.030168869547461213
17,1,movement,6,True,-1,-1,,,,,,,,-0.4297189181417908
17,1,movement,7,True,-1,-1,,,,,,,,0.33933663259855196
17,1,movement,8,False,9,12,16,26,2,25,4,peak_to_peak,0.1843487098813057,0.132725870035731
17,1,movement,9,False,10,11,6,210,19,181,1,std,0.2157956063747406,-0.2924241421864912
17,1,movement,10,True,-1,-1,,,,,,,,-1.0049567285222711
17,1,movement,11,True,-1,-1,,,,,,,,-0.8384348572122023
17,1,movement,12,False,13,14,41,27,2,25,5,energy,0.4876387417316437,0.15297110871297967
17,1,movement,13,True,-1,-1,,,,,,,,-0.6146216678085336
17,1,movement,14,True,-1,-1,,,,,,,,0.7940247406965121
17,2,static_presence,0,False,1,8,163,46,4,42,2,min,0.5490199029445648,0.0009654359703664881
17,2,static_presence,1,False,2,5,45,69,6,56,3,max,0.809017539024353,-0.01806744414308434
17,2,static_presence,2,False,3,4,127,209,19,181,0,mean,0.7930582165718079,0.005680340165271326
17,2,static_presence,3,True,-1,-1,,,,,,,,-0.015516062488781911
17,2,static_presence,4,True,-1,-1,,,,,,,,2.042603733998126
17,2,static_presence,5,False,6,7,227,104,9,70,5,energy,0.44487735629081726,-0.14443958206969126
17,2,static_presence,6,True,-1,-1,,,,,,,,0.8142520280030019
17,2,static_presence,7,True,-1,-1,,,,,,,,-0.817530628176609
17,2,static_presence,8,False,9,12,25,78,7,66,1,std,0.14165905117988586,0.10791209565547107
17,2,static_presence,9,False,10,11,207,142,12,83,10,slope,0.10249152779579163,0.21104293304001148
17,2,static_presence,10,True,-1,-1,,,,,,,,0.875283597068115
17,2,static_presence,11,True,-1,-1,,,,,,,,-1.2004320650310258
17,2,static_presence,12,False,13,14,91,136,12,83,4,peak_to_peak,0.45595209300518036,-0.09834957911360964
17,2,static_presence,13,True,-1,-1,,,,,,,,1.0642403430389606
17,2,static_presence,14,True,-1,-1,,,,,,,,-0.8126745360707143
18,0,empty,0,False,1,8,18,38,3,34,5,energy,2.718854546546936,-0.003429674264681809
18,0,empty,1,False,2,5,191,225,20,188,5,energy,1.1941384077072144,0.04157763765337946
18,0,empty,2,False,3,4,138,5,0,6,5,energy,6.940734624862671,-0.0714706314608035
18,0,empty,3,True,-1,-1,,,,,,,,-0.667142423711967
18,0,empty,4,True,-1,-1,,,,,,,,1.1009633875473912
18,0,empty,5,False,6,7,84,168,15,105,3,max,-0.0916215106844902,0.10262370297503831
18,0,empty,6,True,-1,-1,,,,,,,,-0.8647759290072441
18,0,empty,7,True,-1,-1,,,,,,,,0.512068312265292
18,0,empty,8,False,9,12,45,69,6,56,3,max,-0.8797967731952667,-0.0593258519693709
18,0,empty,9,False,10,11,186,24,2,25,2,min,-0.5245212912559509,0.06485131455044828
18,0,empty,10,True,-1,-1,,,,,,,,-0.7187783568298092
18,0,empty,11,True,-1,-1,,,,,,,,0.8650215296639222
18,0,empty,12,False,13,14,144,137,12,83,5,energy,0.49034610390663147,-0.07263054838220862
18,0,empty,13,True,-1,-1,,,,,,,,0.513737096696899
18,0,empty,14,True,-1,-1,,,,,,,,-0.7418045381653662
18,1,movement,0,False,1,8,21,12,1,15,1,std,0.23353368788957596,0.0025840945602928086
18,1,movement,1,False,2,5,198,230,20,188,10,slope,0.04513250291347504,-0.0224611915379252
18,1,movement,2,False,3,4,207,142,12,83,10,slope,0.10485010966658592,-0.03296670630623388
18,1,movement,3,True,-1,-1,,,,,,,,-0.2067415784463556
18,1,movement,4,True,-1,-1,,,,,,,,0.613428809746988
18,1,movement,5,False,6,7,200,121,11,78,0,mean,1.065194308757782,0.20515829510876354
18,1,movement,6,True,-1,-1,,,,,,,,0.9022661192600673
18,1,movement,7,True,-1,-1,,,,,,,,-0.7693819701984786
18,1,movement,8,False,9,12,192,190,17,134,3,max,1.0828721523284912,0.11317366953943728
18,1,movement,9,False,10,11,139,192,17,134,5,energy,0.2510376051068306,0.16446340918074148
18,1,movement,10,True,-1,-1,,,,,,,,-0.7637076930072728
18,1,movement,11,True,-1,-1,,,,,,,,0.8277982611477277
18,1,movement,12,False,13,14,34,81,7,66,4,peak_to_peak,0.7557319104671478,-0.015050679563823334
18,1,movement,13,True,-1,-1,,,,,,,,-0.8581541923211614
18,1,movement,14,True,-1,-1,,,,,,,,0.80161815286848
18,2,static_presence,0,False,1,8,40,84,7,66,7,max_abs_diff,0.1497642621397972,0.000845579704389014
18,2,static_presence,1,False,2,5,225,65,5,49,10,slope,0.057680003345012665,0.04996807740197286
18,2,static_presence,2,False,3,4,70,86,7,66,9,std_diff,0.09117088466882706,0.027585388304386466
18,2,static_presence,3,True,-1,-1,,,,,,,,0.050479818497393164
18,2,static_presence,4,True,-1,-1,,,,,,,,1.3817555315829726
18,2,static_presence,5,False,6,7,137,94,8,67,6,mean_abs_diff,0.20410291850566864,0.35399960431085414
18,2,static_presence,6,True,-1,-1,,,,,,,,1.2017359208918497
18,2,static_presence,7,True,-1,-1,,,,,,,,-0.7853855660860264
18,2,static_presence,8,False,9,12,31,29,2,25,7,max_abs_diff,0.15879866480827332,-0.034676887638905085
18,2,static_presence,9,False,10,11,142,145,13,88,2,min,0.0007818839512765408,0.0681121460888359
18,2,static_presence,10,True,-1,-1,,,,,,,,0.8530017351002823
18,2,static_presence,11,True,-1,-1,,,,,,,,-0.42305490091154035
18,2,static_presence,12,False,13,14,202,82,7,66,5,energy,71.34389114379883,-0.06420139732666044
18,2,static_presence,13,True,-1,-1,,,,,,,,-0.3719522300745792
18,2,static_presence,14,True,-1,-1,,,,,,,,1.1854468213900387
19,0,empty,0,False,1,8,18,38,3,34,5,energy,2.718854546546936,-0.0031100414485944207
19,0,empty,1,False,2,5,87,49,4,42,5,energy,2.2980161905288696,0.03863426801497025
19,0,empty,2,False,3,4,212,101,9,70,2,min,0.19029685109853745,-0.01745906340104762
19,0,empty,3,True,-1,-1,,,,,,,,-0.5383454106438617
19,0,empty,4,True,-1,-1,,,,,,,,0.34376799550468207
19,0,empty,5,False,6,7,92,156,14,95,2,min,-0.1259300522506237,0.15082093084700593
19,0,empty,6,True,-1,-1,,,,,,,,1.2081870687088716
19,0,empty,7,True,-1,-1,,,,,,,,0.6661398217871607
19,0,empty,8,False,9,12,45,69,6,56,3,max,-0.8797967731952667,-0.054953780621086044
19,0,empty,9,False,10,11,186,24,2,25,2,min,-0.5245212912559509,0.05919851558059825
19,0,empty,10,True,-1,-1,,,,,,,,-0.7144254095106507
19,0,empty,11,True,-1,-1,,,,,,,,0.840671652714869
19,0,empty,12,False,13,14,144,137,12,83,5,energy,0.49034610390663147,-0.0671843837855522
19,0,empty,13,True,-1,-1,,,,,,,,0.4608095244653876
19,0,empty,14,True,-1,-1,,,,,,,,-0.7365555654236077
19,1,movement,0,False,1,8,1,202,18,145,4,peak_to_peak,0.2673041820526123,0.002560295168898327
19,1,movement,1,False,2,5,191,225,20,188,5,energy,0.06689419224858284,-0.070465506955276
19,1,movement,2,False,3,4,151,138,12,83,6,mean_abs_diff,0.0623429287225008,0.37929859769364543
19,1,movement,3,True,-1,-1,,,,,,,,1.006357457329286
19,1,movement,4,True,-1,-1,,,,,,,,1.111531572373058
19,1,movement,5,False,6,7,95,171,15,105,6,mean_abs_diff,0.012658041436225176,-0.08084467860102035
19,1,movement,6,True,-1,-1,,,,,,,,1.2461366923457837
19,1,movement,7,True,-1,-1,,,,,,,,-0.5919661351362656
19,1,movement,8,False,9,12,193,21,1,15,10,slope,-0.021033955737948418,0.03675899827634614
19,1,movement,9,False,10,11,14,23,2,25,1,std,0.06820650026202202,0.11236013159765765
19,1,movement,10,True,-1,-1,,,,,,,,1.4132897937451074
19,1,movement,11,True,-1,-1,,,,,,,,0.398116156483356
19,1,movement,12,False,13,14,57,39,3,34,6,mean_abs_diff,0.1341269612312317,-0.0049662173818640415
19,1,movement,13,True,-1,-1,,,,,,,,-0.19473629091750294
19,1,movement,14,True,-1,-1,,,,,,,,0.6435685814134862
19,2,static_presence,0,False,1,8,18,38,3,34,5,energy,3.9310816526412964,0.0005497462796961118
19,2,static_presence,1,False,2,5,68,203,18,145,5,energy,0.16636060923337936,-0.0291071987671648
19,2,static_presence,2,False,3,4,218,76,6,56,10,slope,-0.016822160221636295,0.12791281073299512
19,2,static_presence,3,True,-1,-1,,,,,,,,-0.365797052045898
19,2,static_presence,4,True,-1,-1,,,,,,,,0.9454045746409299
19,2,static_presence,5,False,6,7,184,90,8,67,2,min,0.09737623482942581,-0.05030821270811467
19,2,static_presence,6,True,-1,-1,,,,,,,,-0.04600910081553956
19,2,static_presence,7,True,-1,-1,,,,,,,,-0.5865133845758118
19,2,static_presence,8,False,9,12,40,84,7,66,7,max_abs_diff,0.16013026237487793,0.054453247750004166
19,2,static_presence,9,False,10,11,67,105,9,70,6,mean_abs_diff,0.3583090007305145,0.15108289977781697
19,2,static_presence,10,True,-1,-1,,,,,,,,0.7318299397111673
19,2,static_presence,11,True,-1,-1,,,,,,,,-0.5390483864051104
19,2,static_presence,12,False,13,14,24,4,0,6,4,peak_to_peak,0.3527034819126129,-0.009604611459444828
19,2,static_presence,13,True,-1,-1,,,,,,,,0.7811589631195396
19,2,static_presence,14,True,-1,-1,,,,,,,,-0.24197400768166177
