seed,scenario_id,quadrant,strategy,windows,accuracy,macro_f1,weighted_f1,empty_f1,static_presence_f1,movement_f1,true_state_changes,final_state_changes,extra_state_changes,missing_state_changes,transition_count,transition_success_count,transition_success_rate,transition_delay_mean
7,seed7_quad1_scenario2,quad1,majority_vote_7,60,0.26666666666666666,0.24320987654320983,0.2585185185185185,0.07407407407407407,0.4888888888888889,0.16666666666666666,4,10,6,0,4,3,0.75,6.25
7,seed7_quad1_scenario2,quad1,state_machine_confirm_2,60,0.4166666666666667,0.40841184958832016,0.4519989814107461,0.35294117647058826,0.6818181818181818,0.19047619047619044,4,16,12,0,4,4,1.0,2.75
7,seed7_quad1_scenario2,quad1,state_machine_confirm_3,60,0.35,0.3111840904944353,0.3277066228790367,0.2222222222222222,0.4827586206896552,0.22857142857142854,4,6,2,0,4,3,0.75,6.5
7,seed7_quad1_scenario2,quad1,vote5_state_machine_confirm_2,60,0.35,0.3111111111111111,0.33523809523809517,0.14285714285714285,0.6,0.19047619047619044,4,8,4,0,4,3,0.75,6.25
7,seed7_quad1_scenario2,quad1,vote5_state_machine_confirm_3,60,0.31666666666666665,0.2842814105972001,0.30955874534821903,0.2222222222222222,0.4727272727272728,0.15789473684210525,4,7,3,0,4,3,0.75,7.0
7,seed7_quad1_scenario3,quad1,raw_prediction,60,0.45,0.4579365079365079,0.4961904761904762,0.4571428571428572,0.65,0.26666666666666666,4,26,22,0,4,4,1.0,0.5
7,seed7_quad1_scenario3,quad1,majority_vote_3,60,0.36666666666666664,0.36383731211317416,0.38275862068965516,0.20689655172413793,0.6153846153846154,0.2692307692307692,4,14,10,0,4,3,0.75,3.5
7,seed7_quad1_scenario3,quad1,majority_vote_5,60,0.35,0.3341632949476086,0.3539371304077186,0.14814814814814814,0.619047619047619,0.23529411764705882,4,14,10,0,4,3,0.75,4.0
7,seed7_quad1_scenario3,quad1,majority_vote_7,60,0.23333333333333334,0.23423162368395634,0.23969863807592,0.14285714285714285,0.35294117647058826,0.20689655172413793,4,13,9,0,4,3,0.75,5.25
7,seed7_quad1_scenario3,quad1,state_machine_confirm_2,60,0.36666666666666664,0.3688888888888889,0.3946666666666666,0.26666666666666666,0.6,0.23999999999999996,4,14,10,0,4,3,0.75,3.5
7,seed7_quad1_scenario3,quad1,state_machine_confirm_3,60,0.48333333333333334,0.4740740740740741,0.5066666666666667,0.4,0.7111111111111111,0.3111111111111111,4,9,5,0,4,3,0.75,4.25
7,seed7_quad1_scenario3,quad1,vote5_state_machine_confirm_2,60,0.31666666666666665,0.30561553801314495,0.32145562674784944,0.15384615384615385,0.5365853658536585,0.22641509433962262,4,9,5,0,4,3,0.75,4.75
7,seed7_quad1_scenario3,quad1,vote5_state_machine_confirm_3,60,0.4,0.4027667984189723,0.4398418972332016,0.4,0.5909090909090908,0.2173913043478261,4,9,5,0,4,3,0.75,5.5
