label,precision,recall,f1_score,support
empty,0.6206896551724138,0.6666666666666666,0.6428571428571429,27
static_presence,0.7142857142857143,0.8333333333333334,0.7692307692307692,48
movement,0.6153846153846154,0.4897959183673469,0.5454545454545454,49
