selected_by_policy,model_name,family,top_k,top_k_sort,parameters_json,accuracy_mean,macro_f1_mean,weighted_f1_mean,roc_auc_ovr_macro_mean,roc_auc_ovr_weighted_mean,average_precision_macro_mean,average_precision_weighted_mean,empty_f1_mean,static_presence_f1_mean,movement_f1_mean,fit_time_ms_mean,prediction_time_ms_mean,prediction_time_us_per_window_mean,actual_tree_count_mean,actual_node_count_mean,actual_max_depth_mean,used_feature_count_mean,mean_comparisons_per_prediction_mean,selected_feature_count_mean,selected_subcarrier_count_mean,train_windows_mean,test_windows_mean,accuracy_std,macro_f1_std,weighted_f1_std,roc_auc_ovr_macro_std,roc_auc_ovr_weighted_std,average_precision_macro_std,average_precision_weighted_std,empty_f1_std,static_presence_f1_std,movement_f1_std,fit_time_ms_std,prediction_time_ms_std,prediction_time_us_per_window_std,actual_tree_count_std,actual_node_count_std,actual_max_depth_std,used_feature_count_std,mean_comparisons_per_prediction_std,selected_feature_count_std,selected_subcarrier_count_std,train_windows_std,test_windows_std
False,gradient_boosting_depth2_5_top160,gradient_boosting,160,160,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 5}",0.8484251968503937,0.8449485940434958,0.8448564209163455,0.9393973385814117,0.9393477877615791,0.8799895817386093,0.8798885391300469,0.8425302826379543,0.7537190082644628,0.9385964912280702,2743.5327999992296,4.7505000002274755,4.675688976601846,15.0,105.0,2.0,22.0,30.0,160.0,100.0,4023.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,tree_depth8_top160,decision_tree,160,160,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_split"": 5}",0.844488188976378,0.8439450686641697,0.8438928790693809,0.8821304441917244,0.8820935484486316,0.7887680356384345,0.7886988463100477,0.8651685393258427,0.7696969696969697,0.896969696969697,714.829100001225,1.264000002265675,1.2440944904189715,1.0,179.0,8.0,60.0,7.63,160.0,100.0,4023.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,extra_trees_20_top100,extra_trees,100,100,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_split"": 5, ""n_estimators"": 20}",0.8484251968503937,0.8415382416423723,0.8414331849293541,0.9456817871627431,0.9456358104834613,0.8926545655641352,0.8925632055554302,0.8426527958387516,0.7336860670194003,0.9482758620689655,132.02539999838336,9.672299998783274,9.519980313763064,20.0,3898.0,8.0,100.0,157.682,100.0,100.0,4023.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,gradient_boosting_depth2_5_topall,gradient_boosting,all,1100,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 5}",0.844488188976378,0.8414150908837245,0.8413251957585985,0.9504326102710187,0.9503971614921679,0.9038657970658388,0.9037950185630649,0.8373983739837398,0.7540983606557377,0.9327485380116959,18383.23390000005,13.27089999904274,13.061909447876713,15.0,105.0,2.0,26.0,30.0,1100.0,100.0,4023.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,gradient_boosting_depth3_5_top100,gradient_boosting,100,100,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 5}",0.844488188976378,0.8412082550552729,0.8411101953251727,0.930697819061395,0.9306388274014636,0.8583931160082497,0.8582693357425313,0.8303448275862069,0.752442996742671,0.9408369408369408,2016.3212000006752,3.628899998147972,3.5717519666810746,15.0,225.0,3.0,34.0,45.0,100.0,100.0,4023.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,tree_depth8_topall,decision_tree,all,1100,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_split"": 5}",0.84251968503937,0.8403766544791393,0.8403189788341291,0.8815321474486061,0.8814799504190518,0.7947417710352589,0.7946755155188867,0.8575418994413407,0.764612954186414,0.8989751098096632,5043.215599998803,2.1154999994905666,2.082185038868668,1.0,175.0,8.0,83.0,7.88,1100.0,100.0,4023.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,random_forest_5_top100,random_forest,100,100,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_split"": 5, ""n_estimators"": 5}",0.84251968503937,0.8390856021775286,0.8389841150420814,0.9347382538845345,0.9346806964096775,0.8601620166394889,0.8600360540885637,0.8303448275862069,0.7447154471544716,0.9421965317919075,199.32999999946333,5.14370000018971,5.062696850580424,5.0,829.0,8.0,93.0,38.408,100.0,100.0,4023.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,extra_trees_5_top126,extra_trees,126,126,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_split"": 5, ""n_estimators"": 5}",0.843503937007874,0.8387395017083111,0.8386477269719375,0.9438044756708264,0.943758236087079,0.8922437917932889,0.8921544076135857,0.8422459893048129,0.7419898819561551,0.9319826338639653,37.88229999918258,3.4233999977004714,3.3694881867130624,5.0,907.0,8.0,120.0,39.11,126.0,100.0,4023.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,extra_trees_10_top100,extra_trees,100,100,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_split"": 5, ""n_estimators"": 10}",0.843503937007874,0.8375314675241702,0.8374369847052366,0.937190954373485,0.9371395669231298,0.8755382490009641,0.8754357003074532,0.8458498023715415,0.7332185886402753,0.9335260115606936,66.17909999840776,6.927300000825198,6.818208662229526,10.0,2148.0,8.0,100.0,78.886,100.0,100.0,4023.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,gradient_boosting_depth2_5_top100,gradient_boosting,100,100,"{""learning_rate"": 0.1, ""max_depth"": 2, ""n_estimators"": 5}",0.8405511811023622,0.836951827157704,0.8368517831970048,0.9328357872724563,0.932784676643446,0.86300297003782,0.8629091145475639,0.8317631224764468,0.740495867768595,0.9385964912280702,1839.6799999973155,4.141599998547463,4.076377951326243,15.0,105.0,2.0,16.0,30.0,100.0,100.0,4023.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,extra_trees_5_top160,extra_trees,160,160,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_split"": 5, ""n_estimators"": 5}",0.8385826771653543,0.8352562157135596,0.8351581300571718,0.9424242528153689,0.9423775137380909,0.8899260743296652,0.8898358523451564,0.8324468085106383,0.7384105960264901,0.9349112426035503,38.43649999907939,3.4837999992305413,3.4289370071166747,5.0,961.0,8.0,147.0,39.34,160.0,100.0,4023.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,tree_depth8_top126,decision_tree,126,126,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_split"": 5}",0.8346456692913385,0.8342106430313642,0.8341416860001498,0.8770925125995396,0.877039512821286,0.7896510471477174,0.7895745741462307,0.8408759124087591,0.7574850299401198,0.9042709867452136,602.0038000024215,1.8304000004718546,1.80157480361403,1.0,155.0,8.0,51.0,7.674,126.0,100.0,4023.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,tree_depth6_topall,decision_tree,all,1100,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_split"": 5}",0.8316929133858267,0.830310651208484,0.8302441283278842,0.9062066550616223,0.906156618438865,0.8348717484492969,0.8347789299961688,0.85,0.7430340557275542,0.8978978978978979,3919.4838000003074,2.6139000001421664,2.5727362206123683,1.0,83.0,6.0,41.0,5.966,1100.0,100.0,4023.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,extra_trees_3_top160,extra_trees,160,160,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_split"": 5, ""n_estimators"": 3}",0.8326771653543307,0.8296147201888161,0.8295122483900388,0.9337148822340318,0.9336609646586199,0.872219270482621,0.8721145585651725,0.8175765645805593,0.7375415282392026,0.9337260677466863,26.168100001086714,2.410600001894636,2.37263779714039,3.0,665.0,8.0,133.0,23.514,160.0,100.0,4023.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,extra_trees_3_top126,extra_trees,126,126,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_split"": 5, ""n_estimators"": 3}",0.8346456692913385,0.829604730188635,0.8295100850489194,0.9374737356954532,0.9374249565931255,0.8812422872086209,0.8811484590748829,0.8326745718050066,0.7303754266211604,0.925764192139738,24.501200001395773,3.089099998760503,3.040452754685534,3.0,587.0,8.0,102.0,23.37,126.0,100.0,4023.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,extra_trees_3_topall,extra_trees,all,1100,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""min_samples_split"": 5, ""n_estimators"": 3}",0.8297244094488189,0.8282695491783939,0.8282081993995349,0.9423014260873345,0.9422649234321162,0.8926352852960083,0.8925623487630342,0.844207723035952,0.75,0.8906009244992296,55.683000002318295,3.9265999985218514,3.8647637780726884,3.0,557.0,8.0,235.0,23.296,1100.0,100.0,4023.0,1016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
