selected_by_policy,model_name,family,top_k,top_k_sort,parameters_json,accuracy_mean,macro_f1_mean,weighted_f1_mean,roc_auc_ovr_macro_mean,roc_auc_ovr_weighted_mean,average_precision_macro_mean,average_precision_weighted_mean,empty_f1_mean,static_presence_f1_mean,movement_f1_mean,fit_time_ms_mean,prediction_time_ms_mean,prediction_time_us_per_window_mean,actual_tree_count_mean,actual_node_count_mean,actual_max_depth_mean,used_feature_count_mean,mean_comparisons_per_prediction_mean,selected_feature_count_mean,selected_subcarrier_count_mean,train_windows_mean,test_windows_mean,accuracy_std,macro_f1_std,weighted_f1_std,roc_auc_ovr_macro_std,roc_auc_ovr_weighted_std,average_precision_macro_std,average_precision_weighted_std,empty_f1_std,static_presence_f1_std,movement_f1_std,fit_time_ms_std,prediction_time_ms_std,prediction_time_us_per_window_std,actual_tree_count_std,actual_node_count_std,actual_max_depth_std,used_feature_count_std,mean_comparisons_per_prediction_std,selected_feature_count_std,selected_subcarrier_count_std,train_windows_std,test_windows_std
True,gradient_boosting_depth3_20_topall,gradient_boosting,all,1100,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.8640677727784027,0.8615781701883318,0.861857675567844,0.9585816735245754,0.958671949576403,0.9188726506221697,0.9190039789438296,0.8576321862995542,0.7825860352636433,0.9445162890017977,85140.9444000019,10.74844999857305,10.620592346424045,60.0,900.0,3.0,172.0,180.0,1100.0,100.0,4027.0,1012.0,0.015853487064117017,0.016812569525259974,0.016458306385182725,0.004017486239196955,0.004143871168973967,0.011796175695896194,0.012007820253114004,0.011693810949414157,0.028915562180446025,0.009828335445919628,198.64270000107354,0.14634999934060033,0.10263599797915468,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0
False,xgboost_depth3_20_topall,xgboost,all,1100,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.8685281527309086,0.8650733769521917,0.8653542123094451,0.9594263723695667,0.959507817361943,0.9188942039040784,0.9190227975080438,0.8655444158424784,0.7853494292518683,0.9443262857622283,5152.6146000014705,18.734349998339894,18.509366796264402,60.0,899.0,3.0,146.5,179.937369519833,1100.0,100.0,4027.0,1012.0,0.012377359080114975,0.01362173056846594,0.013266043421816115,0.008114837945996545,0.008237100779952655,0.02020340051233485,0.02042084082762355,0.006040283611073449,0.0244066683091074,0.01041823978521686,16.65529999991122,0.8003499988262774,0.7177001300802566,0.0,1.0,0.0,7.5,0.062630480167023,0.0,0.0,4.0,4.0
False,xgboost_depth3_20_topall,xgboost,all,1155,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.8520710059171598,0.848009211294244,0.8480147046091802,0.9411858491341958,0.9412052517532336,0.8872805905872186,0.8871618643885459,0.8498659517426274,0.7596638655462185,0.9344978165938864,5192.791400000715,19.857599996612407,19.583431949321902,60.0,892.0,3.0,137.0,179.49579831932772,1155.0,105.0,4025.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,gradient_boosting_depth3_20_topall,gradient_boosting,all,1155,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.8471400394477318,0.842876062852774,0.8428754433374306,0.9430034822444466,0.9430202184646227,0.8938683441447713,0.8937428899535139,0.8426666666666667,0.7487352445193929,0.9372262773722628,89164.12689999925,13.15690000046743,12.97524654878445,60.0,900.0,3.0,175.0,180.0,1155.0,105.0,4025.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,xgboost_depth3_20_topall,xgboost,all,1034,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.8427299703264095,0.8392161088564976,0.8393449058843149,0.9521863947301531,0.952267810089665,0.928780468322009,0.9288706094273527,0.8830409356725146,0.752827140549273,0.8817802503477051,4805.002000000968,18.256299998029135,18.057665675597562,60.0,900.0,3.0,129.0,180.0,1034.0,94.0,4028.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,gradient_boosting_depth3_20_topall,gradient_boosting,all,1045,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.8397626112759644,0.8387888721494575,0.8384892684443599,0.928450237059348,0.9282995723354519,0.8572422743258743,0.8568070476680087,0.8057142857142857,0.7534883720930232,0.9571639586410635,80474.88799999701,15.09989999976824,14.935608308376104,60.0,900.0,3.0,165.0,180.0,1045.0,95.0,4028.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,gradient_boosting_depth3_20_topall,gradient_boosting,all,1056,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.8390668848634095,0.8362549460014334,0.8365447074169987,0.9530129593861748,0.9530947979125933,0.9130896580690692,0.9131783029157217,0.8325816886019016,0.7485005452562704,0.9276826041461277,81669.00239999934,11.983333333773771,11.851869110457892,60.0,899.3333333333334,3.0,172.0,180.0,1056.0,96.0,4028.0,1011.0,0.010722391381078892,0.013950253913220589,0.013385763275177374,0.0018700324878203238,0.0018468513393567186,0.004189064493663326,0.00408934295336151,0.004641882851029735,0.02962795170481933,0.011443061244408043,135.90576596310558,0.544620751571986,0.5119306072875596,0.0,0.9428090415820567,0.0,4.546060565661952,0.0,0.0,0.0,3.559026084010437,3.559026084010437
False,gradient_boosting_depth3_20_topall,gradient_boosting,all,1034,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.837784371909001,0.8353479537824172,0.8354770507106557,0.9514273588291751,0.9515064701387946,0.9257513013059185,0.9258431882276289,0.8813056379821959,0.750788643533123,0.8739495798319328,80377.09850000101,13.26830000107293,13.123936697401513,60.0,900.0,3.0,164.0,180.0,1034.0,94.0,4028.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,gradient_boosting_depth3_20_topall,gradient_boosting,all,1089,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.8339119585159666,0.8307366417379087,0.8309151037032223,0.9411059998682831,0.9411945896890513,0.891657110300108,0.8916656378607618,0.8500170363150846,0.7347861115442591,0.9074067773543821,84520.45290000024,13.290250000864035,13.177396059713345,60.0,899.0,3.0,178.0,179.998,1089.0,99.0,4030.5,1008.5,8.406534089233642e-05,0.0019247596890636098,0.00210322165437718,0.001922185036184021,0.0020107748569522244,0.01149119418371436,0.011482666623060522,0.025158279252937787,0.004207599147564772,0.026724959172563983,296.75390000193147,0.3742500011867378,0.3384298572508224,0.0,1.0,0.0,4.0,0.0019999999999882334,0.0,0.0,2.5,2.5
False,gradient_boosting_depth3_20_top160,gradient_boosting,160,160,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.8335982311105887,0.8300560404784019,0.8302150653586258,0.9429352675598537,0.9430008429343673,0.8941888274043823,0.8942255507837729,0.8294735970091619,0.732308490119222,0.9283860343068214,12423.758209999869,5.0374300004477846,4.982983057529127,60.0,899.4,3.0,87.1,179.99939999999998,160.0,98.0,4028.0,1011.0,0.02146328452809674,0.02226237243233285,0.02220209319339004,0.012943116411448278,0.01297242984380968,0.026476788025266835,0.026580364983676594,0.03482799624717724,0.03875047106000081,0.02570298631456342,148.08771254646953,0.4400361920480767,0.4391156911666124,0.0,0.9165151389911526,0.0,4.742362280551752,0.0012806248474857014,0.0,3.098386676965933,3.2557641192199553,3.2557641192199447
False,xgboost_depth3_20_topall,xgboost,all,1056,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.8350744077145785,0.8300278478223566,0.8304153999287879,0.9512912469799537,0.951391599164293,0.9121536050992965,0.9122680367893171,0.8296487889392519,0.7329018435834653,0.9275329109443522,4895.149866668362,18.43656666581713,18.235795424018743,60.0,898.6666666666666,3.0,148.0,179.9163179916318,1056.0,96.0,4028.0,1011.0,0.02134420762755548,0.026735421017310294,0.02604785886855359,0.0019736663683398814,0.0017701816992905727,0.004484700705272294,0.004245758807117475,0.013789123185860506,0.05566522075453336,0.014187742883386022,185.82934717115145,0.1657679985843003,0.12763124052792038,0.0,1.8856180831641334,0.0,3.265986323710904,0.11834423116091883,0.0,0.0,3.559026084010437,3.559026084010437
False,gradient_boosting_depth3_20_top126,gradient_boosting,126,126,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.8328046588535123,0.8293595984731628,0.8295213929781259,0.9408750860410912,0.9409454388449371,0.8877111956040171,0.8877171808755968,0.8262155948912173,0.7311317713112045,0.9307314292170666,9835.765149999497,4.499399999258458,4.450581679333178,60.0,898.4,3.0,73.4,179.999,126.0,98.0,4028.0,1011.0,0.022073096753607788,0.022978809201424283,0.02288742974930102,0.014441345301571304,0.014455351022826354,0.0296697414897316,0.029770764883795507,0.03407739364211192,0.04002052770433766,0.02328972562759382,64.92896799827025,0.13423457165811187,0.13691810801176102,0.0,2.939387691339816,0.0,4.651881339845204,0.0020493901531882758,0.0,3.098386676965933,3.2557641192199553,3.2557641192199447
False,xgboost_depth3_20_topall,xgboost,all,1045,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.8298714144411474,0.8264544954480563,0.8261488599109447,0.9312457802053454,0.9311071497308709,0.8666123633730963,0.8662221411693166,0.801641586867305,0.7215815485996705,0.956140350877193,4757.400400001643,18.25710000048275,18.058456973771268,60.0,892.0,3.0,143.0,179.49579831932772,1045.0,95.0,4028.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
False,xgboost_depth3_20_top160,xgboost,160,160,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.8279569516017748,0.8225221093874875,0.8227198436722041,0.9411882740756381,0.9412538326984278,0.8908914173847553,0.8909179426022075,0.8251677613666872,0.7147814053880917,0.9276171614076839,676.4413399996556,6.426810000266414,6.355957900648589,60.0,893.0,3.0,79.0,179.55670992809218,160.0,98.0,4028.0,1011.0,0.02121426369989415,0.02308088481915123,0.02291083898706195,0.013950347835661465,0.013978633608331417,0.028528525088907193,0.028651251557698768,0.03444360872321294,0.04307929196783148,0.025319171865434944,6.34828180677039,0.925819610221796,0.9076860760556424,0.0,6.212889826803631,0.0,3.5213633723318,0.39522119958459806,0.0,3.098386676965933,3.2557641192199553,3.2557641192199447
