family,top_k,feature_index,selected_runs,mean_rank,mean_fisher_score,selection_rate
gradient_boosting,100,961,1,80.0,0.31492597923248145,0.1
gradient_boosting,126,133,10,102.1,0.19400629587192936,1.0
gradient_boosting,126,136,7,108.28571428571429,0.17978875756668805,0.7
gradient_boosting,126,144,10,111.8,0.18620536730167464,1.0
gradient_boosting,126,147,8,116.0,0.17500365197270717,0.8
gradient_boosting,126,155,10,79.3,0.22628096184537344,1.0
gradient_boosting,126,158,9,96.22222222222223,0.19371136480881151,0.9
gradient_boosting,126,166,10,71.1,0.2448510795453896,1.0
gradient_boosting,126,169,10,80.9,0.22267339792380664,1.0
gradient_boosting,126,177,10,70.7,0.2453613893751033,1.0
gradient_boosting,126,180,10,84.0,0.2196121827155694,1.0
gradient_boosting,126,188,10,60.9,0.26755941177717124,1.0
gradient_boosting,126,191,10,69.1,0.24759322337336673,1.0
gradient_boosting,126,199,10,54.9,0.2784391305984123,1.0
gradient_boosting,126,202,10,60.2,0.2691431137259332,1.0
gradient_boosting,126,210,10,30.7,0.31341746912645985,1.0
gradient_boosting,126,211,1,113.0,0.1713607296189665,0.1
gradient_boosting,126,213,10,45.9,0.2938560432663565,1.0
gradient_boosting,126,221,10,34.0,0.3094172526899982,1.0
gradient_boosting,126,224,10,44.3,0.2953228327746261,1.0
gradient_boosting,126,232,10,26.0,0.3185884520349761,1.0
gradient_boosting,126,233,1,115.0,0.170422746385145,0.1
gradient_boosting,126,235,10,48.7,0.2890499519989736,1.0
gradient_boosting,126,243,10,28.1,0.3159576221955863,1.0
gradient_boosting,126,244,1,123.0,0.1668998360732173,0.1
gradient_boosting,126,246,10,42.1,0.297833370262582,1.0
gradient_boosting,126,254,10,20.0,0.3287172716767081,1.0
gradient_boosting,126,255,4,110.5,0.17857128142253786,0.4
gradient_boosting,126,257,10,26.9,0.31939894459052254,1.0
gradient_boosting,126,265,10,18.6,0.3301395011342354,1.0
gradient_boosting,126,266,1,118.0,0.16960719278187922,0.1
gradient_boosting,126,268,10,36.0,0.3057104385524062,1.0
gradient_boosting,126,276,10,14.8,0.33754477250878023,1.0
gradient_boosting,126,277,4,114.25,0.17656967075203944,0.4
gradient_boosting,126,279,10,19.0,0.329144823933969,1.0
gradient_boosting,126,281,7,110.14285714285714,0.1776934463099747,0.7
gradient_boosting,126,284,2,121.0,0.1611280534372903,0.2
gradient_boosting,126,287,10,9.8,0.3482810602819,1.0
gradient_boosting,126,288,9,105.22222222222223,0.1850776782420559,0.9
gradient_boosting,126,289,1,125.0,0.1706501478084058,0.1
gradient_boosting,126,290,10,9.2,0.3539976849223563,1.0
gradient_boosting,126,292,3,112.33333333333333,0.17445915623978872,0.3
gradient_boosting,126,295,2,109.5,0.17070931775717724,0.2
gradient_boosting,126,298,10,13.7,0.33857369172521035,1.0
gradient_boosting,126,299,4,116.25,0.17661579443973777,0.4
gradient_boosting,126,301,10,16.4,0.3347575135436063,1.0
gradient_boosting,126,303,5,101.8,0.18264375885497067,0.5
gradient_boosting,126,306,4,108.75,0.17884040294107278,0.4
gradient_boosting,126,309,10,21.2,0.32730423507973766,1.0
gradient_boosting,126,310,3,117.66666666666667,0.17853624294351703,0.3
gradient_boosting,126,311,1,113.0,0.17592833561667076,0.1
gradient_boosting,126,312,10,25.6,0.3203339317805995,1.0
gradient_boosting,126,320,10,24.0,0.3228237764853911,1.0
gradient_boosting,126,323,10,35.4,0.3082044189248544,1.0
gradient_boosting,126,331,10,20.3,0.3271753124626827,1.0
gradient_boosting,126,334,10,37.2,0.3060367956898754,1.0
gradient_boosting,126,342,10,31.1,0.31254651730518224,1.0
gradient_boosting,126,345,10,39.1,0.30363145631617694,1.0
gradient_boosting,126,353,10,32.8,0.3112769892456987,1.0
gradient_boosting,126,356,10,40.3,0.3027173175379937,1.0
gradient_boosting,126,364,10,26.4,0.31739767464287266,1.0
gradient_boosting,126,367,10,35.4,0.3079028995441519,1.0
gradient_boosting,126,375,10,32.0,0.31196233964016323,1.0
gradient_boosting,126,377,1,124.0,0.17149957886300793,0.1
gradient_boosting,126,378,10,39.0,0.30454326711503077,1.0
gradient_boosting,126,386,10,44.9,0.29486361329095534,1.0
gradient_boosting,126,389,10,55.2,0.27681624094507895,1.0
gradient_boosting,126,397,10,54.7,0.2781891117157095,1.0
