family,top_k,feature_index,selected_runs,mean_rank,mean_fisher_score,selection_rate
gradient_boosting,all,35,10,727.8,0.031960309374639555,1.0
gradient_boosting,all,36,10,706.2,0.03367930451138014,1.0
gradient_boosting,all,37,10,558.6,0.05228881416555757,1.0
gradient_boosting,all,38,10,845.0,0.01790318614984642,1.0
gradient_boosting,all,39,10,920.3,0.009356608728610107,1.0
gradient_boosting,all,40,10,881.4,0.01414269698060397,1.0
gradient_boosting,all,41,10,886.3,0.013339527442364083,1.0
gradient_boosting,all,42,10,896.3,0.01218988457146867,1.0
gradient_boosting,all,43,10,1033.0,0.0001255177532101761,1.0
gradient_boosting,all,44,10,703.7,0.03382054455324693,1.0
gradient_boosting,all,45,10,487.4,0.06384301052265387,1.0
gradient_boosting,all,46,10,715.6,0.0329605979429678,1.0
gradient_boosting,all,47,10,585.0,0.04859923968834702,1.0
gradient_boosting,all,48,10,493.5,0.0625073411048661,1.0
gradient_boosting,all,49,10,795.2,0.024012591063153357,1.0
gradient_boosting,all,50,10,885.2,0.013516570159185334,1.0
gradient_boosting,all,51,10,806.7,0.02283528845460667,1.0
gradient_boosting,all,52,10,812.6,0.021927293571963827,1.0
gradient_boosting,all,53,10,812.9,0.021923020892956994,1.0
gradient_boosting,all,54,10,1033.2,0.000128311122839397,1.0
gradient_boosting,all,55,10,709.0,0.03321943325580677,1.0
gradient_boosting,all,56,10,399.7,0.0821762544244679,1.0
gradient_boosting,all,57,10,606.6,0.04602152630988733,1.0
gradient_boosting,all,58,10,497.1,0.061840815074889255,1.0
gradient_boosting,all,59,10,383.5,0.08531040561276891,1.0
gradient_boosting,all,60,10,719.6,0.032797259540064586,1.0
gradient_boosting,all,61,10,736.1,0.030505278737508957,1.0
gradient_boosting,all,62,10,779.3,0.025671680555693254,1.0
gradient_boosting,all,63,10,688.9,0.03587486810804654,1.0
gradient_boosting,all,64,10,665.8,0.038514344559203835,1.0
gradient_boosting,all,65,10,1045.5,9.608841011139358e-05,1.0
gradient_boosting,all,66,10,731.2,0.030723145030562376,1.0
gradient_boosting,all,67,10,419.7,0.07808622051217073,1.0
gradient_boosting,all,68,10,548.5,0.05396364198466682,1.0
gradient_boosting,all,69,10,594.5,0.047493061034036464,1.0
gradient_boosting,all,70,10,399.6,0.08198404666948401,1.0
gradient_boosting,all,71,10,709.4,0.03394330005136209,1.0
gradient_boosting,all,72,10,884.5,0.013682619077426874,1.0
gradient_boosting,all,73,10,760.1,0.02799902095118944,1.0
gradient_boosting,all,74,10,838.4,0.01895639312068599,1.0
gradient_boosting,all,75,10,848.9,0.017828639681324504,1.0
gradient_boosting,all,76,10,1048.6,8.219239260701132e-05,1.0
gradient_boosting,all,77,10,661.3,0.03893120277207968,1.0
gradient_boosting,all,78,10,321.2,0.1036695918225389,1.0
gradient_boosting,all,79,10,553.8,0.05337310792817088,1.0
gradient_boosting,all,80,10,454.6,0.07006666089602029,1.0
gradient_boosting,all,81,10,351.0,0.09468129460592076,1.0
gradient_boosting,all,82,10,669.7,0.03854796029452923,1.0
gradient_boosting,all,83,10,829.7,0.01960707992158244,1.0
gradient_boosting,all,84,10,657.3,0.03977885738665594,1.0
gradient_boosting,all,85,10,764.7,0.027109673346391815,1.0
gradient_boosting,all,86,10,738.2,0.029937671732876807,1.0
gradient_boosting,all,87,10,1053.7,5.05179337273231e-05,1.0
gradient_boosting,all,88,10,710.8,0.03287512271794627,1.0
gradient_boosting,all,89,10,293.7,0.1127117626322777,1.0
gradient_boosting,all,90,10,495.9,0.062278820226782924,1.0
gradient_boosting,all,91,10,467.9,0.06742561831269817,1.0
gradient_boosting,all,92,10,319.8,0.10415741407655621,1.0
gradient_boosting,all,93,10,635.8,0.04279767999006288,1.0
gradient_boosting,all,94,10,742.4,0.02999977627710742,1.0
gradient_boosting,all,95,10,669.4,0.038006331060907055,1.0
gradient_boosting,all,96,10,679.1,0.03704817038385062,1.0
gradient_boosting,all,97,10,642.1,0.04147555953382529,1.0
gradient_boosting,all,98,10,1061.4,2.729001965809821e-05,1.0
gradient_boosting,all,99,10,781.8,0.024934694246568648,1.0
gradient_boosting,all,100,10,265.8,0.12050146573500213,1.0
gradient_boosting,all,101,10,429.6,0.07577542302943771,1.0
gradient_boosting,all,102,10,526.3,0.05678554888037812,1.0
gradient_boosting,all,103,10,244.7,0.12745073876914298,1.0
gradient_boosting,all,104,10,608.5,0.046212981211623844,1.0
gradient_boosting,all,105,10,795.4,0.024033141954902967,1.0
gradient_boosting,all,106,10,721.5,0.03264257348361793,1.0
gradient_boosting,all,107,10,732.0,0.031269122436268365,1.0
gradient_boosting,all,108,10,741.2,0.030298617420298758,1.0
gradient_boosting,all,109,10,1040.3,7.814979547670176e-05,1.0
gradient_boosting,all,110,10,781.2,0.024691558425141088,1.0
gradient_boosting,all,111,10,143.5,0.1661723275163684,1.0
gradient_boosting,all,112,10,367.8,0.08981114893926334,1.0
gradient_boosting,all,113,10,364.0,0.09109916327148121,1.0
gradient_boosting,all,114,10,151.1,0.16218638090045484,1.0
gradient_boosting,all,115,10,562.0,0.052191545019127185,1.0
gradient_boosting,all,116,10,430.9,0.07504889297038135,1.0
gradient_boosting,all,117,10,496.4,0.06198779493919902,1.0
gradient_boosting,all,118,10,468.7,0.06729702944805616,1.0
gradient_boosting,all,119,10,388.2,0.08440081753864248,1.0
gradient_boosting,all,120,10,1064.8,2.239308072410404e-05,1.0
gradient_boosting,all,121,10,799.8,0.022464904887886234,1.0
gradient_boosting,all,122,10,159.4,0.1593105390067347,1.0
gradient_boosting,all,123,10,395.1,0.08317355712823184,1.0
gradient_boosting,all,124,10,363.3,0.09105020907956099,1.0
gradient_boosting,all,125,10,183.2,0.149760916740654,1.0
gradient_boosting,all,126,10,584.2,0.049446520234607425,1.0
gradient_boosting,all,127,10,545.3,0.05444719772323796,1.0
gradient_boosting,all,128,10,554.2,0.05292682576631771,1.0
gradient_boosting,all,129,10,590.0,0.04813915439405016,1.0
gradient_boosting,all,130,10,488.8,0.06334998201786715,1.0
gradient_boosting,all,131,10,1060.3,2.8729065182924863e-05,1.0
gradient_boosting,all,132,10,782.3,0.024518990299484032,1.0
gradient_boosting,all,133,10,102.1,0.19400629587192936,1.0
gradient_boosting,all,134,10,323.3,0.10260445877090414,1.0
gradient_boosting,all,135,10,344.6,0.09667203935279753,1.0
gradient_boosting,all,136,10,114.6,0.1835968342133183,1.0
gradient_boosting,all,137,10,564.9,0.05160969279588867,1.0
gradient_boosting,all,138,10,451.6,0.07077903364346871,1.0
gradient_boosting,all,139,10,491.3,0.06315723307978509,1.0
gradient_boosting,all,140,10,525.5,0.05735997630379571,1.0
gradient_boosting,all,141,10,422.7,0.07654880846087195,1.0
gradient_boosting,all,142,10,1063.5,2.2238426383953304e-05,1.0
gradient_boosting,all,143,10,801.2,0.02235499553594527,1.0
gradient_boosting,all,144,10,111.8,0.18620536730167464,1.0
gradient_boosting,all,145,10,327.3,0.1015627231214942,1.0
gradient_boosting,all,146,10,376.9,0.08750768221330849,1.0
gradient_boosting,all,147,10,121.5,0.17760035011750286,1.0
gradient_boosting,all,148,10,553.8,0.05298612657340821,1.0
gradient_boosting,all,149,10,495.8,0.06227145657025286,1.0
gradient_boosting,all,150,10,447.6,0.071609538538054,1.0
gradient_boosting,all,151,10,512.5,0.05979908254996079,1.0
gradient_boosting,all,152,10,442.9,0.07254705288208457,1.0
gradient_boosting,all,153,10,1037.1,9.840516924450666e-05,1.0
gradient_boosting,all,154,10,852.7,0.01609206123938785,1.0
gradient_boosting,all,155,10,79.3,0.22628096184537344,1.0
gradient_boosting,all,156,10,291.5,0.11276216956688782,1.0
gradient_boosting,all,157,10,384.4,0.08573063103946685,1.0
gradient_boosting,all,158,10,99.3,0.19725733322310415,1.0
gradient_boosting,all,159,10,539.9,0.054888880322115294,1.0
gradient_boosting,all,160,10,580.1,0.04934992638500613,1.0
gradient_boosting,all,161,10,459.3,0.06919229096345589,1.0
gradient_boosting,all,162,10,603.0,0.046387373700161945,1.0
gradient_boosting,all,163,10,490.3,0.0630735269293592,1.0
gradient_boosting,all,164,10,1050.7,5.0745720849137e-05,1.0
gradient_boosting,all,165,10,838.3,0.01767965471051676,1.0
gradient_boosting,all,166,10,71.1,0.2448510795453896,1.0
gradient_boosting,all,167,10,251.0,0.125847223186682,1.0
gradient_boosting,all,168,10,343.3,0.09732834577439545,1.0
gradient_boosting,all,169,10,80.9,0.22267339792380664,1.0
gradient_boosting,all,170,10,549.7,0.053465242066906435,1.0
gradient_boosting,all,171,10,458.0,0.06920702044349306,1.0
gradient_boosting,all,172,10,410.5,0.07909683996683932,1.0
gradient_boosting,all,173,10,523.3,0.05806535349747083,1.0
gradient_boosting,all,174,10,417.7,0.07762449725026244,1.0
gradient_boosting,all,175,10,1056.0,4.418262745814661e-05,1.0
gradient_boosting,all,176,10,854.0,0.015855964822094365,1.0
gradient_boosting,all,177,10,70.7,0.2453613893751033,1.0
gradient_boosting,all,178,10,266.6,0.12106409069142701,1.0
gradient_boosting,all,179,10,335.3,0.09935474938039918,1.0
gradient_boosting,all,180,10,84.0,0.2196121827155694,1.0
gradient_boosting,all,181,10,530.5,0.0558298768523818,1.0
gradient_boosting,all,182,10,379.2,0.08673969813196084,1.0
gradient_boosting,all,183,10,383.9,0.08516630493477044,1.0
gradient_boosting,all,184,10,519.1,0.058846288119712896,1.0
gradient_boosting,all,185,10,360.4,0.09160878220021831,1.0
gradient_boosting,all,186,10,1057.0,3.915747831385418e-05,1.0
gradient_boosting,all,187,10,860.6,0.015212585514251527,1.0
gradient_boosting,all,188,10,60.9,0.26755941177717124,1.0
gradient_boosting,all,189,10,214.1,0.1384026359236983,1.0
gradient_boosting,all,190,10,324.1,0.10275406521226696,1.0
gradient_boosting,all,191,10,69.1,0.24759322337336673,1.0
gradient_boosting,all,192,10,544.2,0.05409720314902,1.0
gradient_boosting,all,193,10,413.5,0.07907663480813643,1.0
gradient_boosting,all,194,10,369.1,0.08873581891879585,1.0
gradient_boosting,all,195,10,525.2,0.05763126622192014,1.0
gradient_boosting,all,196,10,375.3,0.08774498504152806,1.0
gradient_boosting,all,197,10,1059.7,3.0184783857003046e-05,1.0
gradient_boosting,all,198,10,876.3,0.013535908110817719,1.0
gradient_boosting,all,199,10,54.9,0.2784391305984123,1.0
gradient_boosting,all,200,10,182.8,0.1493479563912887,1.0
gradient_boosting,all,201,10,316.7,0.10475224237505301,1.0
gradient_boosting,all,202,10,60.2,0.2691431137259332,1.0
gradient_boosting,all,203,10,557.7,0.05267908842394128,1.0
gradient_boosting,all,204,10,299.5,0.11045151128088142,1.0
gradient_boosting,all,205,10,305.2,0.10852628464504888,1.0
gradient_boosting,all,206,10,481.5,0.06481931656875009,1.0
gradient_boosting,all,207,10,307.1,0.10819676848474906,1.0
gradient_boosting,all,208,10,1055.8,3.713215815522155e-05,1.0
gradient_boosting,all,209,10,888.7,0.012152153467062604,1.0
gradient_boosting,all,210,10,30.7,0.31341746912645985,1.0
gradient_boosting,all,211,10,161.3,0.15753530784841954,1.0
gradient_boosting,all,212,10,276.9,0.11740495054050637,1.0
gradient_boosting,all,213,10,45.9,0.2938560432663565,1.0
gradient_boosting,all,214,10,533.6,0.055360490613931224,1.0
gradient_boosting,all,215,10,241.3,0.12903639546882376,1.0
gradient_boosting,all,216,10,299.3,0.10992498265344677,1.0
gradient_boosting,all,217,10,460.5,0.06928786550589505,1.0
gradient_boosting,all,218,10,256.7,0.12424052975632134,1.0
gradient_boosting,all,219,10,1059.3,3.0415066578951292e-05,1.0
gradient_boosting,all,220,10,892.0,0.01180379663986376,1.0
gradient_boosting,all,221,10,34.0,0.3094172526899982,1.0
gradient_boosting,all,222,10,188.7,0.14709019371785154,1.0
gradient_boosting,all,223,10,264.0,0.12145067738612866,1.0
gradient_boosting,all,224,10,44.3,0.2953228327746261,1.0
gradient_boosting,all,225,10,558.2,0.052585158993242995,1.0
gradient_boosting,all,226,10,209.7,0.13941472588976028,1.0
gradient_boosting,all,227,10,297.3,0.11060774907217759,1.0
gradient_boosting,all,228,10,455.1,0.07008913224290336,1.0
gradient_boosting,all,229,10,236.9,0.1305479367016023,1.0
gradient_boosting,all,230,10,1051.5,4.174077416831001e-05,1.0
gradient_boosting,all,231,10,896.6,0.011421704288196924,1.0
gradient_boosting,all,232,10,26.0,0.3185884520349761,1.0
gradient_boosting,all,233,10,177.8,0.15136005883591805,1.0
gradient_boosting,all,234,10,255.7,0.12343429534370873,1.0
gradient_boosting,all,235,10,48.7,0.2890499519989736,1.0
gradient_boosting,all,236,10,546.7,0.05374759083295947,1.0
gradient_boosting,all,237,10,250.9,0.12549619038962773,1.0
gradient_boosting,all,238,10,280.3,0.11614894116115322,1.0
gradient_boosting,all,239,10,455.5,0.06989938528935546,1.0
gradient_boosting,all,240,10,272.6,0.11859021513739856,1.0
gradient_boosting,all,241,10,1054.7,4.0320573202031135e-05,1.0
gradient_boosting,all,242,10,913.4,0.009527397321923616,1.0
gradient_boosting,all,243,10,28.1,0.3159576221955863,1.0
gradient_boosting,all,244,10,173.5,0.15241607239218896,1.0
gradient_boosting,all,245,10,242.2,0.1275285042124962,1.0
gradient_boosting,all,246,10,42.1,0.297833370262582,1.0
gradient_boosting,all,247,10,545.3,0.05383810043341055,1.0
gradient_boosting,all,248,10,178.1,0.15105216731443125,1.0
gradient_boosting,all,249,10,326.2,0.10207178981929746,1.0
gradient_boosting,all,250,10,462.2,0.06894079271231296,1.0
gradient_boosting,all,251,10,224.6,0.13422110199157175,1.0
gradient_boosting,all,252,10,1052.7,4.383045733349574e-05,1.0
gradient_boosting,all,253,10,922.4,0.008459365076682582,1.0
gradient_boosting,all,254,10,20.0,0.3287172716767081,1.0
gradient_boosting,all,255,10,143.6,0.16632627194378802,1.0
gradient_boosting,all,256,10,288.9,0.11377761112945428,1.0
gradient_boosting,all,257,10,26.9,0.31939894459052254,1.0
gradient_boosting,all,258,10,547.1,0.05372959553395147,1.0
gradient_boosting,all,259,10,201.4,0.14216003495006646,1.0
gradient_boosting,all,260,10,248.8,0.12630074779623707,1.0
gradient_boosting,all,261,10,415.2,0.07820193274554307,1.0
gradient_boosting,all,262,10,219.2,0.13597102082224746,1.0
gradient_boosting,all,263,10,1056.3,3.625570994469396e-05,1.0
gradient_boosting,all,264,10,924.8,0.008168452179831347,1.0
gradient_boosting,all,265,10,18.6,0.3301395011342354,1.0
gradient_boosting,all,266,10,170.6,0.15341766238336513,1.0
gradient_boosting,all,267,10,267.3,0.12009034549030573,1.0
gradient_boosting,all,268,10,36.0,0.3057104385524062,1.0
gradient_boosting,all,269,10,545.8,0.05394892774392275,1.0
gradient_boosting,all,270,10,203.7,0.14100149753565722,1.0
gradient_boosting,all,271,10,261.6,0.12291128402277152,1.0
gradient_boosting,all,272,10,450.8,0.07082908069717442,1.0
gradient_boosting,all,273,10,232.5,0.13174260541788732,1.0
gradient_boosting,all,274,10,1048.5,5.253884440267175e-05,1.0
gradient_boosting,all,275,10,929.0,0.007699960191028582,1.0
gradient_boosting,all,276,10,14.8,0.33754477250878023,1.0
gradient_boosting,all,277,10,142.2,0.1673638890819405,1.0
gradient_boosting,all,278,10,243.6,0.12746943883224143,1.0
gradient_boosting,all,279,10,19.0,0.329144823933969,1.0
gradient_boosting,all,280,10,550.7,0.05337416744234297,1.0
gradient_boosting,all,281,10,123.4,0.17777452790087953,1.0
gradient_boosting,all,282,10,232.0,0.13152092044075972,1.0
gradient_boosting,all,283,10,392.2,0.08325115344602399,1.0
gradient_boosting,all,284,10,154.3,0.16106782411355453,1.0
gradient_boosting,all,285,10,1058.1,3.308074995211781e-05,1.0
gradient_boosting,all,286,10,701.2,0.03421776586117567,1.0
gradient_boosting,all,287,10,9.8,0.3482810602819,1.0
gradient_boosting,all,288,10,109.0,0.18819237558663607,1.0
gradient_boosting,all,289,10,187.5,0.147196374990737,1.0
gradient_boosting,all,290,10,9.2,0.3539976849223563,1.0
gradient_boosting,all,291,10,529.6,0.05615199795308316,1.0
gradient_boosting,all,292,10,150.7,0.1636427073902997,1.0
gradient_boosting,all,293,10,238.2,0.1299683869137686,1.0
gradient_boosting,all,294,10,379.6,0.08754553388706944,1.0
gradient_boosting,all,295,10,159.6,0.1592511963002031,1.0
gradient_boosting,all,296,10,1059.2,3.955186328258123e-05,1.0
gradient_boosting,all,297,10,713.4,0.03283838194126327,1.0
gradient_boosting,all,298,10,13.7,0.33857369172521035,1.0
gradient_boosting,all,299,10,132.8,0.17235370250593468,1.0
gradient_boosting,all,300,10,203.1,0.14212950257367646,1.0
gradient_boosting,all,301,10,16.4,0.3347575135436063,1.0
gradient_boosting,all,302,10,526.9,0.05658516388889726,1.0
gradient_boosting,all,303,10,131.7,0.17452083139263327,1.0
gradient_boosting,all,304,10,260.9,0.12234263147758515,1.0
gradient_boosting,all,305,10,349.6,0.09513479310243593,1.0
gradient_boosting,all,306,10,144.1,0.16785656465390897,1.0
gradient_boosting,all,307,10,1051.2,5.733725249470352e-05,1.0
gradient_boosting,all,308,10,698.4,0.03443941026456457,1.0
gradient_boosting,all,309,10,21.2,0.32730423507973766,1.0
gradient_boosting,all,310,10,141.5,0.16802039614424774,1.0
gradient_boosting,all,311,10,189.5,0.1468933506395749,1.0
gradient_boosting,all,312,10,25.6,0.3203339317805995,1.0
gradient_boosting,all,313,10,547.0,0.053590701853071465,1.0
gradient_boosting,all,314,10,194.0,0.1451408873417383,1.0
gradient_boosting,all,315,10,313.5,0.1056150027152668,1.0
gradient_boosting,all,316,10,419.7,0.07838915586771744,1.0
gradient_boosting,all,317,10,209.9,0.13942890883713271,1.0
gradient_boosting,all,318,10,1056.7,4.431336296487352e-05,1.0
gradient_boosting,all,319,10,734.6,0.030241207124708742,1.0
gradient_boosting,all,320,10,24.0,0.3228237764853911,1.0
gradient_boosting,all,321,10,184.2,0.14947340837838857,1.0
gradient_boosting,all,322,10,206.8,0.14107923549983165,1.0
gradient_boosting,all,323,10,35.4,0.3082044189248544,1.0
gradient_boosting,all,324,10,538.6,0.05475466997480677,1.0
gradient_boosting,all,325,10,307.7,0.1076977941329453,1.0
gradient_boosting,all,326,10,316.5,0.10509625968178733,1.0
gradient_boosting,all,327,10,434.0,0.07472529929000689,1.0
gradient_boosting,all,328,10,279.2,0.1164431762905879,1.0
gradient_boosting,all,329,10,1052.4,5.019713970341146e-05,1.0
gradient_boosting,all,330,10,724.5,0.031546488035789244,1.0
gradient_boosting,all,331,10,20.3,0.3271753124626827,1.0
gradient_boosting,all,332,10,166.1,0.15589841716766814,1.0
gradient_boosting,all,333,10,195.1,0.14488388940128846,1.0
gradient_boosting,all,334,10,37.2,0.3060367956898754,1.0
gradient_boosting,all,335,10,555.2,0.052738056241774446,1.0
gradient_boosting,all,336,10,265.5,0.12038579295636934,1.0
gradient_boosting,all,337,10,323.9,0.10264895944790138,1.0
gradient_boosting,all,338,10,459.8,0.06948452827240689,1.0
gradient_boosting,all,339,10,270.2,0.11947804109698537,1.0
gradient_boosting,all,340,10,1057.2,3.711299669462884e-05,1.0
gradient_boosting,all,341,10,745.0,0.029133762261015782,1.0
gradient_boosting,all,342,10,31.1,0.31254651730518224,1.0
gradient_boosting,all,343,10,166.7,0.15573161858304058,1.0
gradient_boosting,all,344,10,224.1,0.1355805436268087,1.0
gradient_boosting,all,345,10,39.1,0.30363145631617694,1.0
gradient_boosting,all,346,10,553.2,0.0528511670187614,1.0
gradient_boosting,all,347,10,282.9,0.1155524996812474,1.0
gradient_boosting,all,348,10,297.1,0.11106406971254121,1.0
gradient_boosting,all,349,10,418.9,0.07770151021494232,1.0
gradient_boosting,all,350,10,257.7,0.12343344007399511,1.0
gradient_boosting,all,351,10,1058.4,4.5474527278830256e-05,1.0
gradient_boosting,all,352,10,730.9,0.030738565218222075,1.0
gradient_boosting,all,353,10,32.8,0.3112769892456987,1.0
gradient_boosting,all,354,10,191.1,0.146692469780987,1.0
gradient_boosting,all,355,10,195.7,0.14455482961039268,1.0
gradient_boosting,all,356,10,40.3,0.3027173175379937,1.0
gradient_boosting,all,357,10,565.3,0.051211254106973095,1.0
gradient_boosting,all,358,10,213.1,0.13763177877319405,1.0
gradient_boosting,all,359,10,307.6,0.10782177146684675,1.0
gradient_boosting,all,360,10,415.0,0.07907532864422159,1.0
gradient_boosting,all,361,10,216.7,0.13630192805826585,1.0
gradient_boosting,all,362,10,1056.6,4.788365140164828e-05,1.0
gradient_boosting,all,363,10,765.1,0.026643674190003963,1.0
gradient_boosting,all,364,10,26.4,0.31739767464287266,1.0
gradient_boosting,all,365,10,183.1,0.14942159838595687,1.0
gradient_boosting,all,366,10,203.1,0.1420548279062033,1.0
gradient_boosting,all,367,10,35.4,0.3079028995441519,1.0
gradient_boosting,all,368,10,571.4,0.050431115399664016,1.0
gradient_boosting,all,369,10,226.0,0.1334319519202341,1.0
gradient_boosting,all,370,10,334.4,0.09962711594895723,1.0
gradient_boosting,all,371,10,427.5,0.07621578185972329,1.0
gradient_boosting,all,372,10,236.1,0.1305718243986242,1.0
gradient_boosting,all,373,10,1055.2,4.941710006647986e-05,1.0
gradient_boosting,all,374,10,771.0,0.026049120550280296,1.0
gradient_boosting,all,375,10,32.0,0.31196233964016323,1.0
gradient_boosting,all,376,10,210.8,0.1391712276516888,1.0
gradient_boosting,all,377,10,187.3,0.14774238937532702,1.0
gradient_boosting,all,378,10,39.0,0.30454326711503077,1.0
gradient_boosting,all,379,10,587.7,0.04823483427918436,1.0
gradient_boosting,all,380,10,176.6,0.15172501190216084,1.0
gradient_boosting,all,381,10,350.8,0.09428966144852367,1.0
gradient_boosting,all,382,10,393.2,0.08302005440915589,1.0
gradient_boosting,all,383,10,207.9,0.14013949953916052,1.0
gradient_boosting,all,384,10,1057.2,4.564001579543562e-05,1.0
gradient_boosting,all,385,10,770.6,0.026032770269714338,1.0
gradient_boosting,all,386,10,44.9,0.29486361329095534,1.0
gradient_boosting,all,387,10,232.4,0.13081046787290385,1.0
gradient_boosting,all,388,10,228.3,0.13412805134421657,1.0
gradient_boosting,all,389,10,55.2,0.27681624094507895,1.0
gradient_boosting,all,390,10,588.9,0.0481428814656427,1.0
gradient_boosting,all,391,10,276.4,0.11688677448662159,1.0
gradient_boosting,all,392,10,452.7,0.07040920097272244,1.0
gradient_boosting,all,393,10,425.3,0.07637802309194251,1.0
gradient_boosting,all,394,10,279.1,0.11622773964034905,1.0
gradient_boosting,all,395,10,1058.5,3.65350461103603e-05,1.0
gradient_boosting,all,396,10,788.5,0.023751267909655392,1.0
gradient_boosting,all,397,10,54.7,0.2781891117157095,1.0
gradient_boosting,all,398,10,272.6,0.11818009538454802,1.0
gradient_boosting,all,399,10,239.8,0.12993409424100183,1.0
gradient_boosting,all,400,10,67.6,0.25344130041688584,1.0
gradient_boosting,all,401,10,601.0,0.046846110634058774,1.0
gradient_boosting,all,402,10,292.8,0.11245645800409303,1.0
gradient_boosting,all,403,10,402.1,0.0810888716877378,1.0
gradient_boosting,all,404,10,483.6,0.06476607400915893,1.0
gradient_boosting,all,405,10,311.5,0.10665445925176617,1.0
gradient_boosting,all,406,10,1054.4,4.6998940102300795e-05,1.0
gradient_boosting,all,407,10,818.5,0.020254610524455798,1.0
gradient_boosting,all,408,10,57.9,0.2723785591519128,1.0
gradient_boosting,all,409,10,283.2,0.1157847724264599,1.0
gradient_boosting,all,410,10,228.9,0.13413670310210202,1.0
gradient_boosting,all,411,10,55.1,0.27728601312602164,1.0
gradient_boosting,all,412,10,610.0,0.045658195852899694,1.0
gradient_boosting,all,413,10,338.7,0.09849552854492483,1.0
gradient_boosting,all,414,10,353.5,0.09368688945116674,1.0
gradient_boosting,all,415,10,448.6,0.07168758207482054,1.0
gradient_boosting,all,416,10,302.5,0.10944429529245256,1.0
gradient_boosting,all,417,10,1051.4,5.1352076451635176e-05,1.0
gradient_boosting,all,418,10,796.2,0.02280055653557468,1.0
gradient_boosting,all,419,10,55.5,0.27550372914963134,1.0
gradient_boosting,all,420,10,272.1,0.11855924075900533,1.0
gradient_boosting,all,421,10,241.8,0.1294230882928951,1.0
gradient_boosting,all,422,10,47.5,0.2916751516841589,1.0
gradient_boosting,all,423,10,614.9,0.045102927140765955,1.0
gradient_boosting,all,424,10,340.1,0.09799390115448335,1.0
gradient_boosting,all,425,10,410.2,0.07916992523157504,1.0
gradient_boosting,all,426,10,497.6,0.06284975668367158,1.0
gradient_boosting,all,427,10,335.0,0.09944468494798189,1.0
gradient_boosting,all,428,10,1050.9,6.785995478266642e-05,1.0
gradient_boosting,all,429,10,841.0,0.017561466597881718,1.0
gradient_boosting,all,430,10,66.3,0.25447351671965335,1.0
gradient_boosting,all,431,10,338.4,0.09894571721036148,1.0
gradient_boosting,all,432,10,268.7,0.12112164846455567,1.0
gradient_boosting,all,433,10,70.7,0.2470711395906821,1.0
gradient_boosting,all,434,10,631.5,0.04295253323100697,1.0
gradient_boosting,all,435,10,407.7,0.07978826705413941,1.0
gradient_boosting,all,436,10,424.0,0.07644976988974425,1.0
gradient_boosting,all,437,10,495.2,0.0624645190158013,1.0
gradient_boosting,all,438,10,388.7,0.08403779776574535,1.0
gradient_boosting,all,439,10,1045.3,7.979019820325878e-05,1.0
gradient_boosting,all,440,10,864.1,0.014875605761401664,1.0
gradient_boosting,all,441,10,82.6,0.22285399409809353,1.0
gradient_boosting,all,442,10,378.3,0.08752468305675329,1.0
gradient_boosting,all,443,10,359.1,0.09281662680333942,1.0
gradient_boosting,all,444,10,84.2,0.2170499806544456,1.0
gradient_boosting,all,445,10,624.6,0.04377116825142459,1.0
gradient_boosting,all,446,10,545.3,0.05464468641372119,1.0
gradient_boosting,all,447,10,553.3,0.053189683337760786,1.0
gradient_boosting,all,448,10,522.5,0.057487593904124924,1.0
gradient_boosting,all,449,10,475.0,0.06621118722188683,1.0
gradient_boosting,all,450,10,1047.5,6.322887176329343e-05,1.0
gradient_boosting,all,451,10,863.5,0.015127305169672912,1.0
gradient_boosting,all,452,10,92.6,0.20603343492091514,1.0
gradient_boosting,all,453,10,430.3,0.07623964550962474,1.0
gradient_boosting,all,454,10,304.3,0.10851243163050903,1.0
gradient_boosting,all,455,10,91.1,0.20747150812305803,1.0
gradient_boosting,all,456,10,671.2,0.037843552478448526,1.0
gradient_boosting,all,457,10,549.1,0.054490845858155376,1.0
gradient_boosting,all,458,10,544.0,0.05426179213768586,1.0
gradient_boosting,all,459,10,578.5,0.04990566789850029,1.0
gradient_boosting,all,460,10,501.6,0.061308158787788905,1.0
gradient_boosting,all,461,10,1047.5,6.350935472767256e-05,1.0
gradient_boosting,all,462,10,898.8,0.01122825808546781,1.0
gradient_boosting,all,463,10,123.6,0.17821877916788015,1.0
gradient_boosting,all,464,10,470.3,0.06716048899948954,1.0
gradient_boosting,all,465,10,378.6,0.08856243915461352,1.0
gradient_boosting,all,466,10,108.7,0.18932782381227203,1.0
gradient_boosting,all,467,10,670.0,0.03811460002133019,1.0
gradient_boosting,all,468,10,715.1,0.033290594963815465,1.0
gradient_boosting,all,469,10,632.2,0.04252267463525047,1.0
gradient_boosting,all,470,10,647.7,0.04086055741635273,1.0
gradient_boosting,all,471,10,626.8,0.04358599906048992,1.0
gradient_boosting,all,472,10,1041.3,8.113012648463286e-05,1.0
gradient_boosting,all,473,10,886.8,0.012569323498768941,1.0
gradient_boosting,all,474,10,125.0,0.1779864792673417,1.0
gradient_boosting,all,475,10,489.3,0.06359793884153635,1.0
gradient_boosting,all,476,10,361.6,0.09271835525255857,1.0
gradient_boosting,all,477,10,120.1,0.17992769705902317,1.0
gradient_boosting,all,478,10,695.3,0.0351369399509913,1.0
gradient_boosting,all,479,10,711.2,0.03346833873649988,1.0
gradient_boosting,all,480,10,663.1,0.03889760554622385,1.0
