source_file,file_name,session,quadrant,label,evaluation_count,mean_window_count,accuracy_mean,accuracy_std,mean_confidence
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\empty\empty_session_01_quad1_p010_20260718_161904.bin,empty_session_01_quad1_p010_20260718_161904.bin,session_01,quad1,empty,1,17.0,0.9411764705882353,0.0,0.6847058823529412
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\empty\empty_session_01_quad2_p023_20260718_164408.bin,empty_session_01_quad2_p023_20260718_164408.bin,session_01,quad2,empty,1,17.0,0.9411764705882353,0.0,0.6329411764705882
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad4\movement\movement_session_01_quad4_p012_20260718_173111.bin,movement_session_01_quad4_p012_20260718_173111.bin,session_01,quad4,movement,1,17.0,0.9411764705882353,0.0,0.8147058823529412
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad4\movement\movement_session_01_quad4_p026_20260718_173706.bin,movement_session_01_quad4_p026_20260718_173706.bin,session_01,quad4,movement,1,17.0,0.9411764705882353,0.0,0.8258823529411764
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad5\empty\empty_session_01_quad5_p019_20260718_174705.bin,empty_session_01_quad5_p019_20260718_174705.bin,session_01,quad5,empty,1,17.0,0.9411764705882353,0.0,0.6194117647058824
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad2\empty\empty_session_02_quad2_p001_20260719_012235.bin,empty_session_02_quad2_p001_20260719_012235.bin,session_02,quad2,empty,1,17.0,0.9411764705882353,0.0,0.6258823529411766
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad2\empty\empty_session_02_quad2_p018_20260719_012854.bin,empty_session_02_quad2_p018_20260719_012854.bin,session_02,quad2,empty,1,17.0,0.9411764705882353,0.0,0.7641176470588236
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad2\movement\movement_session_02_quad2_p003_20260719_012319.bin,movement_session_02_quad2_p003_20260719_012319.bin,session_02,quad2,movement,1,17.0,0.9411764705882353,0.0,0.7694117647058824
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\movement\movement_session_01_quad2_p017_20260718_164136.bin,movement_session_01_quad2_p017_20260718_164136.bin,session_01,quad2,movement,2,17.0,0.9411764705882353,0.08318903308077032,0.8058823529411765
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad2\movement\movement_session_02_quad2_p008_20260719_012511.bin,movement_session_02_quad2_p008_20260719_012511.bin,session_02,quad2,movement,2,17.0,0.9411764705882353,0.0,0.8982352941176471
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad4\empty\empty_session_02_quad4_p009_20260719_010701.bin,empty_session_02_quad4_p009_20260719_010701.bin,session_02,quad4,empty,2,17.0,0.9411764705882353,0.0,0.6164705882352941
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad4\movement\movement_session_01_quad4_p004_20260718_172748.bin,movement_session_01_quad4_p004_20260718_172748.bin,session_01,quad4,movement,4,17.0,0.9411764705882353,0.0,0.8035294117647058
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad4\movement\movement_session_02_quad4_p008_20260719_010639.bin,movement_session_02_quad4_p008_20260719_010639.bin,session_02,quad4,movement,4,17.0,0.9411764705882353,0.048029210642807435,0.7564705882352941
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad5\movement\movement_session_02_quad5_p017_20260719_011706.bin,movement_session_02_quad5_p017_20260719_011706.bin,session_02,quad5,movement,4,17.0,0.9558823529411764,0.029411764705882373,0.9085294117647058
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad3\static_presence\static_presence_session_02_quad3_p016_20260719_003702.bin,static_presence_session_02_quad3_p016_20260719_003702.bin,session_02,quad3,static_presence,3,16.0,0.9583333333333334,0.07216878364870323,0.6737500000000001
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad4\movement\movement_session_02_quad4_p013_20260719_010831.bin,movement_session_02_quad4_p013_20260719_010831.bin,session_02,quad4,movement,3,17.0,0.9607843137254902,0.033961780540566235,0.7572549019607844
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad1\static_presence\static_presence_session_02_quad1_p029_20260719_005346.bin,static_presence_session_02_quad1_p029_20260719_005346.bin,session_02,quad1,static_presence,2,16.0,0.96875,0.04419417382415922,0.874375
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\static_presence\static_presence_session_01_quad3_p025_20260718_165950.bin,static_presence_session_01_quad3_p025_20260718_165950.bin,session_01,quad3,static_presence,2,17.0,0.9705882352941176,0.04159451654038516,0.7717647058823529
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad1\movement\movement_session_02_quad1_p013_20260719_004749.bin,movement_session_02_quad1_p013_20260719_004749.bin,session_02,quad1,movement,2,17.0,0.9705882352941176,0.04159451654038516,0.9097058823529411
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad2\movement\movement_session_02_quad2_p021_20260719_013001.bin,movement_session_02_quad2_p021_20260719_013001.bin,session_02,quad2,movement,4,17.0,0.9705882352941176,0.033961780540566214,0.8817647058823529
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad4\empty\empty_session_02_quad4_p001_20260719_010403.bin,empty_session_02_quad4_p001_20260719_010403.bin,session_02,quad4,empty,4,17.0,0.9705882352941176,0.03396178054056623,0.7061764705882353
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\empty\empty_session_01_quad2_p014_20260718_164020.bin,empty_session_01_quad2_p014_20260718_164020.bin,session_01,quad2,empty,3,17.0,0.9803921568627452,0.033961780540566214,0.6992156862745098
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad2\static_presence\static_presence_session_02_quad2_p011_20260719_012618.bin,static_presence_session_02_quad2_p011_20260719_012618.bin,session_02,quad2,static_presence,3,17.0,0.9803921568627452,0.033961780540566235,0.8929411764705882
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\static_presence\static_presence_session_01_quad1_p029_20260718_162744.bin,static_presence_session_01_quad1_p029_20260718_162744.bin,session_01,quad1,static_presence,6,16.0,0.9895833333333334,0.02551551815399144,0.7035416666666666
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad5\empty\empty_session_02_quad5_p001_20260719_011109.bin,empty_session_02_quad5_p001_20260719_011109.bin,session_02,quad5,empty,7,17.0,0.9915966386554622,0.022233204294660445,0.7321008403361345
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\empty\empty_session_01_quad1_p023_20260718_162500.bin,empty_session_01_quad1_p023_20260718_162500.bin,session_01,quad1,empty,1,17.0,1.0,0.0,0.8711764705882353
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\movement\movement_session_01_quad1_p004_20260718_161620.bin,movement_session_01_quad1_p004_20260718_161620.bin,session_01,quad1,movement,1,16.0,1.0,0.0,0.963125
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\movement\movement_session_01_quad1_p013_20260718_162026.bin,movement_session_01_quad1_p013_20260718_162026.bin,session_01,quad1,movement,1,16.0,1.0,0.0,0.968125
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\movement\movement_session_01_quad1_p017_20260718_162216.bin,movement_session_01_quad1_p017_20260718_162216.bin,session_01,quad1,movement,1,16.0,1.0,0.0,0.9725
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\movement\movement_session_01_quad1_p030_20260718_162811.bin,movement_session_01_quad1_p030_20260718_162811.bin,session_01,quad1,movement,1,13.0,1.0,0.0,0.9853846153846154
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\static_presence\static_presence_session_01_quad1_p015_20260718_162121.bin,static_presence_session_01_quad1_p015_20260718_162121.bin,session_01,quad1,static_presence,1,16.0,1.0,0.0,0.96
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\empty\empty_session_01_quad2_p001_20260718_163450.bin,empty_session_01_quad2_p001_20260718_163450.bin,session_01,quad2,empty,1,17.0,1.0,0.0,0.8535294117647059
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\empty\empty_session_01_quad2_p005_20260718_163631.bin,empty_session_01_quad2_p005_20260718_163631.bin,session_01,quad2,empty,1,16.0,1.0,0.0,0.85625
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\empty\empty_session_01_quad2_p018_20260718_164201.bin,empty_session_01_quad2_p018_20260718_164201.bin,session_01,quad2,empty,1,17.0,1.0,0.0,0.7947058823529412
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\movement\movement_session_01_quad2_p012_20260718_163929.bin,movement_session_01_quad2_p012_20260718_163929.bin,session_01,quad2,movement,1,17.0,1.0,0.0,0.9035294117647058
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\static_presence\static_presence_session_01_quad2_p015_20260718_164045.bin,static_presence_session_01_quad2_p015_20260718_164045.bin,session_01,quad2,static_presence,1,17.0,1.0,0.0,0.9329411764705882
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\empty\empty_session_01_quad3_p001_20260718_164941.bin,empty_session_01_quad3_p001_20260718_164941.bin,session_01,quad3,empty,1,17.0,1.0,0.0,0.8464705882352942
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\empty\empty_session_01_quad3_p014_20260718_165511.bin,empty_session_01_quad3_p014_20260718_165511.bin,session_01,quad3,empty,1,17.0,1.0,0.0,0.8370588235294117
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\empty\empty_session_01_quad3_p023_20260718_165859.bin,empty_session_01_quad3_p023_20260718_165859.bin,session_01,quad3,empty,1,17.0,1.0,0.0,0.8164705882352942
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\movement\movement_session_01_quad3_p013_20260718_165445.bin,movement_session_01_quad3_p013_20260718_165445.bin,session_01,quad3,movement,1,17.0,1.0,0.0,0.8758823529411766
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\movement\movement_session_01_quad3_p022_20260718_165834.bin,movement_session_01_quad3_p022_20260718_165834.bin,session_01,quad3,movement,1,17.0,1.0,0.0,0.9264705882352942
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad4\empty\empty_session_01_quad4_p009_20260718_172955.bin,empty_session_01_quad4_p009_20260718_172955.bin,session_01,quad4,empty,1,17.0,1.0,0.0,0.8376470588235294
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad4\empty\empty_session_01_quad4_p023_20260718_173550.bin,empty_session_01_quad4_p023_20260718_173550.bin,session_01,quad4,empty,1,17.0,1.0,0.0,0.8370588235294117
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad4\movement\movement_session_01_quad4_p003_20260718_172722.bin,movement_session_01_quad4_p003_20260718_172722.bin,session_01,quad4,movement,1,17.0,1.0,0.0,0.8870588235294118
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad5\empty\empty_session_01_quad5_p005_20260718_174110.bin,empty_session_01_quad5_p005_20260718_174110.bin,session_01,quad5,empty,1,17.0,1.0,0.0,0.8047058823529412
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad5\movement\movement_session_01_quad5_p003_20260718_174019.bin,movement_session_01_quad5_p003_20260718_174019.bin,session_01,quad5,movement,1,16.0,1.0,0.0,0.94875
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad5\movement\movement_session_01_quad5_p012_20260718_174408.bin,movement_session_01_quad5_p012_20260718_174408.bin,session_01,quad5,movement,1,17.0,1.0,0.0,0.9652941176470589
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad5\static_presence\static_presence_session_01_quad5_p025_20260718_174937.bin,static_presence_session_01_quad5_p025_20260718_174937.bin,session_01,quad5,static_presence,1,17.0,1.0,0.0,0.8094117647058824
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad1\empty\empty_session_02_quad1_p001_20260719_004321.bin,empty_session_02_quad1_p001_20260719_004321.bin,session_02,quad1,empty,1,17.0,1.0,0.0,0.6247058823529412
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad1\empty\empty_session_02_quad1_p005_20260719_004451.bin,empty_session_02_quad1_p005_20260719_004451.bin,session_02,quad1,empty,1,17.0,1.0,0.0,0.85
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad1\empty\empty_session_02_quad1_p009_20260719_004620.bin,empty_session_02_quad1_p009_20260719_004620.bin,session_02,quad1,empty,1,17.0,1.0,0.0,0.8476470588235294
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad1\movement\movement_session_02_quad1_p021_20260719_005048.bin,movement_session_02_quad1_p021_20260719_005048.bin,session_02,quad1,movement,1,17.0,1.0,0.0,0.96
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad1\movement\movement_session_02_quad1_p022_20260719_005110.bin,movement_session_02_quad1_p022_20260719_005110.bin,session_02,quad1,movement,1,15.0,1.0,0.0,0.6473333333333334
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad1\movement\movement_session_02_quad1_p030_20260719_005409.bin,movement_session_02_quad1_p030_20260719_005409.bin,session_02,quad1,movement,1,17.0,1.0,0.0,0.9470588235294118
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad1\static_presence\static_presence_session_02_quad1_p020_20260719_005026.bin,static_presence_session_02_quad1_p020_20260719_005026.bin,session_02,quad1,static_presence,1,17.0,1.0,0.0,0.8758823529411766
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad2\movement\movement_session_02_quad2_p004_20260719_012342.bin,movement_session_02_quad2_p004_20260719_012342.bin,session_02,quad2,movement,1,17.0,1.0,0.0,0.8011764705882353
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad2\static_presence\static_presence_session_02_quad2_p020_20260719_012939.bin,static_presence_session_02_quad2_p020_20260719_012939.bin,session_02,quad2,static_presence,1,17.0,1.0,0.0,0.7811764705882354
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad3\empty\empty_session_02_quad3_p027_20260719_004108.bin,empty_session_02_quad3_p027_20260719_004108.bin,session_02,quad3,empty,1,17.0,1.0,0.0,0.8270588235294118
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad3\empty\empty_session_02_quad3_p028_20260719_004130.bin,empty_session_02_quad3_p028_20260719_004130.bin,session_02,quad3,empty,1,17.0,1.0,0.0,0.8335294117647059
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad3\movement\movement_session_02_quad3_p017_20260719_003725.bin,movement_session_02_quad3_p017_20260719_003725.bin,session_02,quad3,movement,1,17.0,1.0,0.0,0.8329411764705883
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad3\movement\movement_session_02_quad3_p021_20260719_003854.bin,movement_session_02_quad3_p021_20260719_003854.bin,session_02,quad3,movement,1,17.0,1.0,0.0,0.7935294117647059
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad3\movement\movement_session_02_quad3_p030_20260719_004215.bin,movement_session_02_quad3_p030_20260719_004215.bin,session_02,quad3,movement,1,17.0,1.0,0.0,0.898235294117647
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad3\static_presence\static_presence_session_02_quad3_p015_20260719_003640.bin,static_presence_session_02_quad3_p015_20260719_003640.bin,session_02,quad3,static_presence,1,17.0,1.0,0.0,0.8105882352941176
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad4\empty\empty_session_02_quad4_p001_20260719_005558.bin,empty_session_02_quad4_p001_20260719_005558.bin,session_02,quad4,empty,1,17.0,1.0,0.0,0.6376470588235295
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad4\movement\movement_session_02_quad4_p004_20260719_010510.bin,movement_session_02_quad4_p004_20260719_010510.bin,session_02,quad4,movement,1,17.0,1.0,0.0,0.8758823529411766
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad4\static_presence\static_presence_session_02_quad4_p015_20260719_010915.bin,static_presence_session_02_quad4_p015_20260719_010915.bin,session_02,quad4,static_presence,1,17.0,1.0,0.0,0.76
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad5\empty\empty_session_02_quad5_p009_20260719_011407.bin,empty_session_02_quad5_p009_20260719_011407.bin,session_02,quad5,empty,1,17.0,1.0,0.0,0.821764705882353
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad5\empty\empty_session_02_quad5_p010_20260719_011430.bin,empty_session_02_quad5_p010_20260719_011430.bin,session_02,quad5,empty,1,17.0,1.0,0.0,0.8223529411764706
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad5\empty\empty_session_02_quad5_p014_20260719_011559.bin,empty_session_02_quad5_p014_20260719_011559.bin,session_02,quad5,empty,1,17.0,1.0,0.0,0.6964705882352941
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad5\empty\empty_session_02_quad5_p027_20260719_012049.bin,empty_session_02_quad5_p027_20260719_012049.bin,session_02,quad5,empty,1,17.0,1.0,0.0,0.7211764705882353
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad5\movement\movement_session_02_quad5_p012_20260719_011514.bin,movement_session_02_quad5_p012_20260719_011514.bin,session_02,quad5,movement,1,17.0,1.0,0.0,0.9823529411764705
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\empty\empty_session_01_quad1_p014_20260718_162054.bin,empty_session_01_quad1_p014_20260718_162054.bin,session_01,quad1,empty,2,17.0,1.0,0.0,0.7426470588235294
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\empty\empty_session_01_quad1_p018_20260718_162243.bin,empty_session_01_quad1_p018_20260718_162243.bin,session_01,quad1,empty,2,17.0,1.0,0.0,0.8161764705882353
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\movement\movement_session_01_quad1_p021_20260718_162405.bin,movement_session_01_quad1_p021_20260718_162405.bin,session_01,quad1,movement,2,17.0,1.0,0.0,0.8202941176470588
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\movement\movement_session_01_quad1_p022_20260718_162433.bin,movement_session_01_quad1_p022_20260718_162433.bin,session_01,quad1,movement,2,16.0,1.0,0.0,0.9384375
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\static_presence\static_presence_session_01_quad1_p006_20260718_161715.bin,static_presence_session_01_quad1_p006_20260718_161715.bin,session_01,quad1,static_presence,2,17.0,1.0,0.0,0.9670588235294117
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad1\static_presence\static_presence_session_01_quad1_p011_20260718_161932.bin,static_presence_session_01_quad1_p011_20260718_161932.bin,session_01,quad1,static_presence,2,17.0,1.0,0.0,0.9482352941176471
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\empty\empty_session_01_quad2_p009_20260718_163813.bin,empty_session_01_quad2_p009_20260718_163813.bin,session_01,quad2,empty,2,17.0,1.0,0.0,0.7835294117647058
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\empty\empty_session_01_quad2_p010_20260718_163838.bin,empty_session_01_quad2_p010_20260718_163838.bin,session_01,quad2,empty,2,17.0,1.0,0.0,0.8470588235294119
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad2\movement\movement_session_01_quad2_p021_20260718_164317.bin,movement_session_01_quad2_p021_20260718_164317.bin,session_01,quad2,movement,2,17.0,1.0,0.0,0.9338235294117647
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\empty\empty_session_01_quad3_p005_20260718_165122.bin,empty_session_01_quad3_p005_20260718_165122.bin,session_01,quad3,empty,2,17.0,1.0,0.0,0.6655882352941176
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\empty\empty_session_01_quad3_p019_20260718_165717.bin,empty_session_01_quad3_p019_20260718_165717.bin,session_01,quad3,empty,2,17.0,1.0,0.0,0.773235294117647
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\empty\empty_session_01_quad3_p028_20260718_170106.bin,empty_session_01_quad3_p028_20260718_170106.bin,session_01,quad3,empty,2,17.0,1.0,0.0,0.7402941176470588
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\movement\movement_session_01_quad3_p021_20260718_165808.bin,movement_session_01_quad3_p021_20260718_165808.bin,session_01,quad3,movement,2,17.0,1.0,0.0,0.9861764705882353
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\movement\movement_session_01_quad3_p026_20260718_170015.bin,movement_session_01_quad3_p026_20260718_170015.bin,session_01,quad3,movement,2,17.0,1.0,0.0,0.9141176470588235
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\static_presence\static_presence_session_01_quad3_p011_20260718_165354.bin,static_presence_session_01_quad3_p011_20260718_165354.bin,session_01,quad3,static_presence,2,17.0,1.0,0.0,0.9220588235294118
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad3\static_presence\static_presence_session_01_quad3_p015_20260718_165536.bin,static_presence_session_01_quad3_p015_20260718_165536.bin,session_01,quad3,static_presence,2,17.0,1.0,0.0,0.9811764705882353
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad4\empty\empty_session_01_quad4_p001_20260718_172632.bin,empty_session_01_quad4_p001_20260718_172632.bin,session_01,quad4,empty,2,17.0,1.0,0.0,0.8438235294117648
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad4\empty\empty_session_01_quad4_p010_20260718_173020.bin,empty_session_01_quad4_p010_20260718_173020.bin,session_01,quad4,empty,2,17.0,1.0,0.0,0.898235294117647
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad4\empty\empty_session_01_quad4_p019_20260718_173408.bin,empty_session_01_quad4_p019_20260718_173408.bin,session_01,quad4,empty,2,17.0,1.0,0.0,0.8711764705882352
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad4\empty\empty_session_01_quad4_p028_20260718_173757.bin,empty_session_01_quad4_p028_20260718_173757.bin,session_01,quad4,empty,2,17.0,1.0,0.0,0.803235294117647
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad5\empty\empty_session_01_quad5_p014_20260718_174458.bin,empty_session_01_quad5_p014_20260718_174458.bin,session_01,quad5,empty,2,17.0,1.0,0.0,0.855
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad5\empty\empty_session_01_quad5_p028_20260718_175054.bin,empty_session_01_quad5_p028_20260718_175054.bin,session_01,quad5,empty,2,17.0,1.0,0.0,0.8402941176470589
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad5\movement\movement_session_01_quad5_p013_20260718_174433.bin,movement_session_01_quad5_p013_20260718_174433.bin,session_01,quad5,movement,2,17.0,1.0,0.0,0.9682352941176471
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_01\quad5\movement\movement_session_01_quad5_p021_20260718_174756.bin,movement_session_01_quad5_p021_20260718_174756.bin,session_01,quad5,movement,2,17.0,1.0,0.0,0.9773529411764705
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad1\empty\empty_session_02_quad1_p028_20260719_005324.bin,empty_session_02_quad1_p028_20260719_005324.bin,session_02,quad1,empty,2,17.0,1.0,0.0,0.8158823529411765
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad1\movement\movement_session_02_quad1_p003_20260719_004406.bin,movement_session_02_quad1_p003_20260719_004406.bin,session_02,quad1,movement,2,17.0,1.0,0.0,0.9220588235294118
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad1\movement\movement_session_02_quad1_p004_20260719_004428.bin,movement_session_02_quad1_p004_20260719_004428.bin,session_02,quad1,movement,2,17.0,1.0,0.0,0.8605882352941177
C:\Users\Brazza\Documents\UFOP\TCC\Algoritmos\Tools\datasets\raw_bin\session_02\quad1\movement\movement_session_02_quad1_p017_20260719_004919.bin,movement_session_02_quad1_p017_20260719_004919.bin,session_02,quad1,movement,2,17.0,1.0,0.0,0.9491176470588235
