architecture,accuracy_mean,macro_f1_mean,weighted_f1_mean,roc_auc_ovr_macro_mean,average_precision_macro_mean,empty_f1_mean,static_presence_f1_mean,movement_f1_mean,accuracy_std,macro_f1_std,weighted_f1_std,roc_auc_ovr_macro_std,average_precision_macro_std,empty_f1_std,static_presence_f1_std,movement_f1_std
direct_multiclass,0.8433119524987769,0.840196223158736,0.8403385558016071,0.9476948947922323,0.9017221322818225,0.8432427759833848,0.7455398681188179,0.9318060253740053,0.02370845650965866,0.024195633377983194,0.02424682894545044,0.013265734909750243,0.025354439076653128,0.02748133598320759,0.03918360915093487,0.030212177119588506
hierarchical_two_stage,0.8392578982384977,0.8370751220793583,0.8372028052267704,,,0.8353529172487948,0.745263436975417,0.9306090120138633,0.024914906426520198,0.025472318141466502,0.02552739869768313,,,0.027723248254129102,0.04158713320695145,0.028959131241616035
