seed,window_packets,step_packets,train_files,test_files,train_windows,test_windows,selected_subcarrier_count,selected_feature_count,model_name,family,top_k,top_k_sort,parameters_json,accuracy,macro_f1,weighted_f1,roc_auc_ovr_macro,roc_auc_ovr_weighted,average_precision_macro,average_precision_weighted,empty_f1,static_presence_f1,movement_f1,fit_time_ms,prediction_time_ms,prediction_time_us_per_window,test_samples,actual_tree_count,actual_node_count,actual_max_depth,used_feature_count,mean_comparisons_per_prediction
21,100,25,240,60,4033,1006,96,100,gradient_boosting_depth3_20_top100,gradient_boosting,100,100,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.7972166998011928,0.7863755553970213,0.7877809400708967,0.9250898712015774,0.9257191881515424,0.8603239176972303,0.8608624284687356,0.8036649214659686,0.6484517304189436,0.9070100143061517,7858.67860000144,4.125799998291768,4.101192841244302,1006,60,898,3,60,180.0
21,100,25,240,60,4033,1006,96,126,gradient_boosting_depth3_20_top126,gradient_boosting,126,126,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.8081510934393639,0.7996465350208523,0.8009191562905414,0.9346826638210471,0.9352233137789895,0.8686213250791114,0.8689729614204688,0.8105263157894737,0.6737967914438503,0.914616497829233,9846.801899999264,4.80260000040289,4.773956262825934,1006,60,898,3,74,180.0
21,100,25,240,60,4033,1006,96,160,gradient_boosting_depth3_20_top160,gradient_boosting,160,160,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.8101391650099403,0.8016242381541844,0.8028661135742995,0.9380618871963127,0.9385653913348839,0.8809901174029143,0.8815158712368137,0.8052631578947368,0.6774193548387096,0.9221902017291066,12665.846500000043,4.859600001509534,4.8306163036874095,1006,60,898,3,88,180.0
21,100,25,240,60,4033,1006,96,1056,gradient_boosting_depth3_20_topall,gradient_boosting,all,1056,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.8250497017892644,0.817511263708404,0.8186258691926843,0.952304314326654,0.9526667427472154,0.9101216086456697,0.9105538021904349,0.8263157894736842,0.7071428571428572,0.9190751445086706,81622.43280000257,11.55550000112271,11.486580518014621,1006,60,898,3,167,180.0
21,100,25,240,60,4033,1006,96,30,xgboost_depth3_20_top30,xgboost,30,30,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.7157057654075547,0.6795020921304942,0.6823588204348047,0.8576033115654118,0.8587874515237383,0.7148880409063594,0.7165231557870803,0.7442424242424243,0.4050632911392405,0.8892005610098177,150.11220000087633,3.253700000641402,3.234294235230022,1006,60,900,3,29,180.0
21,100,25,240,60,4033,1006,96,50,xgboost_depth3_20_top50,xgboost,50,50,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.6908548707753479,0.6575888534054877,0.6605094869835068,0.861531731879816,0.862709758223618,0.7199208350937472,0.7215441972996849,0.7086419753086419,0.37398373983739835,0.8901408450704226,222.23220000159927,3.686500000185333,3.6645129226494366,1006,60,896,3,39,179.74895397489541
21,100,25,240,60,4033,1006,96,70,xgboost_depth3_20_top70,xgboost,70,70,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.7475149105367793,0.7139361002795296,0.7164236874019485,0.911496800810777,0.9122752248916307,0.8325532178778271,0.833537146583041,0.782608695652174,0.4774193548387097,0.8817802503477051,294.20810000010533,4.247500000928994,4.222166998935382,1006,60,878,3,46,178.59275053304904
21,100,25,240,60,4033,1006,96,100,xgboost_depth3_20_top100,xgboost,100,100,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.8011928429423459,0.7867213057573297,0.7882467939816753,0.9182896791355079,0.9189614033166713,0.8429359399573029,0.8434150454195306,0.806615776081425,0.6372360844529751,0.9163120567375886,428.27930000203196,4.305399997974746,4.279721667966944,1006,60,900,3,55,180.0
21,100,25,240,60,4033,1006,96,126,xgboost_depth3_20_top126,xgboost,126,126,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.8021868787276342,0.7879164017477861,0.7894335097676115,0.9264286446821308,0.92705778223869,0.8544236704557086,0.8548106736738638,0.8106734434561627,0.6398467432950191,0.9132290184921764,522.9867000016384,6.8232000012358185,6.782504971407374,1006,60,900,3,64,180.0
21,100,25,240,60,4033,1006,96,160,xgboost_depth3_20_top160,xgboost,160,160,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.7952286282306164,0.7814577628111463,0.7829683883711597,0.935997323812836,0.9365030951700853,0.8823676541479498,0.882977497723697,0.7959183673469388,0.6323809523809524,0.9160739687055477,681.4845000008063,6.066900001314934,6.030715707072499,1006,60,900,3,79,180.0
21,100,25,240,60,4033,1006,96,1056,xgboost_depth3_20_topall,xgboost,all,1056,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.8071570576540755,0.7942512003754721,0.7956523000498514,0.9486523407775254,0.9490694961994002,0.9064737625610985,0.9069817891440743,0.8101910828025478,0.6564885496183206,0.9160739687055477,4699.373400002514,18.29389999693376,18.184791249437136,1006,60,900,3,144,180.0
42,100,25,240,60,4023,1016,100,30,gradient_boosting_depth3_20_top30,gradient_boosting,30,30,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.7706692913385826,0.7574434371746323,0.7572687978511133,0.9025923823077052,0.9025110879359614,0.8068737707908248,0.8067169604677606,0.7613065326633166,0.5761467889908257,0.934876989869754,2513.7371999990137,3.5845999991579447,3.5281496054704182,1016,60,900,3,30,180.0
42,100,25,240,60,4023,1016,100,50,gradient_boosting_depth3_20_top50,gradient_boosting,50,50,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.7549212598425197,0.7392324187860683,0.739039855231852,0.9000548939380811,0.8999713447040869,0.7960915540928708,0.7959259847269433,0.7434944237918215,0.5393258426966292,0.934876989869754,4026.485899998079,3.830900001048576,3.770570867173795,1016,60,898,3,48,180.0
42,100,25,240,60,4023,1016,100,70,gradient_boosting_depth3_20_top70,gradient_boosting,70,70,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.7667322834645669,0.7514690764569525,0.7512841972424598,0.9021303804230222,0.9020488997604924,0.8049522924413384,0.8047938381379626,0.754950495049505,0.5601503759398496,0.9393063583815029,5569.732399999339,3.757500002393499,3.6983267740093493,1016,60,900,3,60,180.0
42,100,25,240,60,4023,1016,100,100,gradient_boosting_depth3_20_top100,gradient_boosting,100,100,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.859251968503937,0.8575029070224488,0.8574129442247453,0.9473296237136931,0.9472865745909484,0.895483694494262,0.895394070876295,0.8419580419580419,0.7816455696202531,0.948905109489051,7831.350599997677,4.063599997607525,3.9996062968578006,1016,60,900,3,64,180.0
42,100,25,240,60,4023,1016,100,126,gradient_boosting_depth3_20_top126,gradient_boosting,126,126,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.8671259842519685,0.8648974748091889,0.8648119164010106,0.9526570218137347,0.9526164244640791,0.9004668671303393,0.9003787616522096,0.8532235939643347,0.7896440129449838,0.9518248175182482,9808.208500002365,4.515199998422759,4.4440944866365735,1016,60,900,3,77,180.0
42,100,25,240,60,4023,1016,100,160,gradient_boosting_depth3_20_top160,gradient_boosting,160,160,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.8671259842519685,0.8648134361864926,0.8647249213347594,0.9534698536167094,0.9534310956805293,0.9075185244634976,0.9074402791863388,0.8501362397820164,0.7895595432300163,0.9547445255474453,12644.880100000591,4.886200000328245,4.809251968827012,1016,60,900,3,89,180.0
42,100,25,240,60,4023,1016,100,1100,gradient_boosting_depth3_20_topall,gradient_boosting,all,1100,"{""learning_rate"": 0.1, ""max_depth"": 3, ""n_estimators"": 20}",0.8799212598425197,0.8783907397135917,0.8783159819530266,0.9545641872853784,0.954528078407429,0.9070764749262735,0.9069961586907155,0.8693259972489684,0.8115015974440895,0.9543446244477173,84942.30170000083,10.894799997913651,10.7232283444032,1016,60,900,3,170,180.0
42,100,25,240,60,4023,1016,100,30,xgboost_depth3_20_top30,xgboost,30,30,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.764763779527559,0.7458542576667431,0.7456666967146719,0.9072116867645935,0.9071336826743144,0.8213179487968505,0.8211708042201294,0.7602905569007264,0.5408560311284046,0.9364161849710982,147.72649999940768,3.2259999970847275,3.175196847524338,1016,60,898,3,29,179.87473903966597
42,100,25,240,60,4023,1016,100,50,xgboost_depth3_20_top50,xgboost,50,50,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.7509842519685039,0.7288000948031278,0.7285915656623028,0.9053086636803491,0.9052295080904197,0.8107302166309657,0.8105777088534822,0.7437425506555423,0.50199203187251,0.9406657018813314,211.93399999901885,3.5314999986439943,3.475885825437002,1016,60,896,3,42,179.74895397489541
42,100,25,240,60,4023,1016,100,70,xgboost_depth3_20_top70,xgboost,70,70,"{""colsample_bytree"": 1.0, ""learning_rate"": 0.1, ""max_depth"": 3, ""min_child_weight"": 1, ""n_estimators"": 20, ""reg_lambda"": 1.0, ""subsample"": 1.0, ""tree_method"": ""hist""}",0.7509842519685039,0.727311564833652,0.7271108556536746,0.9016283447704908,0.9015453713984011,0.8067599404672797,0.8066003940224481,0.7497005988023953,0.501002004008016,0.9312320916905444,294.6678000007523,3.8726000020687934,3.8116141752645603,1016,60,896,3,57,179.74895397489541
