max_depth,min_samples_split,top_k,accuracy_mean,macro_f1_mean,weighted_f1_mean,roc_auc_ovr_macro_mean,average_precision_macro_mean,empty_f1_mean,static_presence_f1_mean,movement_f1_mean,selected_feature_count_mean,selected_subcarrier_count_mean,train_windows_mean,test_windows_mean,accuracy_std,macro_f1_std,weighted_f1_std,roc_auc_ovr_macro_std,average_precision_macro_std,empty_f1_std,static_presence_f1_std,movement_f1_std,selected_feature_count_std,selected_subcarrier_count_std,train_windows_std,test_windows_std
6,5,126,0.7956318847866432,0.7924129210420902,0.7928609680675988,0.8715318825880081,0.767872793475151,0.822791755672743,0.6857630008662952,0.8686840065872324,126.0,95.33333333333333,4029.0,1010.0,0.027698235010111857,0.02767708850304526,0.027095866395689703,0.023927661153778795,0.03896465765890008,0.030366432008650055,0.039512734804087415,0.024169471931276748,0.0,0.9428090415820642,2.943920288775949,2.943920288775949
4,2,126,0.7857272415479312,0.7801819755215534,0.7807632357990643,0.8740876699619867,0.7507279011086182,0.8021194219296014,0.6642103078901266,0.8742161967449323,126.0,95.33333333333333,4029.0,1010.0,0.027916067151687464,0.03222814292860165,0.03145934896361769,0.01885211306223874,0.0323676619512242,0.026647827221561032,0.06785948178891174,0.015988533015744398,0.0,0.9428090415820642,2.943920288775949,2.943920288775949
8,5,126,0.7860654557637878,0.779797019951746,0.7803801062744548,0.8405632185941546,0.7270261753368139,0.8169291394389555,0.6590251087354148,0.8634368116808679,126.0,95.33333333333333,4029.0,1010.0,0.025127842624258014,0.02987600771994746,0.029120400343898425,0.018108186232801807,0.028568419391136902,0.024699542241195804,0.0581907861554336,0.016091193246500705,0.0,0.9428090415820642,2.943920288775949,2.943920288775949
12,5,126,0.7778139019862156,0.7744482410733924,0.7749723407532407,0.8182545883715097,0.6922764325903888,0.7994288185885993,0.6624560916751239,0.861459812956454,126.0,95.33333333333333,4029.0,1010.0,0.02543651832854373,0.02800685527318752,0.027306714517574774,0.015407255995940896,0.029980858100192104,0.01928630077809306,0.05278529531282298,0.016590345230839333,0.0,0.9428090415820642,2.943920288775949,2.943920288775949
10,10,126,0.7771659371207175,0.7722370441076271,0.7727832403731535,0.8352900448866052,0.7193035826350331,0.8030776214967287,0.6538751305055653,0.8597583803205874,126.0,95.33333333333333,4029.0,1010.0,0.02130775029315861,0.024350716110138837,0.02363659385900447,0.009452604556937791,0.023486496509558072,0.02215894160246938,0.0490581647494261,0.019288238188269403,0.0,0.9428090415820642,2.943920288775949,2.943920288775949
