seed,window_packets,step_packets,train_files,test_files,train_windows,test_windows,selected_subcarrier_count,selected_feature_count,model_name,family,top_k,top_k_sort,parameters_json,class_index,class,precision,recall,f1,support,roc_auc,average_precision
42,100,25,240,60,4023,1016,100,70,decision_tree_depth6_top70,decision_tree,70,70,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_split"": 5}",0,empty,0.6384439359267735,0.8230088495575221,0.7190721649484536,339,0.8527056291203164,0.6222960655072954
42,100,25,240,60,4023,1016,100,70,decision_tree_depth6_top70,decision_tree,70,70,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_split"": 5}",1,static_presence,0.6652892561983471,0.4749262536873156,0.5542168674698795,339,0.7647481732264937,0.6053125169236215
42,100,25,240,60,4023,1016,100,70,decision_tree_depth6_top70,decision_tree,70,70,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_split"": 5}",2,movement,0.9287833827893175,0.9260355029585798,0.9274074074074075,338,0.9707000226911731,0.945255265575768
42,100,25,240,60,4023,1016,100,100,decision_tree_depth6_top100,decision_tree,100,100,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_split"": 5}",0,empty,0.7320099255583127,0.8702064896755162,0.7951482479784366,339,0.88447645564546,0.7302543710824526
42,100,25,240,60,4023,1016,100,100,decision_tree_depth6_top100,decision_tree,100,100,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_split"": 5}",1,static_presence,0.8022388059701493,0.6342182890855457,0.7084019769357496,339,0.8394901155976175,0.7081071737378516
42,100,25,240,60,4023,1016,100,100,decision_tree_depth6_top100,decision_tree,100,100,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_split"": 5}",2,movement,0.9217391304347826,0.9408284023668639,0.931185944363104,338,0.9674119844303642,0.9589768389874048
42,100,25,240,60,4023,1016,100,126,decision_tree_depth6_top126,decision_tree,126,126,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_split"": 5}",0,empty,0.7847769028871391,0.8820058997050148,0.8305555555555556,339,0.8831191749127463,0.7860870119223098
42,100,25,240,60,4023,1016,100,126,decision_tree_depth6_top126,decision_tree,126,126,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_split"": 5}",1,static_presence,0.8350515463917526,0.7168141592920354,0.7714285714285715,339,0.882201975573304,0.8026543167408875
42,100,25,240,60,4023,1016,100,126,decision_tree_depth6_top126,decision_tree,126,126,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_split"": 5}",2,movement,0.9302325581395349,0.9467455621301775,0.9384164222873901,338,0.9653872335969,0.9402546379462802
42,100,25,240,60,4023,1016,100,160,decision_tree_depth6_top160,decision_tree,160,160,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_split"": 5}",0,empty,0.8236842105263158,0.9233038348082596,0.8706536856745479,339,0.9120447227269359,0.8081745299245018
42,100,25,240,60,4023,1016,100,160,decision_tree_depth6_top160,decision_tree,160,160,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_split"": 5}",1,static_presence,0.8311688311688312,0.7551622418879056,0.7913446676970634,339,0.8657991398805245,0.7723821561695985
42,100,25,240,60,4023,1016,100,160,decision_tree_depth6_top160,decision_tree,160,160,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_split"": 5}",2,movement,0.926829268292683,0.8994082840236687,0.9129129129129129,338,0.9475135710670088,0.9095247930685658
42,100,25,240,60,4023,1016,100,1100,decision_tree_depth6_topall,decision_tree,all,1100,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_split"": 5}",0,empty,0.8031496062992126,0.9026548672566371,0.85,339,0.9319769240489232,0.8070275794333832
42,100,25,240,60,4023,1016,100,1100,decision_tree_depth6_topall,decision_tree,all,1100,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_split"": 5}",1,static_presence,0.7817589576547231,0.7079646017699115,0.7430340557275542,339,0.8295991773528016,0.7684123690871998
42,100,25,240,60,4023,1016,100,1100,decision_tree_depth6_topall,decision_tree,all,1100,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""min_samples_split"": 5}",2,movement,0.9115853658536586,0.8846153846153846,0.8978978978978979,338,0.9570438637831422,0.9291752968273078
42,100,25,240,60,4023,1016,100,70,random_forest_100_top70,random_forest,70,70,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",0,empty,0.6880952380952381,0.8525073746312685,0.761528326745718,339,0.9015895217055986,0.7644235302206877
42,100,25,240,60,4023,1016,100,70,random_forest_100_top70,random_forest,70,70,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",1,static_presence,0.7530364372469636,0.5486725663716814,0.6348122866894198,339,0.83854677280907,0.7317252640219042
42,100,25,240,60,4023,1016,100,70,random_forest_100_top70,random_forest,70,70,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",2,movement,0.9312320916905444,0.9615384615384616,0.9461426491994177,338,0.9853052835523903,0.9700051395508695
42,100,25,240,60,4023,1016,100,100,random_forest_100_top100,random_forest,100,100,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",0,empty,0.8116710875331565,0.9026548672566371,0.8547486033519553,339,0.9474342383323966,0.871371767807083
42,100,25,240,60,4023,1016,100,100,random_forest_100_top100,random_forest,100,100,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",1,static_presence,0.8576271186440678,0.7463126843657817,0.7981072555205048,339,0.9159270249190642,0.8469370074567948
42,100,25,240,60,4023,1016,100,100,random_forest_100_top100,random_forest,100,100,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",2,movement,0.9476744186046512,0.9644970414201184,0.9560117302052786,338,0.9925097310223246,0.9872303363060195
42,100,25,240,60,4023,1016,100,126,random_forest_100_top126,random_forest,126,126,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",0,empty,0.8315508021390374,0.9174041297935103,0.8723702664796634,339,0.9497762556480742,0.862039750784244
42,100,25,240,60,4023,1016,100,126,random_forest_100_top126,random_forest,126,126,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",1,static_presence,0.8803986710963455,0.7817109144542773,0.828125,339,0.921188394051494,0.8631354627605491
42,100,25,240,60,4023,1016,100,126,random_forest_100_top126,random_forest,126,126,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",2,movement,0.9589442815249267,0.9674556213017751,0.9631811487481591,338,0.9947264840899968,0.991003008355781
42,100,25,240,60,4023,1016,100,160,random_forest_100_top160,random_forest,160,160,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",0,empty,0.8324324324324325,0.9085545722713865,0.8688293370944993,339,0.9508808163727707,0.8633318205015282
42,100,25,240,60,4023,1016,100,160,random_forest_100_top160,random_forest,160,160,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",1,static_presence,0.8733766233766234,0.7935103244837758,0.8315301391035549,339,0.9217657285525679,0.8728433874423137
42,100,25,240,60,4023,1016,100,160,random_forest_100_top160,random_forest,160,160,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",2,movement,0.9674556213017751,0.9674556213017751,0.9674556213017751,338,0.9924180935923617,0.9888355202966892
42,100,25,240,60,4023,1016,100,1100,random_forest_100_topall,random_forest,all,1100,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",0,empty,0.8486486486486486,0.9262536873156342,0.8857545839210155,339,0.9518960536463575,0.8544271311363878
42,100,25,240,60,4023,1016,100,1100,random_forest_100_topall,random_forest,all,1100,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",1,static_presence,0.8996763754045307,0.8200589970501475,0.8580246913580247,339,0.9203626967839201,0.8885775530372065
42,100,25,240,60,4023,1016,100,1100,random_forest_100_topall,random_forest,all,1100,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",2,movement,0.973293768545994,0.9704142011834319,0.9718518518518519,338,0.9928544623064705,0.9895917725292522
42,100,25,240,60,4023,1016,100,70,extra_trees_100_top70,extra_trees,70,70,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",0,empty,0.671201814058957,0.8731563421828908,0.7589743589743589,339,0.8905460930793934,0.7232549731962393
42,100,25,240,60,4023,1016,100,70,extra_trees_100_top70,extra_trees,70,70,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",1,static_presence,0.7660550458715596,0.49262536873156343,0.599640933572711,339,0.8252419358352614,0.7203082520654653
42,100,25,240,60,4023,1016,100,70,extra_trees_100_top70,extra_trees,70,70,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",2,movement,0.9187675070028011,0.9704142011834319,0.943884892086331,338,0.9871423958387879,0.9704184527230346
42,100,25,240,60,4023,1016,100,100,extra_trees_100_top100,extra_trees,100,100,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",0,empty,0.7938931297709924,0.9203539823008849,0.8524590163934426,339,0.9479309638653961,0.8574729161137221
42,100,25,240,60,4023,1016,100,100,extra_trees_100_top100,extra_trees,100,100,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",1,static_presence,0.8808664259927798,0.7197640117994101,0.7922077922077922,339,0.9144085262502014,0.8690552227811155
42,100,25,240,60,4023,1016,100,100,extra_trees_100_top100,extra_trees,100,100,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",2,movement,0.9479768786127167,0.9704142011834319,0.9590643274853801,338,0.9936246530868722,0.9886427518602796
42,100,25,240,60,4023,1016,100,126,extra_trees_100_top126,extra_trees,126,126,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",0,empty,0.8081841432225064,0.9321533923303835,0.8657534246575342,339,0.9535823061136456,0.8547923535508487
42,100,25,240,60,4023,1016,100,126,extra_trees_100_top126,extra_trees,126,126,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",1,static_presence,0.9021739130434783,0.7345132743362832,0.8097560975609757,339,0.9207395981751871,0.8799272890565859
42,100,25,240,60,4023,1016,100,126,extra_trees_100_top126,extra_trees,126,126,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",2,movement,0.9455587392550143,0.9763313609467456,0.9606986899563319,338,0.9939737480581593,0.9884390504256277
42,100,25,240,60,4023,1016,100,160,extra_trees_100_top160,extra_trees,160,160,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",0,empty,0.8191214470284238,0.9351032448377581,0.8732782369146006,339,0.949761005302763,0.8508342750253814
42,100,25,240,60,4023,1016,100,160,extra_trees_100_top160,extra_trees,160,160,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",1,static_presence,0.9081272084805654,0.7581120943952803,0.8263665594855305,339,0.9168507601207827,0.8758740102304106
42,100,25,240,60,4023,1016,100,160,extra_trees_100_top160,extra_trees,160,160,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",2,movement,0.9566473988439307,0.9792899408284024,0.9678362573099415,338,0.9930311916356844,0.9897768967072681
42,100,25,240,60,4023,1016,100,1100,extra_trees_100_topall,extra_trees,all,1100,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",0,empty,0.8341968911917098,0.9498525073746312,0.8882758620689655,339,0.9518786246802874,0.8640562603415948
42,100,25,240,60,4023,1016,100,1100,extra_trees_100_topall,extra_trees,all,1100,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",1,static_presence,0.9180887372013652,0.7935103244837758,0.8512658227848101,339,0.9186176215561451,0.8881527066693554
42,100,25,240,60,4023,1016,100,1100,extra_trees_100_topall,extra_trees,all,1100,"{""class_weight"": ""balanced"", ""n_estimators"": 100}",2,movement,0.9703264094955489,0.9674556213017751,0.9688888888888889,338,0.995069033530572,0.9921074151157696
42,100,25,240,60,4023,1016,100,70,gradient_boosting_default_top70,gradient_boosting,70,70,{},0,empty,0.6737089201877934,0.8466076696165191,0.7503267973856209,339,0.888228040592062,0.7429584268715561
42,100,25,240,60,4023,1016,100,70,gradient_boosting_default_top70,gradient_boosting,70,70,{},1,static_presence,0.71900826446281,0.5132743362831859,0.5989672977624785,339,0.825642802054875,0.723466582886495
42,100,25,240,60,4023,1016,100,70,gradient_boosting_default_top70,gradient_boosting,70,70,{},2,movement,0.9166666666666666,0.9437869822485208,0.9300291545189504,338,0.9864354785219318,0.9723723112843196
42,100,25,240,60,4023,1016,100,100,gradient_boosting_default_top100,gradient_boosting,100,100,{},0,empty,0.8203753351206434,0.9026548672566371,0.8595505617977528,339,0.9489200576898777,0.8672238219014297
