label,precision,recall,f1_score,support
empty,0.7692307692307693,0.6666666666666666,0.7142857142857142,15
static_presence,0.6333333333333333,0.6785714285714286,0.6551724137931035,28
movement,0.6333333333333333,0.6333333333333333,0.6333333333333333,30
