seed,classifier,label,precision,recall,f1,support,roc_auc,average_precision
84,xgboost_depth3_20,movement,0.5,0.5,0.5,28,0.7952008928571428,0.6726060661344226
126,gradient_boosting_depth3_20,empty,1.0,0.75,0.8571428571428571,16,0.9445564516129032,0.9073331193838254
126,gradient_boosting_depth3_20,static_presence,0.7419354838709677,0.7419354838709677,0.7419354838709677,31,0.8380233356211393,0.8108456611632402
126,gradient_boosting_depth3_20,movement,0.7714285714285715,0.8709677419354839,0.8181818181818182,31,0.9004804392587509,0.7755439127713875
126,logistic_regression_c0_1,empty,0.5263157894736842,0.625,0.5714285714285714,16,0.813508064516129,0.6789902075263917
126,logistic_regression_c0_1,static_presence,0.5517241379310345,0.5161290322580645,0.5333333333333333,31,0.6739876458476322,0.5655995006716096
126,logistic_regression_c0_1,movement,0.6666666666666666,0.6451612903225806,0.6557377049180327,31,0.824296499656829,0.7967335109975728
126,logistic_regression_c1,empty,0.6875,0.6875,0.6875,16,0.8659274193548387,0.7552474306607371
126,logistic_regression_c1,static_presence,0.6071428571428571,0.5483870967741935,0.576271186440678,31,0.6815374056280027,0.6110020263854663
126,logistic_regression_c1,movement,0.6470588235294118,0.7096774193548387,0.676923076923077,31,0.8112560054907344,0.7499284190787083
126,logistic_regression_c10,empty,0.6875,0.6875,0.6875,16,0.8649193548387096,0.7190977984523066
126,logistic_regression_c10,static_presence,0.64,0.5161290322580645,0.5714285714285714,31,0.7137954701441318,0.615256606098687
126,logistic_regression_c10,movement,0.6486486486486487,0.7741935483870968,0.7058823529411765,31,0.7872340425531914,0.7018089463853182
126,logistic_regression_c1_balanced,empty,0.6470588235294118,0.6875,0.6666666666666666,16,0.8659274193548387,0.7552474306607371
126,logistic_regression_c1_balanced,static_presence,0.6071428571428571,0.5483870967741935,0.576271186440678,31,0.6801647220315717,0.6074244700511393
126,logistic_regression_c1_balanced,movement,0.6666666666666666,0.7096774193548387,0.6875,31,0.8105696636925188,0.7446020733813897
126,xgboost_depth2_10,empty,0.8666666666666667,0.8125,0.8387096774193549,16,0.904233870967742,0.7595122139764997
126,xgboost_depth2_10,static_presence,0.6756756756756757,0.8064516129032258,0.7352941176470589,31,0.8112560054907344,0.7812905858478676
126,xgboost_depth2_10,movement,0.7692307692307693,0.6451612903225806,0.7017543859649122,31,0.8846945778997941,0.8420990392728027
126,xgboost_depth2_20,empty,0.7647058823529411,0.8125,0.7878787878787878,16,0.9254032258064515,0.8147321089975237
126,xgboost_depth2_20,static_presence,0.6875,0.7096774193548387,0.6984126984126984,31,0.8339052848318462,0.7835668401696596
126,xgboost_depth2_20,movement,0.7241379310344828,0.6774193548387096,0.7,31,0.8881262868908716,0.8274640610894333
126,xgboost_depth3_20,empty,0.9333333333333333,0.875,0.9032258064516129,16,0.9536290322580645,0.9198190789473684
126,xgboost_depth3_20,static_presence,0.71875,0.7419354838709677,0.7301587301587301,31,0.817433081674674,0.7558521800245237
126,xgboost_depth3_20,movement,0.7419354838709677,0.7419354838709677,0.7419354838709677,31,0.873713109128346,0.7906042859276959
168,gradient_boosting_depth3_20,empty,0.9210526315789473,0.875,0.8974358974358975,40,0.9814655172413793,0.9729458351998727
168,gradient_boosting_depth3_20,static_presence,0.5277777777777778,0.6785714285714286,0.59375,28,0.8545918367346939,0.6213703926502101
168,gradient_boosting_depth3_20,movement,0.75,0.6,0.6666666666666666,30,0.8833333333333334,0.8253633489553959
168,logistic_regression_c0_1,empty,0.7714285714285715,0.675,0.72,40,0.8745689655172414,0.8157166420441857
168,logistic_regression_c0_1,static_presence,0.5483870967741935,0.6071428571428571,0.576271186440678,28,0.7510204081632653,0.6147829835793147
168,logistic_regression_c0_1,movement,0.6875,0.7333333333333333,0.7096774193548387,30,0.875,0.834879011763145
168,logistic_regression_c1,empty,0.71875,0.575,0.6388888888888888,40,0.8655172413793104,0.7758570357566842
168,logistic_regression_c1,static_presence,0.5294117647058824,0.6428571428571429,0.5806451612903226,28,0.7459183673469387,0.5806944514955857
168,logistic_regression_c1,movement,0.59375,0.6333333333333333,0.6129032258064516,30,0.8274509803921568,0.7663278894273668
168,logistic_regression_c10,empty,0.7272727272727273,0.6,0.6575342465753424,40,0.8590517241379311,0.7773031866853558
168,logistic_regression_c10,static_presence,0.5625,0.6428571428571429,0.6,28,0.7658163265306124,0.5924343943146196
