seed,classifier,family,top_k,estimated_model_units,max_depth,n_estimators,c,class_weight,train_samples,test_samples,accuracy,macro_f1,weighted_f1,empty_precision,empty_recall,empty_f1,empty_support,static_presence_precision,static_presence_recall,static_presence_f1,static_presence_support,movement_precision,movement_recall,movement_f1,movement_support,roc_auc_ovr_macro,roc_auc_ovr_weighted,average_precision_macro,average_precision_weighted,empty_roc_auc,empty_average_precision,static_presence_roc_auc,static_presence_average_precision,movement_roc_auc,movement_average_precision,fit_time_ms,prediction_time_ms
126,xgboost_depth3_20,xgboost,231,20,3,20,,,339,78,0.7692307692307693,0.7917733401604369,0.7703401735659801,0.9333333333333333,0.875,0.9032258064516129,16,0.71875,0.7419354838709677,0.7301587301587301,31,0.7419354838709677,0.7419354838709677,0.7419354838709677,31,0.8815917410203614,0.8677384157823417,0.8220918482998627,0.8032981500984193,0.9536290322580645,0.9198190789473684,0.817433081674674,0.7558521800245237,0.873713109128346,0.7906042859276959,551.9521999999597,3.953199999955359
168,gradient_boosting_depth3_20,gradient_boosting,231,20,3,20,,,319,98,0.7346938775510204,0.7192841880341879,0.7400248560962847,0.9210526315789473,0.875,0.8974358974358975,40,0.5277777777777778,0.6785714285714286,0.59375,28,0.75,0.6,0.6666666666666666,30,0.9064635624364689,0.9151754297778225,0.8065598589351596,0.8273173966414558,0.9814655172413793,0.9729458351998727,0.8545918367346939,0.6213703926502101,0.8833333333333334,0.8253633489553959,1115.8224000000132,4.32100000000446
168,logistic_regression_c0_1,logistic_regression,231,1,,,0.1,,319,98,0.673469387755102,0.6686495352651723,0.6757746510304504,0.7714285714285715,0.675,0.72,40,0.5483870967741935,0.6071428571428571,0.576271186440678,28,0.6875,0.7333333333333333,0.7096774193548387,30,0.8335297912268356,0.8394013270332764,0.7551262124622151,0.764173056886557,0.8745689655172414,0.8157166420441857,0.7510204081632653,0.6147829835793147,0.875,0.834879011763145,55.76380000002246,5.679299999997056
168,logistic_regression_c1,logistic_regression,231,1,,,1.0,,319,98,0.6122448979591837,0.6108124253285543,0.6142930290395728,0.71875,0.575,0.6388888888888888,40,0.5294117647058824,0.6428571428571429,0.5806451612903226,28,0.59375,0.6333333333333333,0.6129032258064516,30,0.8129621963728019,0.8196931974760348,0.7076264588932123,0.7171792117853548,0.8655172413793104,0.7758570357566842,0.7459183673469387,0.5806944514955857,0.8274509803921568,0.7663278894273668,80.33089999997856,5.455999999981032
168,logistic_regression_c10,logistic_regression,231,1,,,10.0,,319,98,0.6326530612244898,0.6308182938319925,0.6341733562309465,0.7272727272727273,0.6,0.6575342465753424,40,0.5625,0.6428571428571429,0.6,28,0.6060606060606061,0.6666666666666666,0.6349206349206349,30,0.8113939253862466,0.8171871211538804,0.7037150167740213,0.7134950468151656,0.8590517241379311,0.7773031866853558,0.7658163265306124,0.5924343943146196,0.8093137254901961,0.7414074693220883,104.80050000001029,6.097399999987374
168,logistic_regression_c1_balanced,logistic_regression,231,1,,,1.0,balanced,319,98,0.6326530612244898,0.623015873015873,0.6326530612244898,0.7,0.7,0.7,40,0.5357142857142857,0.5357142857142857,0.5357142857142857,28,0.6333333333333333,0.6333333333333333,0.6333333333333333,30,0.8131463504942206,0.8194560582853833,0.7057158934595956,0.7148561337821174,0.8616379310344828,0.7704136799852338,0.7464285714285716,0.5813330502842179,0.8313725490196078,0.7654009501093352,99.19700000000375,9.909499999992022
168,xgboost_depth2_10,xgboost,231,10,2,10,,,319,98,0.7755102040816326,0.7597995873857943,0.777892058680236,0.9473684210526315,0.9,0.9230769230769231,40,0.6666666666666666,0.7142857142857143,0.6896551724137931,28,0.6666666666666666,0.6666666666666666,0.6666666666666666,30,0.9024420687815357,0.9095006475496603,0.8132623699147811,0.8263273053482619,0.9616379310344828,0.927759991345363,0.8525510204081633,0.7455686408271345,0.8931372549019608,0.7664584775718457,185.42869999998857,4.303999999990538
168,xgboost_depth2_20,xgboost,231,20,2,20,,,319,98,0.7857142857142857,0.7680053607548899,0.7846851232646229,0.9024390243902439,0.925,0.9135802469135802,40,0.6785714285714286,0.6785714285714286,0.6785714285714286,28,0.7241379310344828,0.7,0.711864406779661,30,0.9206530313274736,0.9273502504450055,0.8396305342694933,0.8540126387850506,0.9771551724137931,0.9672408582195351,0.875,0.7729590327573964,0.9098039215686274,0.7786917118315485,297.5089000000253,4.971599999976206
168,xgboost_depth3_20,xgboost,231,20,3,20,,,319,98,0.8061224489795918,0.7949020626848311,0.8085281107505922,0.9230769230769231,0.9,0.9113924050632911,40,0.6470588235294118,0.7857142857142857,0.7096774193548387,28,0.84,0.7,0.7636363636363637,30,0.9361689503387561,0.9410870259433822,0.8841269311874113,0.8944536338994103,0.9767241379310344,0.9685670787531291,0.8979591836734694,0.8003192361280423,0.9338235294117647,0.8834944786810622,533.6965999999848,6.505899999979192
210,gradient_boosting_depth3_20,gradient_boosting,231,20,3,20,,,338,79,0.569620253164557,0.5643557239601784,0.571397431465551,0.5,0.5625,0.5294117647058824,16,0.5277777777777778,0.6129032258064516,0.5671641791044776,31,0.68,0.53125,0.5964912280701754,32,0.7693948299215974,0.7507120520351063,0.6659170631946593,0.6670957527491475,0.8650793650793651,0.6620605306219821,0.7143817204301075,0.6345051095529266,0.7287234042553192,0.701185549409069,1197.838700000034,3.8255999999705637
210,logistic_regression_c0_1,logistic_regression,231,1,,,0.1,,338,79,0.5316455696202531,0.5089126559714795,0.5295945305625127,0.3684210526315789,0.4375,0.4,16,0.5675675675675675,0.6774193548387096,0.6176470588235294,31,0.6086956521739131,0.4375,0.509090909090909,32,0.6952543686200171,0.6946723545329794,0.5809647031346631,0.5995117695072515,0.6964285714285714,0.4852971413373089,0.7224462365591398,0.6464274484578487,0.6668882978723405,0.6111695196088318,60.58330000001888,4.733199999975568
210,logistic_regression_c1,logistic_regression,231,1,,,1.0,,338,79,0.4936708860759494,0.4985883681535856,0.4888034365194519,0.5294117647058824,0.5625,0.5454545454545454,16,0.47368421052631576,0.5806451612903226,0.5217391304347826,31,0.5,0.375,0.42857142857142855,32,0.6804923458363747,0.6711855920211698,0.541863054485659,0.5494100271320023,0.7271825396825398,0.5035585712251694,0.6686827956989247,0.5585239475923783,0.6456117021276596,0.5635066446394291,79.34239999997317,4.954100000020389
210,logistic_regression_c10,logistic_regression,231,1,,,10.0,,338,79,0.46835443037974683,0.470951654913919,0.4551431438820978,0.5294117647058824,0.5625,0.5454545454545454,16,0.4634146341463415,0.6129032258064516,0.5277777777777778,31,0.42857142857142855,0.28125,0.33962264150943394,32,0.6561206300181935,0.6421445564490272,0.5157883800332086,0.5162083896307247,0.7261904761904762,0.5142191471606968,0.6391129032258065,0.5077153477896277,0.603058510638298,0.5254306451493013,105.12849999997798,5.2076999999712825
210,logistic_regression_c1_balanced,logistic_regression,231,1,,,1.0,balanced,338,79,0.5063291139240507,0.5055000129168927,0.5000846628740053,0.5,0.5625,0.5294117647058824,16,0.5,0.6129032258064516,0.5507246376811594,31,0.5217391304347826,0.375,0.43636363636363634,32,0.6809297071608328,0.6713237274441153,0.54112360965322,0.5478063825934791,0.7291666666666667,0.5074648212251694,0.668010752688172,0.5517251622215562,0.6456117021276596,0.5641808455129343,81.60750000001826,4.855099999986123
210,xgboost_depth2_10,xgboost,231,10,2,10,,,338,79,0.4936708860759494,0.478868258178603,0.4938924890037942,0.3684210526315789,0.4375,0.4,16,0.5294117647058824,0.5806451612903226,0.5538461538461539,31,0.5384615384615384,0.4375,0.4827586206896552,32,0.7149749498861544,0.6988180203403742,0.6117455264717359,0.6214215551458518,0.7961309523809523,0.5612053008337838,0.6928763440860215,0.6559828714238057,0.6559175531914894,0.618048407157618,178.903900000023,3.6149999999679494
210,xgboost_depth2_20,xgboost,231,20,2,20,,,338,79,0.5316455696202531,0.5190210563344891,0.5335157736442452,0.4,0.5,0.4444444444444444,16,0.5277777777777778,0.6129032258064516,0.5671641791044776,31,0.6521739130434783,0.46875,0.5454545454545454,32,0.7459509465343371,0.7295075966467025,0.626416550036974,0.6362726218750107,0.8293650793650794,0.5765440361679217,0.7103494623655914,0.6457470967369171,0.6981382978723405,0.6569585172060832,309.37810000000354,3.663399999993544
210,xgboost_depth3_20,xgboost,231,20,3,20,,,338,79,0.5569620253164557,0.534677402831561,0.5586675287550836,0.3888888888888889,0.4375,0.4117647058823529,16,0.5714285714285714,0.6451612903225806,0.6060606060606061,31,0.6538461538461539,0.53125,0.5862068965517241,32,0.7706724152331565,0.7547489729350758,0.6496952415439204,0.6617563176045846,0.8521825396825397,0.5895626011292393,0.7244623655913978,0.6589924793863424,0.7353723404255319,0.7005306441161796,534.3240000000264,3.869699999995646
336,gradient_boosting_depth3_20,gradient_boosting,231,20,3,20,,,343,74,0.6486486486486487,0.6477696078431373,0.6479898648648649,0.6470588235294118,0.6470588235294118,0.6470588235294118,17,0.7272727272727273,0.5714285714285714,0.64,28,0.6,0.7241379310344828,0.65625,29,0.7831820814984418,0.7706355096515278,0.6592053743376122,0.6738640499504688,0.8658410732714138,0.5665488356755886,0.7197204968944099,0.6863418429304982,0.7639846743295019,0.7247254444067497,1245.4376999999681,3.7361999999916407
336,logistic_regression_c0_1,logistic_regression,231,1,,,0.1,,343,74,0.6351351351351351,0.6274018379281537,0.6368962947910316,0.5555555555555556,0.5882352941176471,0.5714285714285714,17,0.5862068965517241,0.6071428571428571,0.5964912280701754,28,0.7407407407407407,0.6896551724137931,0.7142857142857143,29,0.7776186492728376,0.7784553432150686,0.6485283302816095,0.6692054581812691,0.7770897832817337,0.523336153480046,0.7220496894409939,0.6207269873255672,0.8337164750957854,0.8015218500392154,64.56249999996544,4.486399999962032
336,logistic_regression_c1,logistic_regression,231,1,,,1.0,,343,74,0.6081081081081081,0.6066397566397567,0.6085862275051465,0.55,0.6470588235294118,0.5945945945945946,17,0.6071428571428571,0.6071428571428571,0.6071428571428571,28,0.6538461538461539,0.5862068965517241,0.6181818181818182,29,0.7708836279191967,0.7640319953821099,0.615518181102947,0.6318086749737799,0.8183694530443757,0.5205668553819736,0.7080745341614907,0.5494375433129864,0.7862068965517242,0.7765501446138809,79.27530000000615,5.627300000014657
336,logistic_regression_c10,logistic_regression,231,1,,,10.0,,343,74,0.6081081081081081,0.6104497128887373,0.6069939289451485,0.5416666666666666,0.7647058823529411,0.6341463414634146,17,0.5925925925925926,0.5714285714285714,0.5818181818181818,28,0.6956521739130435,0.5517241379310345,0.6153846153846154,29,0.7656886647098583,0.751974285498313,0.6058197491508513,0.6168721195955074,0.8575851393188854,0.5460055617267419,0.6777950310559006,0.5057145853356175,0.7616858237547893,0.7657391003901945,107.54630000002408,4.74819999999454
336,logistic_regression_c1_balanced,logistic_regression,231,1,,,1.0,balanced,343,74,0.6081081081081081,0.6073184676958262,0.6083584442075007,0.5217391304347826,0.7058823529411765,0.6,17,0.6296296296296297,0.6071428571428571,0.6181818181818182,28,0.6666666666666666,0.5517241379310345,0.6037735849056604,29,0.7708735139285731,0.7640515801843033,0.620669642232132,0.6376687120778908,0.8183694530443757,0.5205668553819736,0.7057453416149069,0.5639719158478849,0.7885057471264368,0.7774701554665375,74.69700000001467,5.197599999974045
336,xgboost_depth2_10,xgboost,231,10,2,10,,,343,74,0.527027027027027,0.5226418925779267,0.5262058433700224,0.5333333333333333,0.47058823529411764,0.5,17,0.6190476190476191,0.4642857142857143,0.5306122448979592,28,0.47368421052631576,0.6206896551724138,0.5373134328358209,29,0.737994514156259,0.7219928738807457,0.5781163271984932,0.5918047047158239,0.8410732714138287,0.4911944397194399,0.6851708074534162,0.6082390406646624,0.6877394636015326,0.6349155012113774,179.38589999999976,3.4967999999935273
336,xgboost_depth2_20,xgboost,231,20,2,20,,,343,74,0.581081081081081,0.5693860059217704,0.5778337945238367,0.5714285714285714,0.47058823529411764,0.5161290322580645,17,0.7,0.5,0.5833333333333334,28,0.525,0.7241379310344828,0.6086956521739131,29,0.7533076365645375,0.7394568481525002,0.6115591044348445,0.6276547520524376,0.8431372549019608,0.5079400988570539,0.7003105590062111,0.6639092476664384,0.7164750957854406,0.662827966781041,306.6429000000426,4.711900000017977
336,xgboost_depth3_20,xgboost,231,20,3,20,,,343,74,0.6756756756756757,0.674695340501792,0.6759256030223771,0.631578947368421,0.7058823529411765,0.6666666666666666,17,0.7727272727272727,0.6071428571428571,0.68,28,0.6363636363636364,0.7241379310344828,0.6774193548387096,29,0.7593286082154264,0.7481775826169419,0.6221369424081797,0.6366274852243141,0.8328173374613003,0.5282103958057072,0.702639751552795,0.6769553332439168,0.7425287356321838,0.6612450981749155,576.0480000000143,3.7750000000187356
512,gradient_boosting_depth3_20,gradient_boosting,231,20,3,20,,,320,97,0.8247422680412371,0.8134877027734171,0.8189172020909871,0.813953488372093,0.9459459459459459,0.875,37,0.7941176470588235,0.8709677419354839,0.8307692307692308,31,0.9,0.6206896551724138,0.7346938775510204,29,0.9433895814285792,0.9458156458459673,0.9021398030818074,0.9063546718619407,0.9761261261261261,0.9600833429087376,0.9301075268817205,0.8747867796105486,0.9239350912778905,0.871549286726136,1126.6855000000078,4.073300000015934
512,logistic_regression_c0_1,logistic_regression,231,1,,,0.1,,320,97,0.6288659793814433,0.630335471951204,0.635297879476822,0.7575757575757576,0.6756756756756757,0.7142857142857143,37,0.475,0.6129032258064516,0.5352112676056338,31,0.7083333333333334,0.5862068965517241,0.6415094339622641,29,0.7853526109431362,0.7879063527941635,0.6688926143270195,0.6701896344287284,0.831081081081081,0.711570471842365,0.7262952101661779,0.5610866591985181,0.7986815415821501,0.7340207119401755,56.25109999999722,6.051500000012311
512,logistic_regression_c1,logistic_regression,231,1,,,1.0,,320,97,0.6804123711340206,0.68003108003108,0.6832287986927162,0.8275862068965517,0.6486486486486487,0.7272727272727273,37,0.6176470588235294,0.6774193548387096,0.6461538461538462,31,0.6176470588235294,0.7241379310344828,0.6666666666666666,29,0.8043307492891998,0.8081739162394105,0.6851426881558108,0.6882405368436371,0.8711711711711713,0.7523689004390844,0.7233626588465298,0.5664835003822871,0.8184584178498986,0.736575663646061,78.7679999999682,5.604099999970913
512,logistic_regression_c10,logistic_regression,231,1,,,10.0,,320,97,0.7216494845360825,0.7198551047152782,0.7253338604848214,0.8709677419354839,0.7297297297297297,0.7941176470588235,37,0.7,0.6774193548387096,0.6885245901639344,31,0.6111111111111112,0.7586206896551724,0.676923076923077,29,0.8187220454052883,0.8233125677637503,0.7041552026122725,0.7075767993519284,0.8950450450450451,0.7758505689758984,0.7360703812316716,0.583321179031082,0.825050709939148,0.7532938598298372,108.12479999998459,5.976099999998041
512,logistic_regression_c1_balanced,logistic_regression,231,1,,,1.0,balanced,320,97,0.7010309278350515,0.6979443143377569,0.703359971671616,0.8181818181818182,0.7297297297297297,0.7714285714285715,37,0.65625,0.6774193548387096,0.6666666666666666,31,0.625,0.6896551724137931,0.6557377049180327,29,0.8050207354630571,0.8087518606317877,0.6846268554601851,0.6875991118573015,0.8698198198198198,0.7498513551886696,0.7267839687194526,0.5678832918063952,0.8184584178498986,0.7361459193854903,81.508499999984,6.407899999999245
512,xgboost_depth2_10,xgboost,231,10,2,10,,,320,97,0.7835051546391752,0.7707502374169041,0.775621934384821,0.75,0.8918918918918919,0.8148148148148148,37,0.7941176470588235,0.8709677419354839,0.8307692307692308,31,0.8421052631578947,0.5517241379310345,0.6666666666666666,29,0.8924356403598045,0.8967064520278588,0.8387514974991798,0.8455678303024954,0.9412162162162163,0.9191013017464241,0.9044477028347996,0.8479444214710095,0.8316430020283976,0.7492087692801058,180.5348000000322,4.180700000006254
512,xgboost_depth2_20,xgboost,231,20,2,20,,,320,97,0.8041237113402062,0.7861750030424729,0.7921771434378564,0.7608695652173914,0.9459459459459459,0.8433734939759037,37,0.8,0.9032258064516129,0.8484848484848485,31,0.9375,0.5172413793103449,0.6666666666666666,29,0.9171269149741962,0.9207655695830348,0.8617392077231075,0.8679790824759178,0.960810810810811,0.9444788775045229,0.9188660801564028,0.8334144541087404,0.8717038539553752,0.8073242915560594,301.49740000001657,4.429899999990994
512,xgboost_depth3_20,xgboost,231,20,3,20,,,320,97,0.8041237113402062,0.7901916939615351,0.7967552332120323,0.7954545454545454,0.9459459459459459,0.8641975308641975,37,0.7878787878787878,0.8387096774193549,0.8125,31,0.85,0.5862068965517241,0.6938775510204082,29,0.929386484984208,0.9322197107521546,0.8718881061735472,0.8779048618192943,0.9644144144144144,0.9475565935852179,0.9266862170087976,0.8610268053455968,0.8970588235294117,0.807080919589827,601.4525999999591,4.517799999973704
