stage,subcarrier,mean,variance,std,min,max,informative
clean_amplitude,47,7.674098920371084,5.802672806738608,2.4088737631388257,0.0,15.811388300841896,True
clean_amplitude,48,7.7194093394861865,5.605593330657999,2.3676134250882255,0.0,15.556349186104045,True
clean_amplitude,49,7.949437675162665,5.830850738208216,2.41471545698623,1.0,16.492422502470642,True
clean_amplitude,50,7.907969797790094,5.417634507182839,2.3275812568378442,1.0,15.231546211727817,True
clean_amplitude,51,8.211777360017228,5.656623085847634,2.3783656333389183,0.0,15.811388300841896,True
clean_amplitude,52,8.25141007748153,5.447592188891876,2.334007752534656,0.0,15.811388300841896,True
clean_amplitude,53,8.58604154977754,5.6346504729479445,2.3737418715917586,0.0,15.811388300841896,True
clean_amplitude,54,8.883908843439423,5.7547641496617645,2.398908949848194,1.0,16.15549442140351,True
clean_amplitude,55,9.06917640809133,5.744343591370327,2.3967360287212123,0.0,17.08800749063506,True
clean_amplitude,56,9.15726278411289,5.6067026639719,2.3678476859738886,0.0,16.76305461424021,True
clean_amplitude,57,9.402800660027957,5.5613023189753585,2.358241361475826,0.0,16.278820596099706,True
clean_amplitude,58,9.517632982833263,5.4089667165346675,2.3257185376856477,0.0,16.278820596099706,True
clean_amplitude,59,0.0,0.0,0.0,0.0,0.0,False
clean_amplitude,60,0.0,0.0,0.0,0.0,0.0,False
clean_amplitude,61,0.0,0.0,0.0,0.0,0.0,False
clean_amplitude,62,0.0,0.0,0.0,0.0,0.0,False
clean_amplitude,63,0.0,0.0,0.0,0.0,0.0,False
clean_amplitude,64,0.0,0.0,0.0,0.0,0.0,False
clean_amplitude,65,0.0,0.0,0.0,0.0,0.0,False
clean_amplitude,66,57.274885612376444,140.67128606315293,11.86049265684832,7.211102550927978,87.66413177577246,True
clean_amplitude,67,55.72752456578141,157.54552814615562,12.551714151706754,5.385164807134504,91.0,True
clean_amplitude,68,57.13031393568354,127.72812464683966,11.301686805377313,7.211102550927978,88.14193099768123,True
clean_amplitude,69,57.014892985685,123.03712835975365,11.09221025583962,6.4031242374328485,88.95504482602435,True
clean_amplitude,70,50.39793325470744,113.38599655885045,10.648286085509275,5.830951894845301,78.10249675906654,True
clean_amplitude,71,50.04196052495243,110.72570187198095,10.522628087696578,6.4031242374328485,80.99382692526635,True
clean_amplitude,72,50.26579442829816,107.33973962145474,10.360489352412594,5.830951894845301,77.20103626247513,True
clean_amplitude,73,50.26046717565388,107.61448729152472,10.373740274921323,3.1622776601683795,77.79460135510689,True
clean_amplitude,74,49.619701081084884,104.01789277674821,10.19891625501201,1.4142135623730951,79.2464510246358,True
clean_amplitude,75,49.24883572087535,103.32964148892238,10.165118862508317,1.0,76.32168761236873,True
clean_amplitude,76,49.36205537857202,103.0412723666532,10.150924705003638,0.0,78.92401408950256,True
clean_amplitude,77,49.44283189860271,102.3669108684814,10.117653426980063,1.0,75.05997601918082,True
clean_amplitude,78,49.510870837865745,101.04714324557774,10.052220811620572,0.0,72.18032973047436,True
clean_amplitude,79,48.680435406027634,101.03904920031181,10.051818203703835,3.0,72.91776189653656,True
clean_amplitude,80,48.87412738730961,101.94701142925993,10.096881272415752,4.123105625617661,71.8679344353238,True
clean_amplitude,81,48.55927183566605,102.8612359583013,10.14205284734315,2.23606797749979,71.00704190430693,True
clean_amplitude,82,48.52382227136413,102.09408308022677,10.104161671322702,2.23606797749979,71.34423592694787,True
clean_amplitude,83,48.66319244232266,104.0104629162632,10.19855200095892,2.0,75.1065909225016,True
clean_amplitude,84,49.427226651270104,108.16448118643021,10.40021543942385,4.0,76.05918747922567,True
clean_amplitude,85,49.63860173310207,108.50026761631976,10.416346173986335,3.0,71.11961754677819,True
clean_amplitude,86,50.089829679994,113.03540689280916,10.631811082445417,4.0,75.59100475585703,True
clean_amplitude,87,50.54575417739793,117.06692991875794,10.819747220649747,4.0,77.00649323271382,True
clean_amplitude,88,50.606519823127,122.48991542724916,11.06751622665398,2.8284271247461903,80.49844718999243,True
clean_amplitude,89,51.347010782226945,123.13013059723103,11.096401695920665,2.23606797749979,76.4198926981712,True
clean_amplitude,90,51.755568987612456,131.7516402005433,11.478311731284498,2.8284271247461903,82.63776376451628,True
clean_amplitude,91,52.59095669106746,137.36539962337844,11.720298614940596,4.242640687119285,79.40403012442127,True
clean_amplitude,92,53.247806759366405,144.96236905190648,12.040031937329173,4.0,80.09993757800315,True
clean_amplitude,93,54.056334006111484,156.88508905159793,12.525377800753075,2.23606797749979,82.46211251235322,True
clean_amplitude,94,54.13789155347953,160.3474450924056,12.662837165991103,4.242640687119285,80.36168241145776,True
clean_amplitude,95,55.27694181632994,174.5654804885834,13.21232305420146,5.0990195135927845,85.14693182963201,True
clean_amplitude,96,64.17491906833975,207.04518161192453,14.389064653823908,2.23606797749979,85.70880934886448,True
clean_amplitude,97,57.73849396581687,195.9506107350807,13.998235986547758,2.0,92.35799911215054,True
