label,precision,recall,f1_score,support
empty,0.3333333333333333,0.14285714285714285,0.2,7
static_presence,0.7692307692307693,0.7692307692307693,0.7692307692307693,13
movement,0.5882352941176471,0.7692307692307693,0.6666666666666667,13
