seed,classifier,family,top_k,label,precision,recall,f1,support,roc_auc,average_precision
21,gradient_boosting_top231,gradient_boosting,231,empty,0.9090909090909091,0.6666666666666666,0.7692307692307693,15,0.9633333333333333,0.833287714464185
21,gradient_boosting_top231,gradient_boosting,231,static_presence,0.6129032258064516,0.6551724137931034,0.6333333333333333,29,0.7518740629685157,0.6840187643770419
21,gradient_boosting_top231,gradient_boosting,231,movement,0.6060606060606061,0.6451612903225806,0.625,31,0.7316715542521993,0.7062903354876031
21,xgboost_top231,xgboost,231,empty,0.7333333333333333,0.7333333333333333,0.7333333333333333,15,0.9333333333333333,0.7535291251957918
21,xgboost_top231,xgboost,231,static_presence,0.6774193548387096,0.7241379310344828,0.7,29,0.7863568215892055,0.7058825397511822
21,xgboost_top231,xgboost,231,movement,0.6896551724137931,0.6451612903225806,0.6666666666666666,31,0.7441348973607038,0.721967649708339
42,gradient_boosting_top30,gradient_boosting,30,empty,0.09090909090909091,0.06666666666666667,0.07692307692307693,15,0.47011494252873565,0.1911770847199345
42,gradient_boosting_top30,gradient_boosting,30,static_presence,0.5666666666666667,0.6071428571428571,0.5862068965517241,28,0.6730158730158731,0.6103823120592092
42,gradient_boosting_top30,gradient_boosting,30,movement,0.625,0.6666666666666666,0.6451612903225806,30,0.7046511627906977,0.6600917292126324
42,xgboost_top30,xgboost,30,empty,0.1111111111111111,0.06666666666666667,0.08333333333333333,15,0.506896551724138,0.22176499727882085
42,xgboost_top30,xgboost,30,static_presence,0.53125,0.6071428571428571,0.5666666666666667,28,0.6932539682539682,0.6527371231766917
42,xgboost_top30,xgboost,30,movement,0.65625,0.7,0.6774193548387096,30,0.7213178294573643,0.6765798376885429
42,gradient_boosting_top50,gradient_boosting,50,empty,0.75,0.4,0.5217391304347826,15,0.8172413793103448,0.621482100415924
42,gradient_boosting_top50,gradient_boosting,50,static_presence,0.6129032258064516,0.6785714285714286,0.6440677966101694,28,0.8103174603174604,0.7663511956424185
42,gradient_boosting_top50,gradient_boosting,50,movement,0.5588235294117647,0.6333333333333333,0.59375,30,0.7279069767441861,0.6370550445431582
42,xgboost_top50,xgboost,50,empty,0.7,0.4666666666666667,0.56,15,0.8804597701149425,0.7130448159758505
42,xgboost_top50,xgboost,50,static_presence,0.625,0.7142857142857143,0.6666666666666666,28,0.8452380952380953,0.7892366372417139
42,xgboost_top50,xgboost,50,movement,0.6129032258064516,0.6333333333333333,0.6229508196721312,30,0.7620155038759691,0.6894931198208819
42,gradient_boosting_top70,gradient_boosting,70,empty,0.75,0.4,0.5217391304347826,15,0.7977011494252874,0.6194403731362389
