top_k,feature_index,selection_count,selection_rate,mean_rank_when_selected,mean_fisher_score_when_selected
126,80,9,0.9,69.33333333333333,0.08101631806545827
126,64,9,0.9,72,0.07450560588703357
126,58,9,0.9,74.22222222222223,0.07686289801909903
126,49,9,0.9,84.55555555555556,0.06484269237000377
126,156,9,0.9,87.77777777777777,0.06365964650025928
126,169,9,0.9,91.33333333333333,0.06328097512628292
126,206,9,0.9,92.55555555555556,0.06240106693442578
126,148,9,0.9,100.77777777777777,0.056790649407249545
126,182,9,0.9,102.11111111111111,0.05882459771515985
126,157,9,0.9,109,0.0534934569055803
126,107,9,0.9,109.55555555555556,0.052814799587891696
126,144,9,0.9,112,0.0540246656058797
126,68,8,0.8,71.125,0.0806696632158774
126,228,8,0.8,80.625,0.06758481265947067
126,171,8,0.8,81.5,0.06879270147090785
126,55,8,0.8,82,0.07331052883713762
126,51,8,0.8,85.375,0.06532436411332168
126,18,8,0.8,87.625,0.06274292438286415
126,183,8,0.8,88.5,0.06645809638570964
126,57,8,0.8,88.875,0.06979062452842248
126,86,8,0.8,90.5,0.06048509024020488
126,89,8,0.8,90.75,0.0622708481163539
126,7,8,0.8,93.625,0.059782203750723455
126,154,8,0.8,97.5,0.057539214158026236
126,159,8,0.8,99.625,0.05482037278472775
126,212,7,0.7,69.28571428571429,0.07963367547539563
126,17,7,0.7,78.71428571428571,0.06805497144471509
126,6,7,0.7,81.42857142857143,0.06526949839931814
126,189,7,0.7,89.85714285714286,0.06529157429606391
126,50,7,0.7,93.85714285714286,0.060301373260050695
126,166,7,0.7,95,0.06346680172224875
126,16,7,0.7,98.28571428571429,0.056250845240188314
126,92,7,0.7,99.71428571428571,0.05609159634377511
126,195,7,0.7,100.28571428571429,0.053693383298620515
