top_k,feature_index,selection_count,selection_rate,mean_rank_when_selected,mean_fisher_score_when_selected
160,193,10,1.0,34.7,0.10759142690842094
160,15,10,1.0,35.8,0.11170543288053086
160,106,10,1.0,36.6,0.10603438488400542
160,73,10,1.0,37.7,0.10463970781108668
160,29,10,1.0,38.7,0.10430811947683573
160,178,10,1.0,39.3,0.1044955747533427
160,62,10,1.0,39.8,0.10329019204504984
160,215,10,1.0,40,0.10232401052538365
160,48,10,1.0,41.2,0.1025165313788809
160,27,10,1.0,41.3,0.10248761245952431
160,81,10,1.0,42.5,0.09947360252417309
160,100,10,1.0,43.5,0.09963298762118238
160,103,10,1.0,44.2,0.0989016296100335
160,72,10,1.0,45,0.09667009963307943
160,229,10,1.0,48.3,0.09246785172828577
160,69,10,1.0,49.8,0.09872549425321411
160,84,10,1.0,50.3,0.09077957200088282
160,28,10,1.0,55.4,0.08836623293196003
160,196,10,1.0,55.4,0.08705842772688277
160,176,10,1.0,56.8,0.08486965140078351
160,61,10,1.0,57.4,0.0854279262827221
160,223,10,1.0,59.5,0.09028804290681598
160,74,10,1.0,60.9,0.0825611730048154
160,91,10,1.0,61.8,0.08806300346718805
160,114,10,1.0,61.8,0.07982695551818554
160,218,10,1.0,61.9,0.08097819816909793
160,40,10,1.0,63.4,0.08207627519149481
160,39,10,1.0,65,0.07809056621060444
160,111,10,1.0,65,0.07790754761816718
160,75,10,1.0,66.6,0.07841928451139153
160,66,10,1.0,67.2,0.08363394412945123
160,105,10,1.0,67.9,0.07668248263448262
160,217,10,1.0,68,0.07613723224623163
160,167,10,1.0,69.5,0.07579763003035564
160,31,10,1.0,69.8,0.07757891149936814
160,30,10,1.0,73,0.07302562941655372
160,203,10,1.0,74,0.07325463614706187
160,63,10,1.0,75.9,0.07179741585740473
160,139,10,1.0,76.2,0.07121915567878447
160,83,10,1.0,76.5,0.07129027040150168
160,108,10,1.0,79.1,0.06883145838054677
160,64,10,1.0,80.3,0.07026018013815104
160,165,10,1.0,80.3,0.06843188399919095
160,68,10,1.0,82.8,0.07127614243353746
160,117,10,1.0,82.8,0.0663979411635287
160,179,10,1.0,83.2,0.0676972582064776
160,168,10,1.0,85.1,0.0660254111509127
160,133,10,1.0,85.8,0.065614715597388
160,125,10,1.0,85.9,0.06515574584484383
160,122,10,1.0,87.1,0.06515018870787995
160,136,10,1.0,90.6,0.06366340583144028
160,49,10,1.0,91.1,0.06231833025836744
160,228,10,1.0,91.1,0.06246227957725944
160,116,10,1.0,92.2,0.06201160490269895
160,41,10,1.0,92.3,0.0622072202490742
160,171,10,1.0,92.4,0.062175332054978466
160,8,10,1.0,92.8,0.06085130164815437
160,156,10,1.0,93.2,0.061992016610868686
160,55,10,1.0,94.9,0.06412819416280321
160,177,10,1.0,95.9,0.0602074158007114
160,169,10,1.0,96,0.06070385397366705
160,180,10,1.0,96.6,0.05960227750927198
160,183,10,1.0,96.6,0.06070714606266704
160,206,10,1.0,96.6,0.05977285983756156
160,18,10,1.0,96.8,0.05955911783478654
160,17,10,1.0,97,0.06065789085586036
160,57,10,1.0,97.3,0.062364275880182396
160,128,10,1.0,97.3,0.060140101758819654
160,86,10,1.0,98.4,0.05927998880129332
160,6,10,1.0,100,0.0579158663550465
160,7,10,1.0,101.8,0.056782718316760995
160,89,10,1.0,102.5,0.05728422074316986
160,189,10,1.0,102.5,0.057569513115667895
160,182,10,1.0,104.8,0.05590787323795532
160,148,10,1.0,105.8,0.05493922296374057
160,154,10,1.0,106,0.05579902113713728
160,166,10,1.0,108.2,0.055702853345728165
160,159,10,1.0,109,0.05253503965267789
160,195,10,1.0,109,0.05327451872181818
160,16,10,1.0,110.1,0.05251511895430937
160,19,10,1.0,110.6,0.05337789005076181
160,157,10,1.0,112.1,0.05301543800609853
160,172,10,1.0,112.2,0.05361001009648736
160,107,10,1.0,112.4,0.052013787768157516
160,92,10,1.0,112.9,0.05217486807419999
160,42,10,1.0,113.1,0.051557540128999546
160,144,10,1.0,115.3,0.05172878975599035
160,119,10,1.0,117.2,0.050245350700206075
160,200,10,1.0,119.1,0.048893125777155814
160,147,10,1.0,120.3,0.04914517884421657
160,185,10,1.0,126.3,0.047152921160266134
160,118,10,1.0,127.3,0.04501998005267905
160,150,10,1.0,127.7,0.04607670087223445
160,211,10,1.0,127.7,0.045059005868224845
160,127,10,1.0,139.9,0.040539311013248626
160,80,9,0.9,69.33333333333333,0.08101631806545827
160,58,9,0.9,74.22222222222223,0.07686289801909903
160,212,9,0.9,85,0.07141068326012201
160,51,9,0.9,90.22222222222223,0.06379062389513826
160,220,9,0.9,94.55555555555556,0.06602858868540637
160,50,9,0.9,101.66666666666667,0.05750680536927867
160,52,9,0.9,108.44444444444444,0.05401467460457626
160,174,9,0.9,113.55555555555556,0.05304124998225977
160,170,9,0.9,121.11111111111111,0.04689944986850269
160,96,9,0.9,135.22222222222223,0.04041110492528909
160,145,9,0.9,135.88888888888889,0.03990965771817483
160,137,9,0.9,137.44444444444446,0.039784962259336976
160,5,9,0.9,138.88888888888889,0.038090207951445604
160,209,8,0.8,103.75,0.06055186609839313
160,222,8,0.8,120.5,0.04753322509849903
160,94,8,0.8,132.375,0.04085032533266503
160,192,8,0.8,132.75,0.039910163735662536
160,135,8,0.8,133.125,0.04073811625664738
160,53,8,0.8,133.875,0.04096253778264876
160,173,8,0.8,136,0.04275645887615369
160,155,8,0.8,144.875,0.03871929717147199
160,130,8,0.8,146.625,0.03746896883047148
160,88,7,0.7,110.85714285714286,0.05489841765737276
160,161,7,0.7,129.85714285714286,0.04735915492197051
160,9,7,0.7,133.14285714285714,0.041521994345974846
160,95,7,0.7,135.71428571428572,0.03915245058463737
160,143,7,0.7,141.71428571428572,0.0362041528241757
160,184,7,0.7,142.14285714285714,0.04108291274402237
160,158,7,0.7,142.28571428571428,0.0412866251418125
160,46,7,0.7,142.57142857142858,0.03913978895603335
160,77,6,0.6,112,0.05226366134195201
160,102,6,0.6,114,0.050705253672538524
160,47,6,0.6,128.66666666666666,0.04712199805858689
160,20,6,0.6,131.83333333333334,0.038352696467464864
160,138,6,0.6,136.5,0.04240985589374216
160,113,6,0.6,137.16666666666666,0.04041339851002871
160,97,6,0.6,141.16666666666666,0.03535331993680188
160,146,6,0.6,143.83333333333334,0.03501397925935661
160,181,6,0.6,144.66666666666666,0.03301816880288025
160,141,5,0.5,133,0.04617323403563013
160,44,5,0.5,135.6,0.04275079840649569
160,140,5,0.5,142,0.040388431450966045
160,85,5,0.5,147.6,0.0325924081761698
160,79,4,0.4,144,0.04011259772200869
160,13,4,0.4,149,0.03636681918105725
160,149,4,0.4,152.5,0.03687017618509924
160,124,3,0.3,140.66666666666666,0.036829534867281556
160,90,3,0.3,141.33333333333334,0.04038184920702581
160,132,3,0.3,144.33333333333334,0.029437445840339443
160,129,3,0.3,152.66666666666666,0.027656729636247702
160,152,3,0.3,153.66666666666666,0.040437617114721984
160,2,2,0.2,128,0.04517570438326212
160,134,2,0.2,137.5,0.032539833128285685
160,10,2,0.2,151.5,0.027973799820309814
160,71,1,0.1,71,0.06041099343554785
160,225,1,0.1,128,0.03484754702863623
160,21,1,0.1,136,0.03781716962049271
160,126,1,0.1,143,0.03635022948300439
160,160,1,0.1,145,0.044478128463242096
160,187,1,0.1,150,0.039599457594393137
160,99,1,0.1,157,0.030707737267745297
160,163,1,0.1,159,0.040213211226476905
231,199,10,1.0,1.3,0.20782677704827104
231,202,10,1.0,2.9,0.19581478668210853
231,221,10,1.0,5.3,0.17593063688057978
231,188,10,1.0,6.3,0.16968468002223475
231,224,10,1.0,7.4,0.17018232573066167
231,210,10,1.0,9.2,0.16090082446522017
231,205,10,1.0,9.4,0.1621957485764499
231,213,10,1.0,10,0.15986022000500363
231,67,10,1.0,10.2,0.15609643469465176
231,191,10,1.0,11.1,0.15006003139601273
231,56,10,1.0,13.4,0.144909159111539
231,204,10,1.0,13.4,0.14651623508368572
231,70,10,1.0,14.4,0.14546989753188747
231,59,10,1.0,16.2,0.14063830985609313
231,23,10,1.0,17.9,0.1343335617430785
231,227,10,1.0,17.9,0.14019464511689878
231,26,10,1.0,20.7,0.12914978339290575
231,38,10,1.0,23.1,0.12670776321122093
231,194,10,1.0,23.6,0.1227485469512282
231,4,10,1.0,25,0.12259960590342016
231,37,10,1.0,25.3,0.12187109037372937
231,1,10,1.0,26.3,0.12106019399846772
231,34,10,1.0,26.3,0.12125798910368374
231,12,10,1.0,29.3,0.11836290815537957
231,45,10,1.0,31.2,0.1135671614632901
231,207,10,1.0,32.1,0.1105261355195479
231,216,10,1.0,32.1,0.11703214598453208
231,78,10,1.0,32.6,0.11367567698322868
231,226,10,1.0,33,0.11136669876292606
231,193,10,1.0,34.7,0.10759142690842094
231,15,10,1.0,35.8,0.11170543288053086
231,106,10,1.0,36.6,0.10603438488400542
231,73,10,1.0,37.7,0.10463970781108668
231,29,10,1.0,38.7,0.10430811947683573
231,178,10,1.0,39.3,0.1044955747533427
231,62,10,1.0,39.8,0.10329019204504984
231,215,10,1.0,40,0.10232401052538365
231,48,10,1.0,41.2,0.1025165313788809
231,27,10,1.0,41.3,0.10248761245952431
231,81,10,1.0,42.5,0.09947360252417309
231,100,10,1.0,43.5,0.09963298762118238
231,103,10,1.0,44.2,0.0989016296100335
231,72,10,1.0,45,0.09667009963307943
231,229,10,1.0,48.3,0.09246785172828577
231,69,10,1.0,49.8,0.09872549425321411
231,84,10,1.0,50.3,0.09077957200088282
231,28,10,1.0,55.4,0.08836623293196003
231,196,10,1.0,55.4,0.08705842772688277
231,176,10,1.0,56.8,0.08486965140078351
231,61,10,1.0,57.4,0.0854279262827221
231,223,10,1.0,59.5,0.09028804290681598
231,74,10,1.0,60.9,0.0825611730048154
231,91,10,1.0,61.8,0.08806300346718805
231,114,10,1.0,61.8,0.07982695551818554
231,218,10,1.0,61.9,0.08097819816909793
231,40,10,1.0,63.4,0.08207627519149481
231,39,10,1.0,65,0.07809056621060444
231,111,10,1.0,65,0.07790754761816718
231,75,10,1.0,66.6,0.07841928451139153
231,66,10,1.0,67.2,0.08363394412945123
231,105,10,1.0,67.9,0.07668248263448262
231,217,10,1.0,68,0.07613723224623163
231,167,10,1.0,69.5,0.07579763003035564
231,31,10,1.0,69.8,0.07757891149936814
231,30,10,1.0,73,0.07302562941655372
231,203,10,1.0,74,0.07325463614706187
231,63,10,1.0,75.9,0.07179741585740473
231,139,10,1.0,76.2,0.07121915567878447
231,83,10,1.0,76.5,0.07129027040150168
231,108,10,1.0,79.1,0.06883145838054677
231,80,10,1.0,80,0.07410388273956343
231,64,10,1.0,80.3,0.07026018013815104
231,165,10,1.0,80.3,0.06843188399919095
231,68,10,1.0,82.8,0.07127614243353746
231,117,10,1.0,82.8,0.0663979411635287
231,58,10,1.0,82.9,0.07093853358804564
231,179,10,1.0,83.2,0.0676972582064776
231,168,10,1.0,85.1,0.0660254111509127
231,133,10,1.0,85.8,0.065614715597388
231,125,10,1.0,85.9,0.06515574584484383
231,122,10,1.0,87.1,0.06515018870787995
231,136,10,1.0,90.6,0.06366340583144028
231,49,10,1.0,91.1,0.06231833025836744
231,228,10,1.0,91.1,0.06246227957725944
231,116,10,1.0,92.2,0.06201160490269895
231,41,10,1.0,92.3,0.0622072202490742
231,171,10,1.0,92.4,0.062175332054978466
231,8,10,1.0,92.8,0.06085130164815437
231,156,10,1.0,93.2,0.061992016610868686
231,212,10,1.0,94.5,0.06541224904638994
231,55,10,1.0,94.9,0.06412819416280321
231,177,10,1.0,95.9,0.0602074158007114
231,169,10,1.0,96,0.06070385397366705
231,180,10,1.0,96.6,0.05960227750927198
231,183,10,1.0,96.6,0.06070714606266704
231,206,10,1.0,96.6,0.05977285983756156
231,18,10,1.0,96.8,0.05955911783478654
231,17,10,1.0,97,0.06065789085586036
231,57,10,1.0,97.3,0.062364275880182396
231,128,10,1.0,97.3,0.060140101758819654
231,51,10,1.0,97.9,0.06015764971904152
231,86,10,1.0,98.4,0.05927998880129332
231,6,10,1.0,100,0.0579158663550465
231,220,10,1.0,101.3,0.06110220015697946
231,7,10,1.0,101.8,0.056782718316760995
231,89,10,1.0,102.5,0.05728422074316986
231,189,10,1.0,102.5,0.057569513115667895
231,182,10,1.0,104.8,0.05590787323795532
231,148,10,1.0,105.8,0.05493922296374057
231,154,10,1.0,106,0.05579902113713728
231,166,10,1.0,108.2,0.055702853345728165
231,159,10,1.0,109,0.05253503965267789
231,195,10,1.0,109,0.05327451872181818
231,50,10,1.0,109.7,0.05385727987564172
231,16,10,1.0,110.1,0.05251511895430937
231,19,10,1.0,110.6,0.05337789005076181
231,157,10,1.0,112.1,0.05301543800609853
231,172,10,1.0,112.2,0.05361001009648736
231,107,10,1.0,112.4,0.052013787768157516
231,92,10,1.0,112.9,0.05217486807419999
231,42,10,1.0,113.1,0.051557540128999546
231,52,10,1.0,115.1,0.05107269126423626
231,144,10,1.0,115.3,0.05172878975599035
231,209,10,1.0,115.6,0.052420592381370514
231,119,10,1.0,117.2,0.050245350700206075
231,174,10,1.0,118.6,0.05056286183271146
231,200,10,1.0,119.1,0.048893125777155814
231,147,10,1.0,120.3,0.04914517884421657
231,170,10,1.0,125.6,0.045180632117470004
231,185,10,1.0,126.3,0.047152921160266134
231,118,10,1.0,127.3,0.04501998005267905
231,150,10,1.0,127.7,0.04607670087223445
231,211,10,1.0,127.7,0.045059005868224845
231,222,10,1.0,128.7,0.0444338486806161
231,88,10,1.0,129,0.045663375388613175
231,77,10,1.0,136.3,0.04204948988102258
231,96,10,1.0,137.8,0.039587936792465465
231,102,10,1.0,137.9,0.03984210211714306
231,94,10,1.0,138.9,0.039499539391586125
231,192,10,1.0,139.4,0.038436867890370596
231,127,10,1.0,139.9,0.040539311013248626
231,145,10,1.0,140,0.03863682556229428
231,137,10,1.0,140.1,0.03892305257968321
231,5,10,1.0,141.7,0.03778007088628374
231,135,10,1.0,142.9,0.036483554328907694
231,173,10,1.0,143,0.038731652753020436
231,161,10,1.0,143.7,0.03899980425882424
231,53,10,1.0,144.3,0.037102845953639614
231,95,10,1.0,145.6,0.0366861340269723
231,9,10,1.0,146,0.036375515928036235
231,138,10,1.0,148.7,0.036239137969075456
231,184,10,1.0,149.5,0.03575568275301925
231,47,10,1.0,149.7,0.03524707773316892
231,141,10,1.0,150.1,0.035753868270677454
231,158,10,1.0,150.5,0.03533023943954339
231,130,10,1.0,150.9,0.034948314398414414
231,46,10,1.0,151.2,0.034846400590287804
231,143,10,1.0,151.3,0.033083993688161735
231,97,10,1.0,152.5,0.03295155547744207
231,113,10,1.0,152.6,0.032258746882752536
231,155,10,1.0,152.6,0.03460568864215109
231,20,10,1.0,153,0.03205288415012533
231,140,10,1.0,154.4,0.032593592809518304
231,146,10,1.0,154.7,0.03124167170115326
231,44,10,1.0,155.1,0.03275894848676912
231,181,10,1.0,156.8,0.030246966796985096
231,85,10,1.0,160.2,0.029344659725218505
231,13,10,1.0,164.4,0.027009172505983566
231,129,10,1.0,164.8,0.02816797558952342
231,149,10,1.0,165.2,0.02764407851325584
231,2,10,1.0,165.7,0.026312149554143682
231,124,10,1.0,166.4,0.025247860664500788
231,79,10,1.0,166.9,0.025399709776307875
231,132,10,1.0,170.7,0.022619247542247367
231,71,10,1.0,171,0.02328521415559746
231,152,10,1.0,171.7,0.025647657343324002
231,151,10,1.0,172.5,0.023551661619988108
231,90,10,1.0,172.7,0.02258376368045221
231,10,10,1.0,172.8,0.02262685763490739
231,134,10,1.0,172.9,0.021600232529418364
231,160,10,1.0,173.4,0.02377264026516721
231,187,10,1.0,174.1,0.02218293211774897
231,126,10,1.0,178.3,0.019418418891897948
231,163,10,1.0,179.6,0.02100624807270285
231,162,10,1.0,180.2,0.02020047755292889
231,198,10,1.0,180.9,0.01864914004225192
231,35,10,1.0,184.9,0.01617324542257405
231,24,10,1.0,185.5,0.016527337967456614
231,99,10,1.0,187.1,0.01604058484031756
231,225,10,1.0,191,0.013450929932275507
231,87,10,1.0,192.2,0.01310703117789419
231,11,10,1.0,192.6,0.013087942211216976
231,21,10,1.0,193.4,0.0122570326759715
231,121,10,1.0,196.6,0.010533509333434887
231,93,10,1.0,197.1,0.011578676498389348
231,123,10,1.0,197.6,0.009481839779779793
231,0,10,1.0,199.3,0.010993688434782534
231,110,10,1.0,199.8,0.009701251374999722
231,109,10,1.0,200.4,0.008949157920568444
231,190,10,1.0,201.3,0.009084285612769048
231,33,10,1.0,201.4,0.00940502817587058
231,131,10,1.0,201.7,0.008398415455866382
231,82,10,1.0,203.7,0.008647952345095316
231,230,10,1.0,203.7,0.008074298569897867
231,36,10,1.0,206.4,0.007987712385363159
231,115,10,1.0,207.4,0.00670470154518125
231,142,10,1.0,207.5,0.006681192005741985
231,22,10,1.0,208.6,0.006330582172793202
231,101,10,1.0,209.5,0.006369769542024468
231,201,10,1.0,209.6,0.0055137517867306736
231,186,10,1.0,209.9,0.006014179298887864
231,32,10,1.0,210.4,0.005695452578982019
231,14,10,1.0,210.5,0.005745833151988021
231,208,10,1.0,210.7,0.006198725312757766
231,60,10,1.0,211,0.005762434603266799
231,3,10,1.0,213.3,0.0051151020847993115
231,98,10,1.0,213.3,0.005383298234364556
231,54,10,1.0,214.4,0.004178587235630954
231,153,10,1.0,215.3,0.004428405878629427
231,120,10,1.0,215.4,0.004137969823909813
231,164,10,1.0,217.5,0.0034807672429456177
231,76,10,1.0,217.6,0.0032223074573771316
231,214,10,1.0,219.8,0.0028316071430574043
231,65,10,1.0,219.9,0.0029183808345078625
231,43,10,1.0,220.4,0.0031991728784721203
231,175,10,1.0,220.6,0.002815115989356346
231,197,10,1.0,221.4,0.0030476681603921903
231,104,10,1.0,221.5,0.002394416919135928
231,112,10,1.0,221.6,0.00276528501200389
231,219,10,1.0,223.7,0.0019288333271889882
231,25,10,1.0,225.2,0.001651255790104886
