classifier,family,top_k,n_estimators,max_depth,seeds,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max,weighted_f1_mean,weighted_f1_std,weighted_f1_min,weighted_f1_max,roc_auc_ovr_macro_mean,roc_auc_ovr_macro_std,roc_auc_ovr_macro_min,roc_auc_ovr_macro_max,roc_auc_ovr_weighted_mean,roc_auc_ovr_weighted_std,roc_auc_ovr_weighted_min,roc_auc_ovr_weighted_max,average_precision_macro_mean,average_precision_macro_std,average_precision_macro_min,average_precision_macro_max,average_precision_weighted_mean,average_precision_weighted_std,average_precision_weighted_min,average_precision_weighted_max,fit_time_ms_mean,fit_time_ms_std,fit_time_ms_min,fit_time_ms_max,prediction_time_ms_mean,prediction_time_ms_std,prediction_time_ms_min,prediction_time_ms_max,actual_tree_count_mean,actual_tree_count_std,actual_tree_count_min,actual_tree_count_max,actual_node_count_mean,actual_node_count_std,actual_node_count_min,actual_node_count_max,used_feature_count_mean,used_feature_count_std,used_feature_count_min,used_feature_count_max,mean_comparisons_per_prediction_mean,mean_comparisons_per_prediction_std,mean_comparisons_per_prediction_min,mean_comparisons_per_prediction_max,movement_f1_mean,family_best_macro_f1,reference_movement_f1,macro_f1_drop_from_family_best,movement_f1_drop_from_macro_f1_reference
gradient_boosting_top126,gradient_boosting,126,20,3,10,0.6852637445342307,0.06776367682520622,0.5869565217391305,0.8061224489795918,0.6830865737595244,0.06660980374450849,0.5849288365510427,0.7877622613506038,0.6851145140847672,0.06692899390181625,0.5861380172687028,0.8048358384033637,0.858415466429974,0.04839069933084845,0.7943049064359977,0.9449661473784916,0.8531786783078561,0.05533004250164969,0.7817254583851675,0.9504475189090413,0.78029080317965,0.06741614569457215,0.6724512073773327,0.8912648302837701,0.7807309402928928,0.06799055754064089,0.6856649805443549,0.9029824568336812,750.723740000285,89.38300324088762,633.4929000004195,864.9284000002808,4.2114799996852526,1.2897859331611712,2.8984000000491505,7.460799999535084,60.0,0.0,60.0,60.0,895.6,3.666060555964672,890.0,900.0,93.6,5.76541412215983,78.0,99.0,179.96528882074938,0.044644503452260564,179.85333333333332,180.0,0.656811238691663,0.6881652465319912,0.6462865152661412,0.0050786727724667635,-0.010524723425521798
xgboost_top160,xgboost,160,20,3,10,0.6818747403664811,0.06765468781357854,0.5822784810126582,0.7835051546391752,0.6749878893238622,0.07099611133642693,0.5599669148056244,0.7737651906326605,0.6799367332312756,0.06840629090505024,0.581210541194208,0.7782797006744344,0.8470257082933914,0.0484577333449062,0.7626010901577134,0.9278237731874358,0.8411269858747427,0.05377824695606408,0.7506962880313269,0.9326938657236293,0.7504531741134293,0.07419119818054254,0.61659126602194,0.8692145313491239,0.7548940247699771,0.07023101207095372,0.635332066873763,0.8792222506270804,462.33741999949416,87.91366912043532,365.89789999925415,632.4059999988094,3.9652100002058432,0.7209060527663109,3.1975000001693843,5.31810000029509,60.0,0.0,60.0,60.0,853.8,21.862296311229525,812.0,890.0,86.2,5.963220606350229,75.0,95.0,178.18364493427126,1.992797338115163,172.55789473684212,179.7835051546392,0.6464276683238153,0.6912363931037973,0.6342325498678004,0.01624850377993503,-0.012195118456014842
